Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A02-0223	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	11/15/2021 10:18 AM	11/17/2021 10:18 AM	NA	11/17/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4090.983663	8182.636723	6136.810193	NA	NA	NA	NA	NA	NA	3723.8038212	3879.96478619038	NA	NA	NA	NA	5530.1314987	6041.76899458711	NA	NA	NA	NA	7336.4591762	10635.6036334759	NA	NA	NA	NA
E02-0003	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	11/04/2021 08:00 AM	11/05/2021 08:00 AM	NA	11/08/2021	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1700	1700	1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A1001	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/08/2021 12:00 PM	03/08/2021 12:00 PM	8.776	03/12/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17430	5820	11625	579037.8147288	193344.8124912	386191.31361	11.9814148056779	4.00067895404734	7.99104687986261	23394.4	34126.2542060532	864356.201004272	1218310.46785284	17.8852052848095	25.2092051782163	28958.6	46676.4830425929	1057011.87733373	1676947.48429799	21.8716246758344	34.6992940799949	34522.8	62218.3242015878	1249667.55366318	2248873.67378608	25.8580440668594	46.5335555741201
B01-0074	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	11/10/2021 07:00 AM	11/11/2021 07:00 AM	NA	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	21098.16015	25056.04804	23077.104095	NA	NA	NA	NA	NA	NA	8656.385022	15789.298894839	454167.906361704	608014.07288832	9.08335812723408	12.1602814577664	7755.923811	16612.4121392369	447126.293645963	301911.448404494	8.94252587291925	6.03822896808987	6855.4626	18777.204266702	440084.680930221	11853.9123305857	8.80169361860442	0.237078246611715
A02-0161	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/09/2021 09:00 AM	10/11/2021 09:00 AM	NA	10/11/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10605.7135	14141.67836	12373.69593	NA	NA	NA	NA	NA	NA	5341.4358826	7415.92837538632	NA	NA	NA	NA	12077.2406423	22766.9093964149	NA	NA	NA	NA	18813.045402	41154.1619258922	NA	NA	NA	NA
F01-0023	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	11/08/2021 10:00 AM	11/09/2021 10:00 AM	NA	11/11/2021	24-hr time-weighted composite	Weston	26452		-80.45991	39.06224	10364	Lewis	2.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	17425	10200	13812.5	NA	NA	NA	NA	NA	NA	31800.0884442	59100.0839460983	NA	NA	NA	NA	30828.7249141	60826.8619635321	NA	NA	NA	NA	29857.361384	62823.4562337998	NA	NA	NA	NA
B01-0143	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	04/28/2022 07:00 AM	04/29/2022 07:00 AM	8.7	05/03/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44959.77648	55545.56318	50252.66983	1480663.33112086	1829285.75375967	1654974.54244027	29.6132666224173	36.5857150751935	33.0994908488054	40591.948652	59413.3506289686	1475600.81208479	1926947.89242623	29.5120162416959	38.5389578485246	47665.640778	71578.0523441871	1722017.0812761	2333120.53169211	34.440341625522	46.6624106338422	54739.332904	83938.6783069605	1968433.35046741	2750657.51183072	39.3686670093482	55.0131502366144
A01-0136	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/27/2021 12:00 AM	12/27/2021 11:59 PM	11.2	12/28/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16556.09842	16556.09842	16556.09842	701922.149824584	701922.149824584	701922.149824584	14.5241299003597	14.5241299003597	14.5241299003597	24896.5330504	33697.3976897934	756568.640520539	762819.843680545	15.6548717207527	15.7842212315955	25645.8186861	30182.4387151695	804351.582774089	640520.148572048	16.6435934194274	13.2536034715289	26395.1043218	27114.1772131604	852134.525027639	560471.406471135	17.6323151181021	11.597239829315
J01-0038	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	04/28/2022 07:30 AM	04/29/2022 07:30 AM	0.168	05/04/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	326	982	654	207.31933488	624.50180016	415.91056752	0.2961704784	0.8921454288	0.5941579536	1202.2	1917.987454583	1017.194933986	2079.75023931038	1.45313561998	2.97107177044341	1347.7	1218.98020558401	1081.511699673	1431.54179414801	1.54501671381857	2.04505970592573	1493.2	1407.80557615757	1145.82846536	1203.6577309533	1.63689780765714	1.71951104421899
E01-0060	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/08/2022 09:40 AM	02/09/2022 09:40 AM	2.934	02/10/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	270124.2515	316504.5887	293314.4201	3000106.07978238	3515224.32941528	3257665.20459883	83.3362799939551	97.6451202615357	90.4907001277454	260469.249566	198783.313154862	3187707.20750112	1757744.70846186	88.5474224305867	48.8262419017182	265027.240718	188307.661027077	3243174.71119831	1590033.30920128	90.0881864221752	44.1675919222578	269585.23187	186682.039198722	3298642.21489549	1580103.48334282	91.6289504137636	43.8917634261894
Q01-0007	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	05/10/2022 08:00 AM	05/11/2022 08:00 AM	0.546	05/12/2022	24-hr time-weighted composite	Danville	25053	NA	-81.8472888	38.102484	4555	Boone	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	155387.5011	152210.5658	153799.03345	321160.148694267	314593.951245198	317877.049969733	70.5071676606514	69.065631447903	69.7863995542772	180222.942027	479037.513853412	475416.821047519	1214829.17206053	104.372518341936	266.702342933156	182264.90455	493364.151476067	480591.698616313	1250220.0261853	105.508605623779	274.472014530252	184306.867073	507956.623979984	485766.576185108	1286972.15882649	106.644692905622	282.540539808231
A01-0145	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	01/05/2022 12:00 AM	01/06/2022 12:00 AM	9.5	01/10/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	70239.27547	87817.49904	79028.387255	2525902.32969048	3158039.77088956	2841971.05029002	52.2658154628886	65.3459644696565	58.8058899662726	42299.084232	40500.9147399483	1842405.3170302	1403351.77325779	38.1229373661272	29.0380684749583	46623.268542	44792.9700763321	2028349.36577726	1499683.27916487	41.9704801725141	31.0313540631698	50947.452852	49218.2254761334	2214293.41452432	1603255.69773731	45.8180229789009	33.1744681703632
H01-0012	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/09/2021 08:00 AM	10/10/2021 08:00 AM	NA	10/15/2021	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	64822.8547	12951.13131	38886.993005	NA	NA	NA	NA	NA	NA	105939.052054	267995.073554552	NA	NA	NA	NA	84358.455725	221120.783265608	NA	NA	NA	NA	62777.859396	176485.300574139	NA	NA	NA	NA
A02-0361	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	02/19/2022 09:00 AM	02/21/2022 09:00 AM	NA	02/21/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28843.56905	24721.84338	26782.706215	NA	NA	NA	NA	NA	NA	70123.327438	135589.664590935	NA	NA	NA	NA	66668.814582	140873.741088387	NA	NA	NA	NA	63214.301726	146636.603305839	NA	NA	NA	NA
C01-0001	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/12/2021 07:00 AM	09/13/2021 07:00 AM	NA	09/17/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14397.60476	8637.567945	11517.5863525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
