assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
K01-0483.a1	K01-0483.e1	K01-0483	AB151	C04	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	17217	0	13.1460676193237	
K01-0483.a2	K01-0483.e1	K01-0483	AB151	C04	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	17217	0	0.584610044956207	
K01-0483.a3	K01-0483.e1	K01-0483	AB151	C04	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	17217	0	0	
K01-0483.a4	K01-0483.e1	K01-0483	AB151	C04	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	17217	0	0	
K01-0483.a5	K01-0483.e1	K01-0483	AB151	C04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	17217	0	0	
A01-1573.a1	A01-1573.e1	A01-1573	AB151	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20457	0	6.04031133651733	
A01-1573.a2	A01-1573.e1	A01-1573	AB151	D01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20457	0	0.55351448059082	
A01-1573.a3	A01-1573.e1	A01-1573	AB151	D01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20457	0	0.0614895783364773	
A01-1573.a4	A01-1573.e1	A01-1573	AB151	D01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20457	0	0.184477761387825	
A01-1573.a5	A01-1573.e1	A01-1573	AB151	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20457	0	0	
M03-1021.a1	M03-1021.e1	M03-1021	AB151	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20309	0	13.0743074417114	
M03-1021.a2	M03-1021.e1	M03-1021	AB151	F02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20309	0	0.991369187831879	
M03-1021.a3	M03-1021.e1	M03-1021	AB151	F02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20309	0	0.061937689781189	
M03-1021.a4	M03-1021.e1	M03-1021	AB151	F02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20309	0	0.18582221865654	
M03-1021.a5	M03-1021.e1	M03-1021	AB151	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20309	0	0	
R02-1027.a1	R02-1027.e1	R02-1027	AB151	B03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19428	0	0.58283805847168	
R02-1027.a2	R02-1027.e1	R02-1027	AB151	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19428	0	8.7710542678833	
R02-1027.a3	R02-1027.e1	R02-1027	AB151	B03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19428	0	0	
