"assay_id"	"location_id"	"target"	"abundance"	"abundance_per_person"	"epi_week"
"G01-0136.a3"	"KeyserWWTP-01"	"Human"	20410.7793036	2.49887111944172	9
"J01-0156.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	599128.185646261	855.897408066087	42
"A04-0058.a3"	"CheatLakeWWTP-01"	"Human"	109.23936178	0.05461968089	15
"Q01-0001.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	42792.2126967315	9.39455822101679	18
"C01-0915.a2"	"WheelingWWTP-01"	"Respiratory Syncitial Virus, Bovine (BRSV)"	1969357.7212466	39.3871544249319	24
"Q01-0441.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	402501.98993244	88.3648715548716	34
"D01-0606.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	769845.587923433	45.2850345837313	28
"M04-0075.a1"	"FarmingtonWWTP-01"	"SARS-CoV-2"	122917.390951643	201.503919592857	22
"A01-0431.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	26886402.9144122	556.3317934616	49
"A01-0833.a5"	"StarCityWWTP-01"	"Human"	582578.879877057	12.0546863076696	13
"H01-0556.a3"	"MoundsvilleWWTP-01"	"Human"	234578.009129961	19.5481674274967	16
"H01-0338.a3"	"MoundsvilleWWTP-01"	"Human"	99683.9350691963	8.30699458909969	36
"A01-0823.a1"	"StarCityWWTP-01"	"Human"	6355287.94840627	131.503226874819	11
"H01-0247.a1"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	1251520.85255312	104.293404379427	24
"A04-0138.a3"	"CheatLakeWWTP-01"	"Human"	378623.949974409	189.311974987205	32
"A04-0440.a2"	"CheatLakeWWTP-01"	"SARS-CoV-2"	184995.142895679	92.4975714478395	24
"J01-0036.a2"	"AlpineLakeWWTP-01"	"SARS-CoV-2"	1099.1316476	1.570188068	17
"L01-0160.a3"	"WestUnionWWTP-01"	"Human"	5134.40805238223	9.10356037656423	26
"J01-0159.a3"	"AlpineLakeWWTP-01"	"Human"	4935.28739561724	7.05041056516748	42
"O01-0234.a2"	"GraftonWWTP-01"	"SARS-CoV-2"	361245.862019568	59.5035186986605	1
"K01-0451.a3"	"ParkersburgWWTP-01"	"Influenza Virus B (FluB)"	174396.800450322	3.62948596150513	33
"R02-0307.a2"	"ElkinsWWTP-01"	"SARS-CoV-2"	8664.39088031	0.658588543653846	22
"G01-0139.a2"	"KeyserWWTP-01"	"SARS-CoV-2"	7277.04190072	0.890920898716944	12
"R02-0332.a3"	"ElkinsWWTP-01"	"Human"	13567.542739093	1.03128175274346	30
"M03-0494.a1"	"ManningtonWWTP-01"	"SARS-CoV-2"	2428.47300435	2.22591476109074	46
"D01-0309.a1"	"CharlesTownWWTP-01"	"SARS-CoV-2"	436394.511209437	25.670265365261	22
"H01-0559.a2"	"MoundsvilleWWTP-01"	"SARS-CoV-2"	2960941.63849477	246.745136541231	16
"Q01-0388.a1"	"MadisonWWTP-01"	"SARS-CoV-2"	1134519.38788463	249.071215781477	24
"T01-0230.a2"	"PointPleasantWWTP-01"	"SARS-CoV-2"	1192379.72355627	216.206658849732	38
"A01-0445.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	78811308.03816	1630.75873278762	52
"Q01-0435.a2"	"MadisonWWTP-01"	"SARS-CoV-2"	18447.2342097119	4.04988676393235	33
"C01-0468.a1"	"WheelingWWTP-01"	"SARS-CoV-2"	1338313.34904411	26.7662669808823	29
"J01-0518.a2"	"AlpineLakeWWTP-01"	"Respiratory Syncitial Virus, Human (RSV)"	901.1168505	1.28730978642857	5
"T01-0380.a4"	"PointPleasantWWTP-01"	""	496.0401264	0.0899438125838622	44
"C01-0222.a2"	"WheelingWWTP-01"	"SARS-CoV-2"	12706008.9634215	254.12017926843	28
"A01-0846.a3"	"StarCityWWTP-01"	"SARS-CoV-2"	1625728.78277567	33.6394798621021	14
"H01-0725.a3"	"MoundsvilleWWTP-01"	"Human"	112515.044500848	9.376253708404	40
"G01-0316.a3"	"KeyserWWTP-01"	"Human"	4926.4839904	0.60314446503428	8
"A0246.a1"	"StarCityWWTP-01"	"SARS-CoV-2"	9482.73595575	0.196216188457002	46
"T01-0083.a3"	"PointPleasantWWTP-01"	"Human"	14432.7099770602	2.61699183627564	51
