assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
H01-0994.a1	H01-0994.e1	H01-0994	AB107	G02	5	unknown	sample			sample			3539		0	
H01-0994.a2	H01-0994.e1	H01-0994	AB107	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	3539	0	0	
H01-0994.a3	H01-0994.e1	H01-0994	AB107	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	3539	0	6.05684471130371	
H01-0994.a4	H01-0994.e1	H01-0994	AB107	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	3539	0	0	
H01-0994.a5	H01-0994.e1	H01-0994	AB107	G02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	3539	0	0	
H01-0994.a6	H01-0994.e1	H01-0994	AB107	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	3539	0	1.06673777103424	
C01-0956.a1	C01-0956.e1	C01-0956	AB107	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19624	0	0.70527708530426	
C01-0956.a2	C01-0956.e1	C01-0956	AB107	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19624	0	8.87679004669189	
C01-0956.a3	C01-0956.e1	C01-0956	AB107	G01	5	unknown	sample			sample			19624		0	
C01-0956.a4	C01-0956.e1	C01-0956	AB107	G01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19624	0	0	
C01-0956.a5	C01-0956.e1	C01-0956	AB107	G01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19624	0	0.0640997588634491	
C01-0956.a6	C01-0956.e1	C01-0956	AB107	G01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19624	0	0	
J01-0546.a1	J01-0546.e1	J01-0546	AB107	F03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21851	0	9.76636981964111	
J01-0546.a2	J01-0546.e1	J01-0546	AB107	F03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21851	0	0.575785756111145	
J01-0546.a3	J01-0546.e1	J01-0546	AB107	F03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21851	0	0	
J01-0546.a4	J01-0546.e1	J01-0546	AB107	F03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21851	0	0	
J01-0546.a5	J01-0546.e1	J01-0546	AB107	F03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21851	0	0.0575667209923267	
J01-0546.a6	J01-0546.e1	J01-0546	AB107	F03	5	unknown	sample			sample			21851		0	
A01-1323.a1	A01-1323.e1	A01-1323	AB107	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21363	0	6.49357461929321	
A01-1323.a2	A01-1323.e1	A01-1323	AB107	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21363	0	2.18046283721924	
A01-1323.a3	A01-1323.e1	A01-1323	AB107	D01	5	unknown	sample			sample			21363		0	
A01-1323.a4	A01-1323.e1	A01-1323	AB107	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21363	0	0	
A01-1323.a5	A01-1323.e1	A01-1323	AB107	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21363	0	0	
A01-1323.a6	A01-1323.e1	A01-1323	AB107	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21363	0	0	
F01-0143.a1	F01-0143.e1	F01-0143	AB107	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19579	0	13.0449905395508	
F01-0143.a2	F01-0143.e1	F01-0143	AB107	D02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19579	0	1.15694999694824	
F01-0143.a3	F01-0143.e1	F01-0143	AB107	D02	5	unknown	sample			sample			19579		0	
F01-0143.a4	F01-0143.e1	F01-0143	AB107	D02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19579	0	0	
F01-0143.a5	F01-0143.e1	F01-0143	AB107	D02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19579	0	0	
F01-0143.a6	F01-0143.e1	F01-0143	AB107	D02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19579	0	0	
Q01-0625.a1	Q01-0625.e1	Q01-0625	AB107	G03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21628	0	0	
Q01-0625.a2	Q01-0625.e1	Q01-0625	AB107	G03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21628	0	0.0581602863967419	
Q01-0625.a3	Q01-0625.e1	Q01-0625	AB107	G03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21628	0	0	
Q01-0625.a4	Q01-0625.e1	Q01-0625	AB107	G03	5	unknown	sample			sample			21628		0	
Q01-0625.a5	Q01-0625.e1	Q01-0625	AB107	G03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21628	0	1.57127237319946	
Q01-0625.a6	Q01-0625.e1	Q01-0625	AB107	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21628	0	13.7421455383301	
A01-1325.a1	A01-1325.e1	A01-1325	AB107	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21055	0	5.56828498840332	
A01-1325.a2	A01-1325.e1	A01-1325	AB107	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21055	0	5.80833530426025	
A01-1325.a3	A01-1325.e1	A01-1325	AB107	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21055	0	0	
A01-1325.a4	A01-1325.e1	A01-1325	AB107	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21055	0	0	
A01-1325.a5	A01-1325.e1	A01-1325	AB107	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21055	0	0	
A01-1325.a6	A01-1325.e1	A01-1325	AB107	F01	5	unknown	sample			sample			21055		0	
M03-0527.a1	M03-0527.e1	M03-0527	AB107	F02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20978	0	0	
M03-0527.a2	M03-0527.e1	M03-0527	AB107	F02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20978	0	0	
M03-0527.a3	M03-0527.e1	M03-0527	AB107	F02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20978	0	0	
M03-0527.a4	M03-0527.e1	M03-0527	AB107	F02	5	unknown	sample			sample			20978		0	
M03-0527.a5	M03-0527.e1	M03-0527	AB107	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20978	0	7.939857006073	
M03-0527.a6	M03-0527.e1	M03-0527	AB107	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20978	0	0	
K01-0538.a1	K01-0538.e1	K01-0538	AB107	D03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21796	0	7.06047916412354	
K01-0538.a2	K01-0538.e1	K01-0538	AB107	D03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21796	0	2.19491910934448	
K01-0538.a3	K01-0538.e1	K01-0538	AB107	D03	5	unknown	sample			sample			21796		0	
K01-0538.a4	K01-0538.e1	K01-0538	AB107	D03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21796	0	0	
K01-0538.a5	K01-0538.e1	K01-0538	AB107	D03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21796	0	0	
K01-0538.a6	K01-0538.e1	K01-0538	AB107	D03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21796	0	0	
C01-0958.a1	C01-0958.e1	C01-0958	AB107	A02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21400	0	0	
C01-0958.a2	C01-0958.e1	C01-0958	AB107	A02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21400	0	0	
C01-0958.a3	C01-0958.e1	C01-0958	AB107	A02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21400	0	0	
C01-0958.a4	C01-0958.e1	C01-0958	AB107	A02	5	unknown	sample			sample			21400		0	
C01-0958.a5	C01-0958.e1	C01-0958	AB107	A02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21400	0	12.8200616836548	
C01-0958.a6	C01-0958.e1	C01-0958	AB107	A02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21400	0	1.29379391670227	
T01-0413.a1	T01-0413.e1	T01-0413	AB107	B03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	22257	0	0	
T01-0413.a2	T01-0413.e1	T01-0413	AB107	B03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	22257	0	0	
T01-0413.a3	T01-0413.e1	T01-0413	AB107	B03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	22257	0	0	
T01-0413.a4	T01-0413.e1	T01-0413	AB107	B03	5	unknown	sample			sample			22257		0	
T01-0413.a5	T01-0413.e1	T01-0413	AB107	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	22257	0	5.72103834152222	
T01-0413.a6	T01-0413.e1	T01-0413	AB107	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	22257	0	1.5834254026413	
A01-1320.a1	A01-1320.e1	A01-1320	AB107	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20604	0	0	
A01-1320.a2	A01-1320.e1	A01-1320	AB107	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20604	0	0	
A01-1320.a3	A01-1320.e1	A01-1320	AB107	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20604	0	0.0610508695244789	
A01-1320.a4	A01-1320.e1	A01-1320	AB107	A01	5	unknown	sample			sample			20604		0	
A01-1320.a5	A01-1320.e1	A01-1320	AB107	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20604	0	2.44434905052185	
A01-1320.a6	A01-1320.e1	A01-1320	AB107	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20604	0	7.96156358718872	
AB107.FA1	NA	NA	AB107	C04	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	18969	0	0	
AB107.CZ2	NA	NA	AB107	C04	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	18969	0	0	
AB107.CY3	NA	NA	AB107	C04	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	18969	0	0	
AB107.RO4	NA	NA	AB107	C04	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	18969	0	0	
AB107.HE5	NA	NA	AB107	C04	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	18969	0	0	
