extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
T01-0379.e1	T01-0379.c1	EB92	C03	H3	
A01-1068.e1	A01-1068.c1	EB92	A04	F4	
M04-0378.e1	M04-0378.c1	EB92	D03	I3	
K01-0504.e1	K01-0504.c1	EB92	C06	H6	
A01-1066.e1	A01-1066.c1	EB92	A02	F2	
P01-0153.e1	P01-0153.c1	EB92	C01	H1	
Q01-0582.e1	Q01-0582.c1	EB92	B08	G8	
A04-0566.e1	A04-0566.c1	EB92	D01	I1	
L01-0557.e1	L01-0557.c1	EB92	D02	I2	
G01-0602.e1	G01-0602.c1	EB92	C02	H2	
O01-0534.e1	O01-0534.c1	EB92	B07	G7	
A01-1065.e1	A01-1065.c1	EB92	A01	NAB 140 F1	
R02-0506.e1	R02-0506.c1	EB92	C04	H4	
C01-0779.e1	C01-0779.c1	EB92	B05	G5	
A02-1354.e1	A02-1354.c1	EB92	A06	F6	
A01-1067.e1	A01-1067.c1	EB92	A03	F3	
D01-0552.e1	D01-0552.c1	EB92	D04	I4	
A02-1356.e1	A02-1356.c1	EB92	A08	F8	
N02-0532.e1	N02-0532.c1	EB92	C07	H7	
C01-0776.e1	C01-0776.c1	EB92	B02	G2	
M03-0477.e1	M03-0477.c1	EB92	C05	H5	
C01-0778.e1	C01-0778.c1	EB92	B04	G4	
C01-0780.e1	C01-0780.c1	EB92	B06	G6	
A01-1069.e1	A01-1069.c1	EB92	A05	F5	
C01-0777.e1	C01-0777.c1	EB92	B03	G3	
A02-1357.e1	A02-1357.c1	EB92	B01	G1	
H01-0951.e1	H01-0951.c1	EB92	C08	H8	
A02-1355.e1	A02-1355.c1	EB92	A07	F7	
