extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
C01-0963.e1	C01-0963.c1	EB173	B01	B1	
A01-1327.e1	A01-1327.c1	EB173	A02	A2	
O01-0557.e1	O01-0557.c1	EB173	C02	C2	
C01-0965.e1	C01-0965.c1	EB173	B03	B3	
J01-0547.e1	J01-0547.c1	EB173	B06	B6	
A01-1328.e1	A01-1328.c1	EB173	A03	A3	
O01-0555.e1	O01-0555.c1	EB173	C03	C3	
D01-0614.e1	D01-0614.c1	EB173	C06	C6	
A01-1331.e1	A01-1331.c1	EB173	A06	A6	
A01-1326.e1	A01-1326.c1	EB173	A01	NAB 155 A1	
C01-0964.e1	C01-0964.c1	EB173	B02	B2	
Q01-0626.e1	Q01-0626.c1	EB173	C01	C1	
U01-0160.e1	U01-0160.c1	EB173	C07	C7	
C01-0961.e1	C01-0961.c1	EB173	A07	A7	
G01-0646.e1	G01-0646.c1	EB173	B04	B4	
M04-0421.e1	M04-0421.c1	EB173	D03	D3	
R02-0555.e1	R02-0555.c1	EB173	B05	B5	
C01-0962.e1	C01-0962.c1	EB173	A08	A8	
A04-0688.e1	A04-0688.c1	EB173	C08	C8	
M03-0520.e1	M03-0520.c1	EB173	D01	D1	
A01-1330.e1	A01-1330.c1	EB173	A05	A5	
T01-0414.e1	T01-0414.c1	EB173	B08	B8	
N02-0591.e1	N02-0591.c1	EB173	C05	C5	
K01-0459.e1	K01-0459.c1	EB173	D02	D2	
P01-0194.e1	P01-0194.c1	EB173	C04	C4	
H01-0995.e1	H01-0995.c1	EB173	B07	B7	
A01-1329.e1	A01-1329.c1	EB173	A04	A4	
