assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
P01-0121.a1	P01-0121.e1	P01-0121	AB52	E02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21739	0	0	
P01-0121.a2	P01-0121.e1	P01-0121	AB52	E02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21739	0	0	
P01-0121.a3	P01-0121.e1	P01-0121	AB52	E02	5	unknown	sample			sample			21739		0	
P01-0121.a4	P01-0121.e1	P01-0121	AB52	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21739	0	3.18644165992737	
P01-0121.a5	P01-0121.e1	P01-0121	AB52	E02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21739	0	0.926132559776306	
P01-0121.a6	P01-0121.e1	P01-0121	AB52	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21739	0	35.1457901000977	
AB52.FA1	NA	NA	AB52	H04	5	control	PCR Positive	Influenza Virus A (FluA)	M	LV-SARS_N	RNA	FAM	21300	0	24.9904632568359	
AB52.CY2	NA	NA	AB52	H04	5	control	PCR Positive	Respiratory Syncitial Virus, Human (RSV)	G	LV-SARS_N	RNA	Cy5	21300	0	35.8198204040527	
AB52.RO3	NA	NA	AB52	H04	5	control	PCR Positive	SARS-CoV-2	SC2	LV-SARS_N	RNA	ROX	21300	0	12.940221786499	
AB52.CZ4	NA	NA	AB52	H04	5	control	PCR Positive	Influenza Virus B (FluB)	NEP/NS1	LV-SARS_N	RNA	Cy5.5	21300	0	20.6006469726563	
AB52.HE5	NA	NA	AB52	H04	5	control	PCR Positive	Respiratory Syncitial Virus, Bovine (BRSV)	Other	LV-SARS_N	RNA	HEX	21300	0	75.4456481933594	
M03-0382.a1	M03-0382.e1	M03-0382	AB52	C03	5	unknown	sample			sample			21291		0	
M03-0382.a2	M03-0382.e1	M03-0382	AB52	C03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21291	0	0	
M03-0382.a3	M03-0382.e1	M03-0382	AB52	C03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21291	0	0	
