extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1205.e1	A01-1205.c1	EB135	A06	L6	
A01-1201.e1	A01-1201.c1	EB135	A02	L2	
C01-0756.e1	C01-0756.c1	EB135	A07	L7	
C01-0758.e1	C01-0758.c1	EB135	B01	NAB 148 A1	
A01-1202.e1	A01-1202.c1	EB135	A03	L3	
N03-0584.e1	N03-0584.c1	EB135	E04	D4	
V01-0019.e1	V01-0019.c1	EB135	B08	A8	
E01-0602.e1	E01-0602.c1	EB135	B05	A5	
E01-0606.e1	E01-0606.c1	EB135	D03	C3	
T01-0319.e1	T01-0319.c1	EB135	C03	B3	
E01-0601.e1	E01-0601.c1	EB135	B04	A4	
J01-0526.e1	J01-0526.c1	EB135	C07	B7	
N02-0568.e1	N02-0568.c1	EB135	D06	C6	
E01-0605.e1	E01-0605.c1	EB135	D02	C2	
V01-0029.e1	V01-0029.c1	EB135	C02	B2	
M03-0502.e1	M03-0502.c1	EB135	D07	C7	
H01-0974.e1	H01-0974.c1	EB135	C06	B6	
G01-0614.e1	G01-0614.c1	EB135	E01	D1	
A04-0624.e1	A04-0624.c1	EB135	E02	D2	
V01-0023.e1	V01-0023.c1	EB135	C01	B1	
E01-0604.e1	E01-0604.c1	EB135	D01	C1	
M04-0403.e1	M04-0403.c1	EB135	E03	D3	
K01-0474.e1	K01-0474.c1	EB135	D05	C5	
A01-1203.e1	A01-1203.c1	EB135	A04	L4	
R02-0526.e1	R02-0526.c1	EB135	C05	B5	
D01-0581.e1	D01-0581.c1	EB135	C08	B8	
L01-0637.e1	L01-0637.c1	EB135	D08	C8	
U01-0087.e1	U01-0087.c1	EB135	C04	B4	
A01-1204.e1	A01-1204.c1	EB135	A05	L5	
Q01-0605.e1	Q01-0605.c1	EB135	D04	C4	
C01-0760.e1	C01-0760.c1	EB135	B03	A3	
C01-0757.e1	C01-0757.c1	EB135	A08	L8	
E01-0603.e1	E01-0603.c1	EB135	B06	A6	
C01-0759.e1	C01-0759.c1	EB135	B02	A2	
A01-1200.e1	A01-1200.c1	EB135	A01	NAB 147 L1	
V01-0015.e1	V01-0015.c1	EB135	B07	A7	
