assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
A01-1177.a1	A01-1177.e1	A01-1177	AB78	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20668	0	0.0608618184924126	
A01-1177.a2	A01-1177.e1	A01-1177	AB78	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20668	0	2.13191771507263	
A01-1177.a3	A01-1177.e1	A01-1177	AB78	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20668	0	1.46149694919586	
A01-1177.a4	A01-1177.e1	A01-1177	AB78	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20668	0	0.547862410545349	
A01-1177.a5	A01-1177.e1	A01-1177	AB78	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20668	0	29.4329280853271	
A01-1180.a1	A01-1180.e1	A01-1180	AB78	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20154	0	0.124831207096577	
A01-1180.a2	A01-1180.e1	A01-1180	AB78	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20154	0	3.43738007545471	
A01-1180.a3	A01-1180.e1	A01-1180	AB78	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20154	0	1.43630731105804	
A01-1180.a4	A01-1180.e1	A01-1180	AB78	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20154	0	2.24885940551758	
A01-1180.a5	A01-1180.e1	A01-1180	AB78	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20154	0	3.31221961975098	
H01-0970.a1	H01-0970.e1	H01-0970	AB78	C03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21289	0	1.95131933689117	
H01-0970.a2	H01-0970.e1	H01-0970	AB78	C03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21289	0	0.7092205286026	
H01-0970.a3	H01-0970.e1	H01-0970	AB78	C03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21289	0	1.24139833450317	
H01-0970.a4	H01-0970.e1	H01-0970	AB78	C03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21289	0	2.54322624206543	
