assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
D01-1017.a1	D01-1017.e1	D01-1017	AB145	G03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	12181	0	0.309830844402313	
D01-1017.a2	D01-1017.e1	D01-1017	AB145	G03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	12181	0	0	
D01-1017.a3	D01-1017.e1	D01-1017	AB145	G03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	12181	0	0.309830844402313	
D01-1017.a4	D01-1017.e1	D01-1017	AB145	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	12181	0	1.86013078689575	
D01-1017.a5	D01-1017.e1	D01-1017	AB145	G03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	12181	0	0	
M04-1006.a1	M04-1006.e1	M04-1006	AB145	F03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19849	0	0	
M04-1006.a2	M04-1006.e1	M04-1006	AB145	F03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19849	0	10.9474048614502	
M04-1006.a3	M04-1006.e1	M04-1006	AB145	F03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19849	0	0	
M04-1006.a4	M04-1006.e1	M04-1006	AB145	F03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19849	0	0	
M04-1006.a5	M04-1006.e1	M04-1006	AB145	F03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19849	0	0	
P01-1015.a1	P01-1015.e1	P01-1015	AB145	D03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20922	0	0	
P01-1015.a2	P01-1015.e1	P01-1015	AB145	D03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20922	0	0	
P01-1015.a3	P01-1015.e1	P01-1015	AB145	D03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20922	0	0	
P01-1015.a4	P01-1015.e1	P01-1015	AB145	D03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20922	0	0	
P01-1015.a5	P01-1015.e1	P01-1015	AB145	D03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20922	0	0	
C01-1210.a1	C01-1210.e1	C01-1210	AB145	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20544	0	0.428666830062866	
C01-1210.a2	C01-1210.e1	C01-1210	AB145	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20544	0	7.18411636352539	
C01-1210.a3	C01-1210.e1	C01-1210	AB145	F01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20544	0	0	
C01-1210.a4	C01-1210.e1	C01-1210	AB145	F01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20544	0	0	
C01-1210.a5	C01-1210.e1	C01-1210	AB145	F01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20544	0	0	
R02-1021.a1	R02-1021.e1	R02-1021	AB145	H02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20688	0	0	
R02-1021.a2	R02-1021.e1	R02-1021	AB145	H02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20688	0	0	
R02-1021.a3	R02-1021.e1	R02-1021	AB145	H02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20688	0	0.121608898043633	
R02-1021.a4	R02-1021.e1	R02-1021	AB145	H02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20688	0	0	
R02-1021.a5	R02-1021.e1	R02-1021	AB145	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20688	0	6.33930397033691	
C01-1211.a1	C01-1211.e1	C01-1211	AB145	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21093	0	0.0596354901790619	
C01-1211.a2	C01-1211.e1	C01-1211	AB145	G01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21093	0	0	
C01-1211.a3	C01-1211.e1	C01-1211	AB145	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21093	0	6.81672239303589	
C01-1211.a4	C01-1211.e1	C01-1211	AB145	G01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21093	0	0.119273811578751	
C01-1211.a5	C01-1211.e1	C01-1211	AB145	G01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21093	0	0.178914949297905	
A01-1541.a1	A01-1541.e1	A01-1541	AB145	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20300	0	0.309856295585632	
A01-1541.a2	A01-1541.e1	A01-1541	AB145	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20300	0	6.95914125442505	
A01-1541.a3	A01-1541.e1	A01-1541	AB145	D01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20300	0	0	
A01-1541.a4	A01-1541.e1	A01-1541	AB145	D01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20300	0	0.123933359980583	
