assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
R02-1039.a1	R02-1039.e1	R02-1039	AB176	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19493	0	22.1990909576416	
R02-1039.a2	R02-1039.e1	R02-1039	AB176	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19493	0	0.0645305439829826	
R02-1039.a3	R02-1039.e1	R02-1039	AB176	B03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19493	0	0.12906439602375	
R02-1039.a4	R02-1039.e1	R02-1039	AB176	B03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19493	0	0	
R02-1039.a5	R02-1039.e1	R02-1039	AB176	B03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19493	0	0	
N02-1021.a1	N02-1021.e1	N02-1021	AB176	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	16526	0	0.152237415313721	
N02-1021.a2	N02-1021.e1	N02-1021	AB176	F02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	16526	0	0.0761164054274559	
N02-1021.a3	N02-1021.e1	N02-1021	AB176	F02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	16526	0	0	
N02-1021.a4	N02-1021.e1	N02-1021	AB176	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	16526	0	20.8753032684326	
N02-1021.a5	N02-1021.e1	N02-1021	AB176	F02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	16526	0	0	
C01-1348.a1	C01-1348.e1	C01-1348	AB176	E01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	17444	0	0	
C01-1348.a2	C01-1348.e1	C01-1348	AB176	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	17444	0	0	
C01-1348.a3	C01-1348.e1	C01-1348	AB176	E01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	17444	0	0	
C01-1348.a4	C01-1348.e1	C01-1348	AB176	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	17444	0	5.27496957778931	
C01-1348.a5	C01-1348.e1	C01-1348	AB176	E01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	17444	0	0	
L01-0645.a1	L01-0645.e1	L01-0645	AB176	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	18287	0	4.47895526885986	
L01-0645.a2	L01-0645.e1	L01-0645	AB176	C02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	18287	0	0	
L01-0645.a3	L01-0645.e1	L01-0645	AB176	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18287	0	0	
L01-0645.a4	L01-0645.e1	L01-0645	AB176	C02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	18287	0	0	
L01-0645.a5	L01-0645.e1	L01-0645	AB176	C02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	18287	0	0	
J01-1040.a1	J01-1040.e1	J01-1040	AB176	A02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	17880	0	1.40779161453247	
J01-1040.a2	J01-1040.e1	J01-1040	AB176	A02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	17880	0	0	
J01-1040.a3	J01-1040.e1	J01-1040	AB176	A02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	17880	0	0	
J01-1040.a4	J01-1040.e1	J01-1040	AB176	A02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	17880	0	0	
J01-1040.a5	J01-1040.e1	J01-1040	AB176	A02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	17880	0	0	
O01-1023.a1	O01-1023.e1	O01-1023	AB176	H02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	15490	0	0	
O01-1023.a2	O01-1023.e1	O01-1023	AB176	H02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	15490	0	0	
O01-1023.a3	O01-1023.e1	O01-1023	AB176	H02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	15490	0	0	
O01-1023.a4	O01-1023.e1	O01-1023	AB176	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	15490	0	8.4737720489502	
O01-1023.a5	O01-1023.e1	O01-1023	AB176	H02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	15490	0	0	
M03-1033.a1	M03-1033.e1	M03-1033	AB176	D02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	15370	0	0	
M03-1033.a2	M03-1033.e1	M03-1033	AB176	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	15370	0	19.8794021606445	
M03-1033.a3	M03-1033.e1	M03-1033	AB176	D02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	15370	0	0	
