Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A1019	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/31/2021 12:00 PM	03/31/2021 12:00 PM	9.229	04/09/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16560	11040	13800	578532.6896184	385688.4597456	482110.574682	11.9709627879987	7.98064185866578	9.97580232333223	15488.4	19595.4610793231	545619.387001092	564270.758061926	11.2899227570165	11.6758557784706	15271.2	12438.4382061744	550932.612703716	339661.562239427	11.3998636960709	7.02825612976798	15054	7190.03423849962	556245.83840634	251744.313355879	11.5098046351254	5.20907782974422
C01-0134	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/23/2022 07:00 AM	03/24/2022 07:00 AM	10.435	03/29/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2993.376665	8980.771266	5987.0739655	118240.633327811	354747.230671033	236493.931999422	2.36481266655621	7.09494461342067	4.72987863998844	7360.0876804	5047.63475150539	216711.958401649	124116.552201628	4.33423916803298	2.48233104403255	8299.2201159	4865.98600012455	250875.907669257	132379.631278105	5.01751815338514	2.6475926255621	9238.3525514	8409.7491145256	285039.856936865	258144.566804016	5.7007971387373	5.16289133608031
A02-0423	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	03/28/2022 09:00 AM	03/30/2022 09:00 AM	NA	03/30/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1265	2063	1664	NA	NA	NA	NA	NA	NA	6429.523028	19597.5135462501	NA	NA	NA	NA	4359.3609187	9949.51094220239	NA	NA	NA	NA	2289.1988094	1036.91354522588	NA	NA	NA	NA
L01-0005	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/04/2022 09:10 AM	02/05/2022 09:10 AM	0.328	02/09/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	318261.1799	361386.7968	339823.98835	395157.689385725	448703.079787698	421930.384586711	700.634201038519	795.57283650301	748.103518770765	1068638.76348	1589632.67898317	1389405.57445431	1761879.55028799	2463.4850610892	3123.89991185813	1122841.50337	1662036.30921653	1460053.99559468	1842051.59050808	2588.7482191395	3266.04891934058	1177044.24326	1735898.61225083	1530702.41673504	1924023.85608412	2714.01137718979	3411.38981575198
A0027	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/25/2020 12:00 AM	11/25/2020 11:59 PM	7.45	11/30/2020	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15891.6	15891.6	15891.6	448163.8505922	448163.8505922	448163.8505922	9.2733787988785	9.2733787988785	9.2733787988785	48469.92	62935.2398181576	1532968.31368316	2012360.1920027	31.7200859477561	41.6396331733716	41633.88	54080.9444849608	1328337.51810524	1768847.85870724	27.4858781266604	36.6008909681187	34797.84	47089.5113569284	1123706.72252733	1586683.97900304	23.2516703055646	32.8315671867869
A02-0434	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	04/04/2022 09:00 AM	04/06/2022 09:00 AM	NA	04/06/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2718	944	1831	NA	NA	NA	NA	NA	NA	1698.4	1842.42328741465	NA	NA	NA	NA	1914.495963	1190.37744906586	NA	NA	NA	NA	2130.591926	1691.00184572064	NA	NA	NA	NA
C01-0123	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	02/07/2022 07:00 AM	02/08/2022 07:00 AM	12.846	02/15/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	33743.12092	44996.8683	39369.99461	1640839.45740939	2188079.67234389	1914459.56487664	32.8167891481878	43.7615934468778	38.2891912975328	140795.145824	121856.500965944	6082993.94790541	5697769.34446311	121.659878958108	113.955386889262	141743.425162	136260.041265634	5989304.92584963	5159700.78681423	119.786098516993	103.194015736285	142691.7045	163901.14443061	5895615.90379385	5134641.33316009	117.912318075877	102.692826663202
O01-0045	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	03/07/2022 06:00 AM	03/08/2022 06:00 AM	1.82	03/09/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	57595.6019	13706.0608	35650.83135	396801.800646668	94427.168495529	245614.484571098	65.3602043562293	15.5538080210063	40.4570061886178	19390.050647	41116.3841097115	126342.218944609	286231.403648611	20.8107756456282	47.1473239414612	15286.1264448	22605.9788056956	98374.2267897736	159271.768320847	16.2039576329721	26.234849006893	11182.2022426	9754.58054963068	70406.2346349383	65536.9811382817	11.597139620316	10.7950883113625
P01-0021	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	01/26/2022 10:00 AM	01/27/2022 10:00 AM	0.213	02/02/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1120219.485	832988.981	976604.233	903224.37867205	671632.626354816	787428.502513433	312.318249886601	232.238114230573	272.278182058587	1168828.08308	1432590.1065535	1039830.79616309	1267994.16345947	359.554217207155	438.448880864269	993861.95569	1154594.8935339	889987.054041001	1005963.97432045	307.741028368258	347.843697897804	818895.8283	923041.061817224	740143.31191891	789146.129364498	255.92783952936	272.872105589384
N03-0026	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/08/2022 07:30 AM	03/09/2022 07:30 AM	0.753	03/16/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19555.99822	22816.21814	21186.10818	55742.6858301436	65035.6614529311	60389.1736415373	30.0823992607359	35.0974967366061	32.589947998671	55394.835502	42885.1482101468	128984.10518822	106927.448545448	69.6082596806366	57.7050450865881	54687.835191	45968.7256624521	128635.463115925	116534.69220072	69.4201096146387	62.8897421482571	53980.83488	50936.5532357506	128286.821043631	128708.155214025	69.2319595486407	69.4593390253778
K01-0023	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	12/30/2021 06:30 AM	12/31/2021 06:45 AM	7.712	01/05/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5620.83629	8431.537114	7026.186702	164089.534272879	246142.553680522	205116.043976701	3.41497469870716	5.12263379147809	4.26880424509263	16779.3210946	20334.2789521336	401159.4712881	449128.070664107	8.34879232649531	9.34709824483053	14642.8193166	14354.4543654198	362943.056296637	368558.555307797	7.5534455004503	7.67031332586465	12506.3175386	16274.4800028107	324726.641305174	411530.914402488	6.75809867440529	8.56463921753356
A04-0077	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	05/16/2022 08:00 AM	05/17/2022 08:00 AM	0.669	05/17/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	512710.012793539	517421.31114006	515065.6619668	1298406.98077476	1310338.0578144	1304372.51929458	649.20349038738	655.169028907201	652.186259647291	490968.086590951	391598.585127029	1169397.56826134	849844.094888448	584.698784130668	424.922047444224	494765.099149585	433199.542785578	1175858.94407996	952363.875014684	587.92947203998	476.181937507342	498562.111708219	475463.683744702	1182320.31989858	1057155.59058589	591.160159949292	528.577795292946
K01-0034	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/08/2022 06:24 AM	02/09/2022 06:23 AM	8.476	02/16/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	89046.10723	66766.84141	77906.47432	2857056.3859464	2142223.13084614	2499639.75839627	59.4600704671468	44.5832077179217	52.0216390925342	366731.613626	379149.675527287	8591555.26096259	6695861.53624606	178.804479936787	139.351957049866	364267.911494	407973.631558959	8394482.05790821	7268033.68559893	174.703060518381	151.259806151903	361804.209362	439931.298410453	8197408.85485384	8057464.74100649	170.601641099976	167.689172549563
D01-0037	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/18/2022 07:20 AM	04/19/2022 07:20 AM	1.21	04/20/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	216518.8149	176223.5239	196371.1694	991731.109403837	807164.730423622	899447.919913729	58.3371240825786	47.480278260213	52.9087011713958	90446.678952	146586.726377411	417393.949640028	667089.974966515	24.5525852729428	39.2405867627362	79530.037577	129882.598667915	367174.635118531	591136.613470491	21.5985079481489	34.7727419688524	68613.396202	116761.35528465	316955.320597033	532166.483623047	18.6444306233549	31.3039108013557
E01-0094	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	04/13/2022 09:00 AM	04/14/2022 09:00 AM	2.303	04/21/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16400.61133	5466.157682	10933.384506	142977.236824203	47652.8652311982	95315.0510277007	3.97158991178342	1.32369070086662	2.64764030632502	36728.417022	53688.0549821976	384149.762664807	540708.248350644	10.6708267406891	15.0196735652957	32848.1925562	53544.6992589741	332159.109734493	491600.14678805	9.22664193706925	13.6555596330014	28967.9680904	55847.8885326277	280168.456804178	497584.621389579	7.78245713344939	13.8217950385994
A03-0274	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	03/21/2022 06:00 AM	03/21/2022 02:00 PM	NA	03/22/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7591.336118	15184.04609	11387.691104	NA	NA	NA	NA	NA	NA	24238.2613036	87358.2909831278	NA	NA	NA	NA	25047.2932926	86731.7192057272	NA	NA	NA	NA	25856.3252816	86237.5841996835	NA	NA	NA	NA
S01-0031	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	04/20/2022 06:00 AM	04/21/2022 06:00 AM	0.765	04/27/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	99540.48514	83807.84512	91674.16513	288253.184108163	242693.99707171	265473.590589936	44.5660457804828	37.5222629980999	41.0441543892913	52135.1456522	99389.9163038585	143266.779186586	271745.47611288	22.1500895464728	42.0138336600001	50920.2210782	102787.869796962	139612.444757427	278016.571460665	21.5851027763492	42.9833907638629	49705.2965042	107810.030935442	135958.110328268	288911.409498637	21.0201160062257	44.6678122292264
A03-0321	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	04/27/2022 06:00 AM	04/27/2022 02:00 PM	NA	04/28/2022	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2047	1712	1879.5	NA	NA	NA	NA	NA	NA	3123.835925	4774.66318245651	NA	NA	NA	NA	2494.6999421	2585.67474181262	NA	NA	NA	NA	1865.5639592	1236.66867034961	NA	NA	NA	NA
P01-0068	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	05/12/2022 10:00 AM	05/13/2022 10:00 AM	0.242	05/19/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9139.06764239072	15994.6769289672	12566.872285679	8372.01856669211	14652.231218471	11512.1248925815	2.89488885431954	5.06646999255566	3.9806794234376	60114.5585684781	138041.983145367	50077.8638509207	115093.525031304	17.3159971821994	39.7972078254855	54239.2857451358	118087.671082049	45379.4076355635	98570.9080932657	15.6913581035835	34.0839931166202	48364.0129217934	99650.4538249197	40680.9514202064	83370.3174442039	14.0667190249676	28.8279105961977
M04-0018	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	03/10/2022 01:00 PM	03/11/2022 10:20 AM	0.103	03/17/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2801	1135	1968	1092.10214123	442.53335605	767.31774864	1.79033137906557	0.725464518114754	1.25789794859016	9577.4203776	24029.4528966777	3924.33777937068	10029.6019153197	6.43334062191915	16.4419703529831	9741.0020958	23279.9996368873	3987.24477274317	9690.60831544564	6.53646684056257	15.8862431400748	9904.583814	22820.8279778621	4050.15176611565	9460.284059314	6.63959305920598	15.508662392318
N02-0027	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	01/30/2022 07:00 AM	01/31/2022 07:00 AM	6.998	02/01/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	299865.3013	337499.7997	318682.5505	7943521.54513784	8940470.66724307	8441996.10619046	299.778154771599	337.401715874522	318.589935323061	236265.5306	175593.713176391	7774783.5760296	4561211.0507412	293.410203639128	172.134162983667	239664.37897	189416.116677308	7837696.69448134	4747640.19007149	295.784462770071	179.169755833327	243063.22734	204586.17027678	7900609.81293308	5024176.51872371	298.158721901014	189.605876621772
C01-0006	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/20/2021 07:00 AM	09/21/2021 07:00 AM	7.859	09/24/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	36455.55288	75400.16472	55927.8588	1084535.82618557	2243120.00446977	1663827.91532767	21.6907165237114	44.8624000893953	33.2765583065534	125673.163926	287661.217217003	1002233.26154441	3704569.23493665	20.0446652308883	74.0913846987331	119004.076421	259654.36599452	1215173.33264225	20194655.7968934	24.303466652845	403.893115937868	112334.988916	233484.057852449	1428113.40374008	36684742.3588501	28.5622680748017	733.694847177003
