assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
C01-1268.a1	C01-1268.e1	C01-1268	AB142	D02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19198	0	0.262109100818634	
C01-1268.a2	C01-1268.e1	C01-1268	AB142	D02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19198	0	0	
C01-1268.a3	C01-1268.e1	C01-1268	AB142	D02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19198	0	0	
C01-1268.a4	C01-1268.e1	C01-1268	AB142	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19198	0	16.0230922698975	
C01-1268.a5	C01-1268.e1	C01-1268	AB142	D02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19198	0	0.13104772567749	
U01-0170.a1	U01-0170.e1	U01-0170	AB142	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18563	0	0	
U01-0170.a2	U01-0170.e1	U01-0170	AB142	G02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	18563	0	0.135530829429626	
U01-0170.a3	U01-0170.e1	U01-0170	AB142	G02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	18563	0	0	
U01-0170.a4	U01-0170.e1	U01-0170	AB142	G02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	18563	0	0	
U01-0170.a5	U01-0170.e1	U01-0170	AB142	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	18563	0	5.63683748245239	
G01-1005.a1	G01-1005.e1	G01-1005	AB142	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	18895	0	12.9815578460693	
G01-1005.a2	G01-1005.e1	G01-1005	AB142	E02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	18895	0	0.865722596645355	
G01-1005.a3	G01-1005.e1	G01-1005	AB142	E02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	18895	0	0.399490267038345	
G01-1005.a4	G01-1005.e1	G01-1005	AB142	E02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	18895	0	0	
G01-1005.a5	G01-1005.e1	G01-1005	AB142	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18895	0	0.998963594436646	
C01-1267.a1	C01-1267.e1	C01-1267	AB142	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18755	0	0.0670698508620262	
C01-1267.a2	C01-1267.e1	C01-1267	AB142	C02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	18755	0	0.1341432929039	
C01-1267.a3	C01-1267.e1	C01-1267	AB142	C02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	18755	0	0	
C01-1267.a4	C01-1267.e1	C01-1267	AB142	C02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	18755	0	0.0670698508620262	
C01-1267.a5	C01-1267.e1	C01-1267	AB142	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	18755	0	11.8597145080566	
A01-1524.a1	A01-1524.e1	A01-1524	AB142	F01	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	20190	0	0.186917528510094	
A01-1524.a2	A01-1524.e1	A01-1524	AB142	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	20190	0	6.37083101272583	
A01-1524.a3	A01-1524.e1	A01-1524	AB142	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20190	0	0.498508512973785	
A01-1524.a4	A01-1524.e1	A01-1524	AB142	F01	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	20190	0	0.186917528510094	
A01-1524.a5	A01-1524.e1	A01-1524	AB142	F01	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	20190	0	0	
W01-1005.a1	W01-1005.e1	W01-1005	AB142	H02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19263	0	0	
W01-1005.a2	W01-1005.e1	W01-1005	AB142	H02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19263	0	0.0653010532259941	
W01-1005.a3	W01-1005.e1	W01-1005	AB142	H02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19263	0	0	
W01-1005.a4	W01-1005.e1	W01-1005	AB142	H02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19263	0	0	
W01-1005.a5	W01-1005.e1	W01-1005	AB142	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19263	0	12.9961805343628	
C01-1265.a1	C01-1265.e1	C01-1265	AB142	A02	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19969	0	0.188986346125603	
C01-1265.a2	C01-1265.e1	C01-1265	AB142	A02	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19969	0	0	
C01-1265.a3	C01-1265.e1	C01-1265	AB142	A02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19969	0	0.314993023872375	
C01-1265.a4	C01-1265.e1	C01-1265	AB142	A02	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19969	0	11.5804452896118	
C01-1265.a5	C01-1265.e1	C01-1265	AB142	A02	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19969	0	0.125987738370895	
M04-1003.a1	M04-1003.e1	M04-1003	AB142	B04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19108	0	0	
M04-1003.a2	M04-1003.e1	M04-1003	AB142	B04	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19108	0	0.0658307820558548	
M04-1003.a3	M04-1003.e1	M04-1003	AB142	B04	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19108	0	0	
M04-1003.a4	M04-1003.e1	M04-1003	AB142	B04	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19108	0	0	
M04-1003.a5	M04-1003.e1	M04-1003	AB142	B04	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19108	0	5.47571277618408	
L01-1010.a1	L01-1010.e1	L01-1010	AB142	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19280	0	0	
