assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
E01-0546.a1	E01-0546.e1	E01-0546	AB46	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21767	0	134.218765258789	
E01-0546.a2	E01-0546.e1	E01-0546	AB46	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21767	0	7.65117931365967	
E01-0546.a3	E01-0546.e1	E01-0546	AB46	G02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21767	0	0	
E01-0546.a4	E01-0546.e1	E01-0546	AB46	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21767	0	0	
E01-0546.a5	E01-0546.e1	E01-0546	AB46	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21767	0	1.61909294128418	
C01-0697.a1	C01-0697.e1	C01-0697	AB46	H01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	17706	0	0	
C01-0697.a2	C01-0697.e1	C01-0697	AB46	H01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	17706	0	2.20421814918518	
C01-0697.a3	C01-0697.e1	C01-0697	AB46	H01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	17706	0	0.213142707943916	
C01-0697.a4	C01-0697.e1	C01-0697	AB46	H01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	17706	0	0.142091125249863	
C01-0697.a5	C01-0697.e1	C01-0697	AB46	H01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	17706	0	0	
A01-0952.a1	A01-0952.e1	A01-0952	AB46	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21212	0	0.830467522144318	
A01-0952.a2	A01-0952.e1	A01-0952	AB46	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21212	0	0	
A01-0952.a3	A01-0952.e1	A01-0952	AB46	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21212	0	0	
A01-0952.a4	A01-0952.e1	A01-0952	AB46	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21212	0	17.3154983520508	
A01-0952.a5	A01-0952.e1	A01-0952	AB46	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21212	0	85.0607452392578	
Q01-0519.a1	Q01-0519.e1	Q01-0519	AB46	A04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19840	0	0.507304549217224	
Q01-0519.a2	Q01-0519.e1	Q01-0519	AB46	A04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19840	0	0	
Q01-0519.a3	Q01-0519.e1	Q01-0519	AB46	A04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19840	0	0	
Q01-0519.a4	Q01-0519.e1	Q01-0519	AB46	A04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19840	0	4.8913197517395	
Q01-0519.a5	Q01-0519.e1	Q01-0519	AB46	A04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19840	0	77.7362747192383	
AB46.FA1	NA	NA	AB46	G07	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	21681	0	0	
AB46.HE2	NA	NA	AB46	G07	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	21681	0	0	
AB46.RO3	NA	NA	AB46	G07	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	21681	0	0	
AB46.CZ4	NA	NA	AB46	G07	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	21681	0	4.99936389923096	
AB46.CY5	NA	NA	AB46	G07	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	21681	0	0	
C01-0700.a1	C01-0700.e1	C01-0700	AB46	C02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21048	0	0	
C01-0700.a2	C01-0700.e1	C01-0700	AB46	C02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21048	0	1.25561940670013	
C01-0700.a3	C01-0700.e1	C01-0700	AB46	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21048	0	52.7860069274902	
C01-0700.a4	C01-0700.e1	C01-0700	AB46	C02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21048	0	1.73428058624268	
C01-0700.a5	C01-0700.e1	C01-0700	AB46	C02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21048	0	0	
AB46.HE6	NA	NA	AB46	E07	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	21517	0	0	
AB46.RO7	NA	NA	AB46	E07	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	21517	0	0	
AB46.FA8	NA	NA	AB46	E07	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	21517	0	0	
AB46.CY9	NA	NA	AB46	E07	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	21517	0	0	
AB46.CZ10	NA	NA	AB46	E07	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	21517	0	2.92634987831116	
L01-0556.a1	L01-0556.e1	L01-0556	AB46	B03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20025	0	1.38267993927002	
L01-0556.a2	L01-0556.e1	L01-0556	AB46	B03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20025	0	0.0628161355853081	
L01-0556.a3	L01-0556.e1	L01-0556	AB46	B03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20025	0	0	
L01-0556.a4	L01-0556.e1	L01-0556	AB46	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20025	0	95.2921676635742	
L01-0556.a5	L01-0556.e1	L01-0556	AB46	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20025	0	25.1238098144531	
A01-0954.a1	A01-0954.e1	A01-0954	AB46	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	17463	0	0.0720321610569954	
A01-0954.a2	A01-0954.e1	A01-0954	AB46	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	17463	0	0	
A01-0954.a3	A01-0954.e1	A01-0954	AB46	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	17463	0	1.36931693553925	
A01-0954.a4	A01-0954.e1	A01-0954	AB46	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	17463	0	1.65778422355652	
A01-0954.a5	A01-0954.e1	A01-0954	AB46	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	17463	0	0	
E01-0544.a1	E01-0544.e1	E01-0544	AB46	E02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21048	0	0	
E01-0544.a2	E01-0544.e1	E01-0544	AB46	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21048	0	3.05153870582581	
