assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
R02-0505.a1	R02-0505.e1	R02-0505	AB59	E03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20325	0	1.73404216766357	
R02-0505.a2	R02-0505.e1	R02-0505	AB59	E03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20325	0	1.2383576631546	
R02-0505.a3	R02-0505.e1	R02-0505	AB59	E03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20325	0	0	
R02-0505.a4	R02-0505.e1	R02-0505	AB59	E03	5	unknown	sample			sample			20325		0	
R02-0505.a5	R02-0505.e1	R02-0505	AB59	E03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20325	0	39.2868156433105	
R02-0505.a6	R02-0505.e1	R02-0505	AB59	E03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20325	0	0.12378091365099	
A01-1080.a1	A01-1080.e1	A01-1080	AB59	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20325	0	73.5257034301758	
A01-1080.a2	A01-1080.e1	A01-1080	AB59	F01	5	unknown	sample			sample			20325		0	
A01-1080.a3	A01-1080.e1	A01-1080	AB59	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20325	0	0.928653836250305	
A01-1080.a4	A01-1080.e1	A01-1080	AB59	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20325	0	0	
A01-1080.a5	A01-1080.e1	A01-1080	AB59	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20325	0	0.12378091365099	
A01-1080.a6	A01-1080.e1	A01-1080	AB59	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20325	0	5.27146005630493	
N03-0555.a1	N03-0555.e1	N03-0555	AB59	F03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20928	0	1.38315784931183	
N03-0555.a2	N03-0555.e1	N03-0555	AB59	F03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20928	0	0	
N03-0555.a3	N03-0555.e1	N03-0555	AB59	F03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20928	0	0	
N03-0555.a4	N03-0555.e1	N03-0555	AB59	F03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20928	0	2.34625244140625	
N03-0555.a5	N03-0555.e1	N03-0555	AB59	F03	5	unknown	sample			sample			20928		0	
N03-0555.a6	N03-0555.e1	N03-0555	AB59	F03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20928	0	62.2190284729004	
A01-1079.a1	A01-1079.e1	A01-1079	AB59	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20749	0	3.39946413040161	
A01-1079.a2	A01-1079.e1	A01-1079	AB59	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20749	0	0.0606242194771767	
A01-1079.a3	A01-1079.e1	A01-1079	AB59	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20749	0	0	
A01-1079.a4	A01-1079.e1	A01-1079	AB59	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20749	0	0.849005043506622	
A01-1079.a5	A01-1079.e1	A01-1079	AB59	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20749	0	60.0322227478027	
A01-1079.a6	A01-1079.e1	A01-1079	AB59	E01	5	unknown	sample			sample			20749		0	
AB59.HE1	NA	NA	AB59	H04	5	control	PCR Positive	Respiratory Syncitial Virus, Bovine (BRSV)	Other	BRSV	RNA	HEX	21099	0	22.3754043579102	
AB59.CZ2	NA	NA	AB59	H04	5	control	PCR Positive	Influenza Virus B (FluB)	NEP/NS1	GBlock	RNA	Cy5.5	21099	0	10.4765033721924	
AB59.CY3	NA	NA	AB59	H04	5	control	PCR Positive	Respiratory Syncitial Virus, Human (RSV)	G	GBlock	RNA	Cy5	21099	0	10.1158599853516	
AB59.FA4	NA	NA	AB59	H04	5	control	PCR Positive	Influenza Virus A (FluA)	M	LV-SARS_N	RNA	FAM	21099	0	10.8372497558594	
AB59.RO5	NA	NA	AB59	H04	5	control	PCR Positive	SARS-CoV-2	SC2	GBlock	RNA	ROX	21099	0	8.25418567657471	
A01-1077.a1	A01-1077.e1	A01-1077	AB59	C01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21111	0	3.81911897659302	
A01-1077.a2	A01-1077.e1	A01-1077	AB59	C01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21111	0	2.02746295928955	
A01-1077.a3	A01-1077.e1	A01-1077	AB59	C01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21111	0	0.834441959857941	
A01-1077.a4	A01-1077.e1	A01-1077	AB59	C01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21111	0	0	
A01-1077.a5	A01-1077.e1	A01-1077	AB59	C01	5	unknown	sample			sample			21111		0	
A01-1077.a6	A01-1077.e1	A01-1077	AB59	C01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21111	0	43.8336334228516	
A01-1076.a1	A01-1076.e1	A01-1076	AB59	B01	5	unknown	sample			sample			21628		0	
A01-1076.a2	A01-1076.e1	A01-1076	AB59	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21628	0	50.0090560913086	
A01-1076.a3	A01-1076.e1	A01-1076	AB59	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21628	0	0.407178491353989	
A01-1076.a4	A01-1076.e1	A01-1076	AB59	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21628	0	0.0581602863967419	
A01-1076.a5	A01-1076.e1	A01-1076	AB59	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21628	0	0	
A01-1076.a6	A01-1076.e1	A01-1076	AB59	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21628	0	4.01938199996948	
D01-0562.a1	D01-0562.e1	D01-0562	AB59	A04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20474	0	105.355415344238	
D01-0562.a2	D01-0562.e1	D01-0562	AB59	A04	5	unknown	sample			sample			20474		0	
D01-0562.a3	D01-0562.e1	D01-0562	AB59	A04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20474	0	0.0614385232329369	
D01-0562.a4	D01-0562.e1	D01-0562	AB59	A04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20474	0	0	
D01-0562.a5	D01-0562.e1	D01-0562	AB59	A04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20474	0	0.0614385232329369	
D01-0562.a6	D01-0562.e1	D01-0562	AB59	A04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20474	0	2.76770877838135	
T01-0380.a1	T01-0380.e1	T01-0380	AB59	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20442	0	55.349308013916	
T01-0380.a2	T01-0380.e1	T01-0380	AB59	G02	5	unknown	sample			sample			20442		0	
T01-0380.a3	T01-0380.e1	T01-0380	AB59	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20442	0	1.23126637935638	
T01-0380.a4	T01-0380.e1	T01-0380	AB59	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20442	0	0	
T01-0380.a5	T01-0380.e1	T01-0380	AB59	G02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20442	0	0.0615347027778625	
T01-0380.a6	T01-0380.e1	T01-0380	AB59	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20442	0	1.72411060333252	
O01-0533.a1	O01-0533.e1	O01-0533	AB59	D04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21515	0	0.409317404031754	
O01-0533.a2	O01-0533.e1	O01-0533	AB59	D04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21515	0	0	
O01-0533.a3	O01-0533.e1	O01-0533	AB59	D04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21515	0	0	
O01-0533.a4	O01-0533.e1	O01-0533	AB59	D04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21515	0	1.22835195064545	
O01-0533.a5	O01-0533.e1	O01-0533	AB59	D04	5	unknown	sample			sample			21515		0	
O01-0533.a6	O01-0533.e1	O01-0533	AB59	D04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21515	0	41.061882019043	
U01-0138.a1	U01-0138.e1	U01-0138	AB59	C03	5	unknown	sample			sample			20555		0	
U01-0138.a2	U01-0138.e1	U01-0138	AB59	C03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20555	0	35.8774948120117	
U01-0138.a3	U01-0138.e1	U01-0138	AB59	C03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20555	0	0	
U01-0138.a4	U01-0138.e1	U01-0138	AB59	C03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20555	0	0.550874888896942	
U01-0138.a5	U01-0138.e1	U01-0138	AB59	C03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20555	0	0	
U01-0138.a6	U01-0138.e1	U01-0138	AB59	C03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20555	0	0	
Q01-0584.a1	Q01-0584.e1	Q01-0584	AB59	B03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20959	0	0.420177578926086	
Q01-0584.a2	Q01-0584.e1	Q01-0584	AB59	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20959	0	0.54025411605835	
