Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
E02-0059	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/18/2022 08:00 AM	03/19/2022 08:00 AM	0.115	03/25/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2100	2925.267052	2512.633526	914.176515	1273.4335424008	1093.8050287004	0.382340658720201	0.532594538854371	0.457467598787286	5209.0920316	9761.4730071306	3001.19670417904	5699.77831454415	1.25520564792097	2.38384705752579	4685.1124567	6235.44521120407	2713.90399699551	3685.17575742604	1.13504976871414	1.54126966015309	4161.1328818	4793.97647510288	2426.61128981197	3078.34514672542	1.01489388950731	1.28747183049997
A02-0006	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	08/12/2021 09:45 AM	08/13/2021 09:22 AM	NA	08/13/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	24727.27346	18906.8917	21817.08258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0029	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	10/27/2021 07:00 AM	10/28/2021 07:00 AM	NA	10/29/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	40494.39162	35208.79164	37851.59163	NA	NA	NA	NA	NA	NA	26202.19168	21343.4674862632	705804.806177049	625706.282386592	14.116096123541	12.5141256477318	21459.8529543	19687.1363855088	842134.534004001	663617.620628924	16.84269068008	13.2723524125785	16717.5142286	22202.6198347663	978464.261830953	753954.31766211	19.5692852366191	15.0790863532422
O01-0053	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	04/25/2022 06:00 AM	04/26/2022 06:00 AM	1.84	04/27/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14496.4884	21746.61342	18121.55091	100970.279963809	151468.520147412	126219.400055611	16.6315730462542	24.9495174019786	20.7905452241164	5993.642147	9040.15399994525	45126.7246499713	60531.6028907824	7.43316169493845	9.97061487247281	7464.014391	11290.080317974	55974.564038222	75044.0126968051	9.2199907821153	12.3610628721471	8934.386635	13822.8980295301	66822.4034264726	92402.2290539524	11.0068198692921	15.2202650393596
H01-0011	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/08/2021 08:00 AM	10/09/2021 08:00 AM	NA	10/15/2021	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	61621.91659	17238.83137	39430.37398	NA	NA	NA	NA	NA	NA	108709.187516	266431.566851215	NA	NA	NA	NA	92745.569103	216457.113099112	NA	NA	NA	NA	76781.95069	168986.377462534	NA	NA	NA	NA
A02-0121	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	09/20/2021 09:47 AM	09/22/2021 09:47 AM	NA	09/22/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16167.85884	16167.85884	16167.85884	NA	NA	NA	NA	NA	NA	102317.32756	165668.284500986	NA	NA	NA	NA	92508.493872	174574.203306172	NA	NA	NA	NA	82699.660184	190120.231133899	NA	NA	NA	NA
E01-0075	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	03/07/2022 08:05 AM	03/08/2022 08:05 AM	4.528	03/11/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	106300.149	141793.5227	124046.83585	1822020.32173414	2430388.68976252	2126204.50574833	50.611675603726	67.5107969378477	59.0612362707869	83160.860386	96057.9819651397	1049372.66851616	1210089.58948338	29.1492407921157	33.6135997078717	80234.595546	90677.2675698208	1046066.30063561	1356929.23694123	29.057397239878	37.692478803923	77308.330706	95050.3035129655	1042759.93275505	1584931.7017467	28.9655536876403	44.0258806040749
P01-0008	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	02/15/2022 09:15 AM	02/16/2022 09:15 AM	0.23	02/17/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	414949.9691	419294.0354	417122.00225	361273.825382091	365055.961945008	363164.89366355	124.921793009022	126.229585734788	125.575689371905	150251.405446	292714.852277694	132130.386780134	266887.408999691	45.6882388589674	92.2847195711241	147044.312425	293562.240299967	144683.19498194	281677.14875335	50.0287672828286	97.3987374665803	143837.219404	295230.622579481	157236.003183747	303181.329770636	54.3692957066897	104.834484706306
H01-0158	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/15/2022 08:00 AM	03/16/2022 08:00 AM	2.7	03/18/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	27094.4735	13545.04857	20319.761035	276921.965515415	138438.618229882	207680.291872648	23.0768304596179	11.5365515191568	17.3066909893874	46562.353808	109343.808680791	497112.006540323	1154225.1924158	41.4260005450269	96.1854327013165	46117.275413	114430.997569072	493162.367292504	1208262.57074621	41.096863941042	100.688547562184	45672.197018	119899.480148724	489212.728044686	1266257.39315984	40.7677273370572	105.521449429987
A0248	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/10/2020 12:00 AM	11/10/2020 11:59 PM	9.203	11/13/2020	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	85080	109416	97248	2963942.8698084	3811739.22241368	3387841.04611104	61.3297233448187	78.8722732662986	70.1009983055587	354656.16	1226215.23755152	9384133.15030012	31973689.8660922	194.175905278516	661.597621794658	291927.36	991022.908949732	7773530.75204406	25817659.8585718	160.849419633423	534.217427962502	229198.56	757017.121965252	6162928.35378801	19710684.7293337	127.52293398833	407.852274651005
