Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
M04-0019	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	03/08/2022	03/09/2022	03/17/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.112	866	890	878	367.15448672	377.3296688	372.24207776	0.601892601180328	0.618573227540984	0.610232914360656	9751.6730906	24011.8414622733	3992.982157748	10020.6915800634	6.54587238975083	16.4273632460056	9970.2548088	23192.359400767	4073.69344851449	9658.0976309563	6.67818598117129	15.8329469359939	10188.836527	22617.9266346535	4154.40473928097	9386.97590016976	6.81049957259175	15.3884850822455
A03-0144	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	inactive	12/17/2021	12/17/2021	12/17/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	127175.0133	94072.36755	110623.690425	NA	NA	NA	NA	NA	NA	32257.264438	100415.210619472	NA	NA	NA	NA	28102.8607828	86488.2541261461	NA	NA	NA	NA	23948.4571276	72816.4434894938	NA	NA	NA	NA
D01-0130	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	08/02/2022	08/03/2022	08/08/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.17	931269.890069962	967208.136320116	949239.013195039	4124528.87484659	4283696.84102981	4204112.8579382	242.619345579211	251.982167119401	247.300756349306	836561.63263321	271669.895842272	3743098.74104001	1139708.88754799	220.182278884706	67.0416992675288	834818.094491959	261687.634997786	3735421.58366955	1094573.05653933	219.730681392327	64.3866503846664	833074.556350709	257181.502696394	3727744.42629909	1075153.04048784	219.279083899947	63.2442964992847
N02-0130	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	07/19/2022	07/20/2022	08/01/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6.48	8541.65478609503	6406.07798472046	7473.86638540775	209522.152076031	157137.613183632	183329.882629831	7.90709306649677	5.93016881212286	6.91863093930981	82036.631969735	125648.702823587	1750494.40580647	2013772.30791808	66.0613784363526	75.9971434794353	79869.0988803283	115596.034592445	1720597.26160774	1924434.13454332	64.933099162493	72.6256372006685	77701.5657909215	106764.660399025	1690700.11740901	1873152.73906084	63.8048198886334	70.6903441414763
G01-0041	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	01/22/2022	01/23/2022	01/27/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.127	465008.3846	474700.6381	469854.51135	1983798.80757057	2025147.48336383	2004473.1454672	242.874486725094	247.936763389303	245.405625057199	811197.214	383140.567375365	2831711.53319744	932501.979754142	346.683586336611	114.16527665942	637880.0649	352882.031152411	2236823.9949722	936059.9318535	273.8521051631	114.600873145629	464562.9158	561436.768350603	1641936.45674697	1828513.31805736	201.02062398959	223.863040898305
G01-0119	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	04/22/2022	04/23/2022	04/28/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.187	13620.54024	10896.07822	12258.30923	61200.9237958894	48959.1485408122	55080.0361683508	7.49276735992769	5.99401916513372	6.74339326253071	6046.851296	8019.64801051324	28508.7912344681	35544.820451002	3.49030255074292	4.35171650967213	5223.0417291	7408.87064011284	25357.3537592005	33903.3586255883	3.10447523986294	4.15075399431787	4399.2321622	7026.29274984827	22205.9162839328	33086.8806950744	2.71864792898296	4.05079342496014
L01-0175	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	07/01/2022	07/02/2022	07/06/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.356	137301.471233368	122493.527680635	129897.499457002	185028.280950855	165073.007963849	175050.644457352	328.064327927048	292.682638233774	310.373483080411	255021.616145969	399394.809340088	270121.909610781	389514.084822255	478.939556047484	690.627809968537	239967.593796551	402667.963270909	250445.269105074	390425.14723495	444.051895576373	692.243168856295	224913.571447134	409021.175687985	230768.628599367	396310.43713845	409.164235105261	702.678080032714
J01-0072	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	active	06/16/2022	06/17/2022	06/22/2022	24-hr time-weighted composite	Alpine Lake	26764		-79.50179	39.45709	700	Preston	0.15	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.055	75387.4495625495	75387.4495625495	75387.4495625495	15695.4822996714	15695.4822996714	15695.4822996714	22.4221175709591	22.4221175709591	22.4221175709591	57527.2202789783	61634.6467857322	13112.4828040393	13846.4996887624	18.7321182914847	19.7807138410892	57886.693496257	63483.745449351	13220.8917119702	14413.0931617593	18.8869881599575	20.5901330882275	58246.1667135357	65563.2915678941	13329.3006199012	15034.0569493634	19.0418580284302	21.4772242133763
Q01-0039	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	06/11/2022	06/12/2022	06/16/2022	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.329	544267.398118973	554366.633892059	549317.016005516	677830.557747955	690408.144868841	684119.351308398	148.810221239946	151.571491738494	150.19085648922	635306.186378003	676261.041743908	883360.487704138	896600.392215797	193.932049989932	196.838724965049	639175.638824701	656235.773469218	889222.734513835	869572.639737479	195.219041605672	190.90508007409	643045.091271399	640308.374521133	895084.981323531	848285.722098825	196.506033221412	186.231772140247
A01-0255	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	05/16/2022	05/17/2022	05/23/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.4	144964.266121388	192516.21901989	168740.242570639	5158242.3166145	6850276.51401677	6004259.41531563	106.734032374907	141.745499793428	124.239766084167	192438.12150513	123767.120984487	7586101.4061661	5404669.57807869	156.971143150267	111.833090094328	191455.515252654	96242.6185279122	7533995.58766996	4323941.3885549	155.89297276258	89.4707289470886	190472.909000177	73118.4417175462	7481889.76917383	3360748.1454532	154.814802374893	69.540393673506
