Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
M04-0113	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	10/21/22	10/22/22	10/12/22	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.17	8135.442222	8135.442222	8135.442222	5235.317338	5235.317338	5235.317338	8.582487439	8.582487439	8.582487439	6641.020696	7482.606415	2602.051763	4105.797708	4.265658629	6.730815915	7052.671466	9273.66209	2850.556293	4360.44106	4.673043104	7.148264033	7464.322236	11485.70155	3099.060823	4687.868073	5.080427579	7.685029627
A02-0825	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	10/19/22	10/21/22	10/24/22	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	237181.6349	258381.9169	247781.7759	NA	NA	NA	NA	NA	NA	50373.29405	192371.9911	NA	NA	NA	NA	52210.9265	201375.8962	NA	NA	NA	NA	54048.55896	210383.9704	NA	NA	NA	NA
A02-0824	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	10/19/22	10/21/22	10/24/22	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	214	4623.215888	2418.607944	NA	NA	NA	NA	NA	NA	49986.94504	192788.7325	NA	NA	NA	NA	52265.49908	201318.4955	NA	NA	NA	NA	54544.05313	209875.0254	NA	NA	NA	NA
A04-0156	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	10/20/22	10/21/22	10/24/22	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.502	453420.8214	485295.6659	469358.2436	861624.6232	922195.6194	891910.1213	430.8123116	461.0978097	445.9550607	384783.0403	433754.2825	775575.7539	937127.7897	387.787877	468.5638948	385789.7516	426387.3716	776814.6868	920392.4222	388.4073434	460.1962111	386796.4629	422039.1882	778053.6197	909167.7066	389.0268098	454.5838533
A02-0823	higher ed dorm	upstream	Sewer Network	Residential	105612	MtValley-01	active	10/19/22	10/21/22	10/24/22	48-hr time-weighted composite	Mountain Valley Apartments	26505	Captures all of Mountain Valley	-79.9657691	39.6727656	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	3707.201262	729	2218.100631	NA	NA	NA	NA	NA	NA	60726.16278	217363.1906	NA	NA	NA	NA	55980.09323	207061.6343	NA	NA	NA	NA	51234.02367	196880.485	NA	NA	NA	NA
A02-0822	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	active	10/19/22	10/21/22	10/24/22	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	283	2303.287075	1293.143537	NA	NA	NA	NA	NA	NA	71293.18631	277129.0654	NA	NA	NA	NA	72343.73665	276153.8695	NA	NA	NA	NA	73394.287	275212.8234	NA	NA	NA	NA
A02-0827	higher ed dorm	upstream	Sewer Network	Dormitory	105612	Seneca-01	active	10/19/22	10/21/22	10/24/22	48-hr time-weighted composite	WVU Seneca Hall	26505	Captures Seneca Hall and associated dining	-79.95614	39.6392	474	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	270645.2188	355086.2664	312865.7426	NA	NA	NA	NA	NA	NA	201229.3439	583999.0669	NA	NA	NA	NA	224212.6216	642312.4674	NA	NA	NA	NA	247195.8993	700838.3388	NA	NA	NA	NA
A02-0820	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	10/19/22	10/21/22	10/24/22	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	13448.34505	4482.30179	8965.323418	NA	NA	NA	NA	NA	NA	10775.39774	12699.24732	NA	NA	NA	NA	8012.386055	9678.762978	NA	NA	NA	NA	5249.374368	8800.105539	NA	NA	NA	NA
B01-0299	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	10/19/22	10/20/22	10/24/22	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6.164	113612.8776	122715.2207	118164.0492	2650959.634	2863347.04	2757153.337	53.01919269	57.2669408	55.14306675	112339.0364	58921.49596	2693638.135	1819547.466	53.8727627	36.39094932	112513.3442	54583.16183	2694119.147	1718623.954	53.88238294	34.37247907	112687.6519	56788.81668	2694600.159	1722089.342	53.89200319	34.44178685
A02-0826	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	10/19/22	10/20/22	10/24/22	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1301	515	908	NA	NA	NA	NA	NA	NA	976.2	1483.757931	NA	NA	NA	NA	1205.033875	1101.906902	NA	NA	NA	NA	1433.867749	1647.664126	NA	NA	NA	NA
