Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
B01-0081	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	01/30/2022 07:00 AM	01/31/2022 07:00 AM	8.935	02/02/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	672138.9341	762115.4881	717127.2111	22733512.0890188	25776756.53494	24255134.3119794	454.670241780376	515.535130698801	485.102686239588	648312.33716	297474.511531718	24921771.9538459	9649483.0814046	498.435439076917	192.989661628092	632842.39251	373396.761648803	24234726.973098	12539526.4238481	484.694539461961	250.790528476963	617372.44786	503328.300879823	23547681.9923502	18175309.3050801	470.953639847004	363.506186101602
N02-0073	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	04/04/2022 07:00 AM	04/05/2022 07:00 AM	6.98	04/07/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15031.29713	18038.2042	16534.750665	397159.364832736	476608.34995384	436883.857393288	14.9882770334643	17.9865782305774	16.4874276320208	16812.6773492	25223.0507363752	513520.636971507	775836.93130231	19.3795998555177	29.2790750736776	15542.3352834	24558.8200146357	470580.961347219	740420.499422688	17.7591124366827	27.9425050729371	14271.9932176	24414.4952121244	427641.285722931	722329.60955538	16.1386250178478	27.2597784570677
B01-0051	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	11/01/2021 07:00 AM	11/02/2021 07:00 AM	NA	11/03/2021	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10364.12627	8636.473604	9500.299937	NA	NA	NA	NA	NA	NA	4976.6751284	6918.75010554276	454167.906361704	608014.07288832	9.08335812723408	12.1602814577664	5478.6118963	6706.84654627034	447126.293645963	301911.448404494	8.94252587291925	6.03822896808987	5980.5486642	7613.09922177481	440084.680930221	11853.9123305857	8.80169361860442	0.237078246611715
A03-0005	k12	upstream	Sewer Network	K-12 School	105612	BrookhavenES-01	09/15/2021 06:00 AM	09/15/2021 02:00 PM	NA	09/16/2021	8-hr time-weighted composite	Brookhaven Elementary	26508		-79.90501	39.61021	579	Monongalia	-1	Complete	inactive	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16740.32472	35167.63732	25953.98102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0157	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	04/19/2022 07:00 AM	04/20/2022 07:00 AM	13.67	04/26/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5367.453899	13419.92313	9393.6885145	277747.246784332	694434.78631634	486091.016550336	5.55494493568664	13.8886957263268	9.72182033100672	6243.0008446	4813.82761810696	249755.330636349	100810.631891201	4.99510661272697	2.01621263782401	7751.7013386	3939.45722572059	324720.488303034	181704.934183176	6.49440976606068	3.63409868366352	9260.4018326	6085.55457297577	399685.645969719	358927.84824433	7.99371291939438	7.1785569648866
A02-0136	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	09/29/2021 10:02 AM	10/01/2021 10:02 AM	NA	10/01/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4436.632749	22190.97897	13313.8058595	NA	NA	NA	NA	NA	NA	521677.6661978	1880149.40108377	NA	NA	NA	NA	543915.3308399	1954229.60082685	NA	NA	NA	NA	566152.995482	2028336.90569866	NA	NA	NA	NA
D01-0033	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/10/2022 07:20 AM	04/11/2022 07:20 AM	1.26	04/11/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	619	867	743	2952.3926754	4135.2575922	3543.8251338	0.173670157376471	0.2432504466	0.208460301988235	27666.345234	58936.1920771636	135338.668911676	288522.036895862	7.96109817127504	16.971884523286	26305.6278829	62885.6096254408	128636.051022321	307433.311147269	7.56682653072479	18.0843124204276	24944.9105318	69137.3999687207	121933.433132967	337726.52830319	7.17255489017455	19.8662663707759
N03-0056	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	04/10/2022 11:00 AM	04/11/2022 08:00 AM	0.60647	04/13/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2723	806	1764.5	6251.2934921521	1850.3645077762	4050.82899996415	3.37360684951543	0.998577716015219	2.18609228276533	10029.793332	22981.4762984161	27845.0837279691	55925.1707490975	15.0270284554609	30.1808800588762	8126.7603248	19733.474189773	22406.9702531121	47672.1532084108	12.0922667313071	25.7270119851111	6223.7273176	16552.7602298283	16968.8567782551	39769.2080160581	9.15750500715331	21.4620658478457
A02-0378	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	03/02/2022 09:00 AM	03/04/2022 09:00 AM	NA	03/04/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3693.480017	73	1883.2400085	NA	NA	NA	NA	NA	NA	14233.6273	26179.9692868465	NA	NA	NA	NA	14458.3879763	29335.4874876113	NA	NA	NA	NA	14683.1486526	32551.9306889652	NA	NA	NA	NA
E01-0018	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	12/08/2021 09:30 AM	12/09/2021 09:30 AM	1.653	12/16/2021	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	149371.5084	94277.93965	121824.724025	934659.75986537	589923.723591927	762291.741728649	25.9627711073714	16.3867700997758	21.1747706035736	429900.66558	735502.471742339	2666453.62885996	4717055.24812004	74.0681563572211	131.029312447779	414164.306586	833881.247851441	2571879.54978225	5334100.47337812	71.4410986050625	148.169457593837	398427.947592	942250.157203806	2477305.47070454	6011929.308175	68.814040852904	166.998036338194
