Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A1073	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	06/17/2021	06/17/2021	06/18/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.192	4726.25	1339	3032.625	146561.3845504	41522.49540608	94041.93997824	3.03263914398278	0.859180918020195	1.94591003100149	1452.25	3427.88818826339	49275.9311553	103295.187666155	1.01961453309262	2.13737766235216	1477.55	2226.19689922366	54254.5646572945	82033.3270785229	1.12263211093558	1.69742855236143	1502.85	2788.96821547903	59233.198159289	125894.352697923	1.22564968877853	2.6049981935508
L01-0004	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	02/05/2022	02/06/2022	02/16/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.437	345131.0492	385781.4431	365456.24615	570924.123404099	638168.9875135	604546.555458799	1012.27681454628	1131.50529700975	1071.89105577801	778839.88532	1472570.77345812	1075725.87507982	1666812.73652982	1907.31538134719	2955.34173143584	810999.5885	1513722.98529012	1121967.40434096	1714083.88336399	1989.30390840596	3039.15582156736	843159.29168	1554908.7095243	1168208.93360211	1761448.67471118	2071.29243546474	3123.13594806946
A02-0584	higher ed dorm	upstream	Sewer Network	Residential	105612	MtValley-01	active	09/10/2022	09/12/2022	09/13/2022	48-hr time-weighted composite	Mountain Valley Apartments	26505	Captures all of Mountain Valley	-79.9657691	39.6727656	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1724893.942	1717860.374	1721377.158	NA	NA	NA	NA	NA	NA	370467.269274	1394828.70645444	NA	NA	NA	NA	368818.9862724	1393006.08885017	NA	NA	NA	NA	367170.7032708	1391194.84282631	NA	NA	NA	NA
A01-0399	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	11/01/2022	11/02/2022	11/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.8	386183.43114853	390668.832063673	388426.131606102	11402528.4524109	11534965.2879408	11468746.8701758	235.940416578606	238.680791424035	237.31060400132	355380.731463432	75117.0814196904	9960128.62749331	3195923.614182	206.094368223252	66.1298546222065	349148.022919893	93804.5400357106	9774578.79710964	3348292.85151901	202.254982558965	69.2826694984069	342915.314376354	112937.322140456	9589028.96672596	3592103.8582946	198.415596894677	74.3275918369186
C01-0062	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	12/19/2021	12/20/2021	12/21/2021	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6.976	211242.9938	74434.83442	142838.91411	5578297.99593536	1965602.1731352	3771950.08453528	111.565959918707	39.312043462704	75.4390016907056	234960.8549	60579.8010953607	6617208.2224737	1435367.88186301	132.344164449474	28.7073576372601	200545.016856	129716.693036549	5628299.98988767	3406263.02055107	112.565999797753	68.1252604110214	166129.178812	201771.343166384	4639391.75730165	5486376.85502485	92.787835146033	109.727537100497
B01-0124	not institution specific	wwtp	WWTP	WWTP	183279	CharlestonWWTP-01	active	03/02/2022	03/03/2022	03/04/2022	24-hr flow-weighted composite	Charleston	25312		-81.67768	38.37287	50000	Kanawha	14	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	4.9	49045.10468	79045.39794	64045.25131	909713.565562922	1466174.27509867	1187943.9203308	18.1942713112584	29.3234855019734	23.7588784066159	44804.018854	20216.7296853499	893385.364546057	376244.25962754	17.8677072909211	7.52488519255079	53132.995214	31075.3136485151	1056540.81122343	573948.643265387	21.1308162244687	11.4789728653077	61461.971574	44732.2982729236	1219696.25790081	836871.311072495	24.3939251580162	16.7374262214499
P01-0072	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	active	05/13/2022	05/14/2022	05/19/2022	24-hr time-weighted composite	Saint Marys	26170	NA	-81.20511	39.39125	2892	Pleasants	0.525	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.27	2364.623258	2364.623258	2364.623258	2416.78850230776	2416.78850230776	2416.78850230776	0.835680671614025	0.835680671614025	0.835680671614025	23295.6229	50753.3507272704	19506.9123202138	42517.2722813889	6.74512874142939	14.701684744602	22948.8791968	50258.3080652779	19435.6126092737	42736.8990717457	6.72047462284705	14.7776276181693	22602.1354936	51540.2450295214	19364.3128983335	44267.3764177912	6.6958205042647	15.3068383187383
A02-0716	higher ed dorm	upstream	Sewer Network	Dormitory	105612	TowersBB-01	active	10/17/2022	10/19/2022	10/19/2022	48-hr time-weighted composite	WVU Brooke & Braxton Towers	26505	Captures Brooke and Braxton Towers. Taken from the University Ave. side of the bottom flow, which compiles both towers	-79.9663361	39.6495489	904	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1956	1950	1953	NA	NA	NA	NA	NA	NA	12782.7024812	14635.3862747227	NA	NA	NA	NA	8568.5082458	9881.04846185759	NA	NA	NA	NA	4354.3140104	9630.68731912435	NA	NA	NA	NA
H01-0377	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	10/17/2022	10/18/2022	10/24/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.4	89257.78627	91885.89513	90571.8407	473028.243414049	486956.100797675	479992.172105862	39.4190202845041	40.5796750664729	39.9993476754885	83271.426838	74962.4616808628	423771.356499743	317288.885744925	35.3142797083119	26.4407404787437	89339.487129	86471.6738840526	451990.172159908	342839.205136871	37.6658476799923	28.5699337614059	95407.54742	100267.477020566	480208.987820072	383459.555686456	40.0174156516727	31.9549629738713
R01-0134	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	10/11/2022	10/12/2022	10/19/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.172	1474	533	1003.5	959.70742648	347.03124716	653.36933682	0.456786019267016	0.16517432039981	0.310980169833413	2414.2984084	1062.59809754388	1600.22380623395	732.133436755807	0.76164864647023	0.348469032249313	2908.7969357	2893.01080184382	1914.82643726832	1818.65595586384	0.911388118642704	0.865614448293117	3403.295463	5131.33878577809	2229.42906830269	3229.47695733827	1.06112759081518	1.53711421101298
