Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A02-0222	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	active	11/15/2021 10:03 AM	11/17/2021 10:03 AM	11/17/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1917.398488	15343.30688	8630.352684	NA	NA	NA	NA	NA	NA	410489.7528176	1491363.25006144	NA	NA	NA	NA	419370.0870578	1495574.24992512	NA	NA	NA	NA	428250.421298	1500195.22719586	NA	NA	NA	NA
A01-0226	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	04/13/2022 12:00 AM	04/13/2022 11:59 AM	04/14/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10.8	56683.12356	59384.23119	58033.677375	2317343.7177568	2427771.55596053	2372557.63685867	47.9503335076313	50.2352995356839	49.0928165216576	34169.750758	23426.8926686899	1649886.84077393	808179.942327346	34.139356910568	16.7228095995561	35581.547275	26719.5357683076	1701142.60853436	905386.206408687	35.1999381007772	18.7341956300424	36993.343792	34228.2795253153	1752398.37629479	1341350.54686119	36.2605192909864	27.7551429163464
H01-0228	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	05/24/2022 08:00 AM	05/25/2022 08:00 AM	05/27/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.8	243836.300075054	4461.30864322184	124148.804359138	1661436.6636008	30398.1882320491	845917.425916424	138.453055300067	2.53318235267076	70.4931188263686	171743.620097637	154878.438917411	1256140.58975351	1129392.24894766	104.678382479459	94.1160207456383	88606.7130630836	77410.0337524651	648077.030672705	565373.92991124	54.0064192227254	47.11449415927	5469.80602853	2064.10912833265	40013.4715918996	15097.3309052787	3.33445596599163	1.25811090877323
A02-0068	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	08/30/2021 10:00 AM	09/01/2021 10:00 AM	09/01/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1666	1277.302331	1471.6511655	NA	NA	NA	NA	NA	NA	54568.0152852	154345.424927312	NA	NA	NA	NA	49573.6119407	137400.38819931	NA	NA	NA	NA	44579.2085962	121023.225170422	NA	NA	NA	NA
H01-0062	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	01/03/2022 08:00 AM	01/04/2022 08:00 AM	01/12/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.4	2226	3820.754089	3023.3770445	20223.174384	34711.4897664996	27467.3320752498	1.685264532	2.8926241472083	2.28894433960415	225965.098784	892942.173546979	65527.7282652884	85834.5851970178	5.46064402210736	7.15288209975148	250329.0731779	975303.167095563	88917.8648286921	112125.165150752	7.40982206905767	9.3437637625627	274693.0475718	1057694.5890411	112308.001392096	148453.308339017	9.35900011600798	12.3711090282514
D01-0048	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	05/01/2022 07:30 AM	05/02/2022 07:30 AM	05/04/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.27	204822.7197	213378.759	209100.73935	984679.223652063	1025812.13189486	1005245.67777346	57.9223072736507	60.3418901114624	59.1320986925566	234094.197286	368754.412075241	1118909.47638145	1805365.90228093	65.8182044930264	106.19799425182	221522.840453	337980.793891004	1058802.09621985	1655684.50542673	62.2824762482266	97.3932062015725	208951.48362	308052.067580854	998694.716058254	1509990.06226549	58.7467480034267	88.8229448391464
A01-0159	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/23/2022 12:00 AM	01/24/2022 12:00 AM	01/25/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.9	684987.942	636774.112	660881.027	25670306.0347096	23863465.8039286	24766885.9193191	531.168391713077	493.781364921549	512.474878317313	601174.73568	192962.64182549	26497973.7686191	7420435.70956083	548.294441496009	153.543198757673	588191.62989	196293.05629456	26151273.8390605	10124489.0383684	541.12054790309	209.495303723896	575208.5241	220034.565807222	25804573.909502	12927124.8255066	533.946654310171	267.487270847264
H01-0155	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	03/12/2022 08:00 AM	03/13/2022 08:00 AM	03/18/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.9	25831.59763	29061.66505	27446.63134	283571.245155277	319029.920741069	301300.582948173	23.6309370962731	26.5858267284225	25.1083819123478	38443.7440996	118320.413439042	414560.82908062	1247600.26972186	34.5467357567183	103.966689143489	39323.0708372	122388.577951944	422821.780447588	1291946.3607584	35.2351483706323	107.662196729867	40202.3975748	126508.521737747	431082.731814556	1336979.61655325	35.9235609845464	111.414968046104
E02-0125	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	05/11/2022 08:00 AM	05/12/2022 08:00 AM	05/13/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.166	44452.99789	53349.2551	48901.126495	27933.2885753023	33523.5014221831	30728.3949987427	11.6826802907998	14.0207032296876	12.8516917602437	13723.3104664	32698.0078217855	8082.3302706302	21045.305774707	3.38031378947311	8.80188447290129	14725.8414357	36424.5369474998	8944.97493700514	23472.2151816761	3.74110202300508	9.81690304545215	15728.372405	40389.1414212572	9807.61960338007	26011.5577967748	4.10189025653704	10.8789451262128
L01-0092	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	04/07/2022 09:00 AM	04/08/2022 09:00 AM	04/20/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.399	2528.53713	2528.53713	2528.53713	3819.04834517205	3819.04834517205	3819.04834517205	6.77136231413484	6.77136231413484	6.77136231413484	16415.2228926	35851.9476588389	18735.4407878648	39847.1727419342	33.2188666451504	70.6510154998833	16668.4020967	36320.2034069707	18969.7034479593	40307.3729436978	33.634225971559	71.4669733044287	16921.5813008	36814.4871125948	19203.9661080537	40798.7956642895	34.0495852979676	72.3382901849105
O01-0051	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	05/19/2022 06:20 AM	05/20/2022 06:20 AM	05/25/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.88	58936.8955045939	69860.2330684663	64398.5642865301	419428.589590644	497165.294736242	458296.942163443	69.0872326784128	81.8918291444971	75.4895309114549	99940.0762617589	258667.01016115	853216.310978267	2359265.31564385	140.539665784593	388.612306974773	98500.8941609412	254881.441415031	839803.313002542	2323501.85882036	138.330310163489	382.721439436725	97061.7120601236	251351.51102294	826390.315026817	2289317.84540215	136.120954542385	377.090733882746
D01-0045	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	02/02/2022 07:40 AM	02/02/2022 07:40 AM	02/07/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.28	466237.3155	180170.7664	323204.04095	2259071.22747757	872985.882672927	1566028.55507525	132.886542792799	51.3521107454663	92.1193267691324	459007.89444	461532.344620302	1847750.30029753	1095265.4806368	108.691194135149	64.4273812139297	419254.89324	529805.293291239	1496637.10087432	695520.991856373	88.0374765220191	40.9129995209631	379501.89204	621306.855058485	1145523.90145112	508461.122236118	67.3837589088897	29.9094777785952
