Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
D01-0100	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	05/24/2022	05/25/2022	05/27/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.27	596680.358648302	19323.577657342	308001.968152822	2868523.3414672	92897.5334068463	1480710.43743703	168.73666714513	5.46456078863802	87.1006139668838	473624.584525824	589126.703446902	2288656.19784749	2829818.4315432	134.626835167499	166.459907737835	400739.064954222	548325.370637969	1937631.07220894	2633915.922333	113.978298365232	154.936230725471	327853.545382619	607317.523077131	1586605.9465704	2918580.19921205	93.3297615629649	171.681188188944
L01-0137	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	06/14/2022	06/15/2022	06/22/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.278	1114766.41774178	1129699.3625164	1122232.89012909	1173117.72881673	1188832.32335397	1180975.02608535	2079.9959730793	2107.85872935101	2093.92735121516	1059817.35849381	365822.638243685	1056842.98332128	756948.98920562	1873.83507681078	1342.1081368894	1060087.85784245	380325.548768876	1058519.93518614	776559.471115243	1876.8083957201	1376.87849488518	1060358.35719109	395882.100606442	1060196.88705099	796434.298245379	1879.78171462942	1412.11755008046
H01-0220	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	05/15/2022	05/16/2022	05/20/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.7	99711.666405201	91216.3227796553	95463.9945924281	1019113.75564266	932286.187116005	975699.971379333	84.9261463035552	77.6905155930004	81.3083309482778	139077.90193014	316535.8013149	1070963.07205376	2242685.76999341	89.246922671147	186.890480832784	137880.345717377	313834.379344328	1060047.56942516	2220751.67870448	88.3372974520963	185.06263989204	136682.789504613	311211.342693204	1049132.06679655	2199659.36150761	87.4276722330457	183.304946792301
L01-0119	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	05/11/2022	05/12/2022	05/18/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.297	113113.993853331	155993.608832359	134553.801342845	127170.304511284	175378.4307426	151274.367626942	225.47926331788	310.954664437234	268.216963877557	84151.5862668112	168049.958581771	105399.911647873	184223.011084763	186.879275971405	326.63654447653	88891.2867801535	182652.842006252	109223.628064536	198628.585478277	193.658915008042	352.17834304659	93630.9872934958	198546.51516991	113047.344481199	215690.673921947	200.438554044679	382.430272911254
M04-0073	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	05/17/2022	05/18/2022	05/25/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.083	16221.0680544377	16221.0680544377	16221.0680544377	5096.48163758777	5096.48163758777	5096.48163758777	8.35488793047175	8.35488793047175	8.35488793047175	58827.8328343391	90388.2673082341	24507.1297700228	37804.7780348814	40.1756225738079	61.975045958822	61977.9301374268	91959.0162698496	26036.083165368	39618.6068140454	42.6821035497835	64.9485357607301	65128.0274405145	96981.8954527165	27565.0365607131	42999.2115411476	45.1885845257591	70.4905107231928
A03-0302	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	inactive	04/08/2022	04/08/2022	04/11/2022	8-hr time-weighted composite	North Elementary	26505		-79.95674	39.66064	688	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	2245	179	1212	NA	NA	NA	NA	NA	NA	1539	1468.45920631911	NA	NA	NA	NA	1358.3	378.379677677795	NA	NA	NA	NA	1177.6	1678.53914770676	NA	NA	NA	NA
A01-0275	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	06/14/2022	06/15/2022	06/17/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.9	311808.986663819	320626.019239426	316217.502951622	9324566.36403599	9588237.42196401	9456401.893	192.943353005214	198.399218299206	195.67128565221	390335.33012867	202941.367567793	10848400.5063595	8719650.13776762	224.474435241672	180.426463701532	382311.048388481	154693.408154585	10538706.1319255	7645905.61474557	218.066258316617	158.208608151498	374286.766648293	117013.942159935	10229011.7574914	6762042.08347723	211.658081391562	139.91975839011
A02-0538	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	05/18/2022	05/20/2022	05/23/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1299	1082	1190.5	NA	NA	NA	NA	NA	NA	14052.3488896174	35684.539745163	NA	NA	NA	NA	15632.5644389862	41645.0417653259	NA	NA	NA	NA	17212.7799883549	47623.6311157655	NA	NA	NA	NA
A04-0143	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	08/23/2022	08/24/2022	08/26/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.825	340459.681034088	287174.82984066	313817.255437374	1063243.07197618	896836.439917384	980039.755946782	531.621535988089	448.418219958692	490.019877973391	1006638.42794895	1954461.3197166	3326564.91593175	7814255.36859437	1663.28245796587	3907.12768429718	1006009.41120386	1943102.88495277	3319170.76287433	7772922.14253525	1659.58538143717	3886.46107126762	1005380.39445877	1932328.97948809	3311776.60981692	7732872.58546553	1655.88830490846	3866.43629273276
A02-0529	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	inactive	05/16/2022	05/18/2022	05/18/2022	48-hr time-weighted composite	College Park Apartments	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	7189965.50559996	7474346.35162352	7332155.92861174	NA	NA	NA	NA	NA	NA	2217646.86624112	5691491.97163784	NA	NA	NA	NA	2217127.25428292	5801654.2867733	NA	NA	NA	NA	2216607.64232471	5914136.96092525	NA	NA	NA	NA
