Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
N03-0110	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	06/27/2022	06/28/2022	06/29/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.59002	6790.812733	6790.812733	6790.812733	15167.0602725076	15167.0602725076	15167.0602725076	8.18513776174183	8.18513776174183	8.18513776174183	2511.3625466	4689.60270364889	5021.7300304796	10923.0330383144	2.71005398298953	5.89478307518316	2280.0625466	4724.5747078048	4643.555609584	10988.5159008645	2.50596633005073	5.9301219108821	2048.7625466	5189.96475311257	4265.3811886884	11647.6764644631	2.30187867711193	6.28584806500978
M03-0016	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	03/11/2022	03/12/2022	03/16/2022	24-hr time-weighted composite	Mannington	26582		-80.32371	39.51814	1091	Marion	0.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.283	2278	391	1334.5	2440.35540634	418.86697273	1429.611189535	2.23680605530706	0.383929397552704	1.31036772642988	6236.1430894	14512.1278603094	10948.5376068495	23867.3995702662	10.0353231960124	21.8766265538646	5305.7238054	11723.3913673334	9333.01815975682	18766.9017137128	8.55455376696317	17.2015597742556	4375.3045214	10250.6553541045	7717.49871266409	16851.4493863633	7.07378433791392	15.4458747812679
A01-0130	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/19/2021	12/20/2021	12/21/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.2	115630.1308	49516.71101	82573.420905	3151493.66470772	1349575.58177542	2250534.62324157	65.210512843646	27.9253348323006	46.5679238379733	129253.6317456	271815.519552702	4029324.72498468	8372563.82450005	83.3745390867546	173.2445750807	110979.7955989	247694.307935152	3446496.33965367	7585312.93426123	71.3146900275961	156.954828138165	92705.9594522	226979.818376876	2863667.95432266	6910243.54970911	59.2548409684377	142.986334003251
F01-0012	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	active	10/04/2021	10/05/2021	10/08/2021	24-hr time-weighted composite	Weston	26452	NA	-80.45991	39.06224	10364	Lewis	2.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	30917.42858	37105.88291	34011.655745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
H01-0265	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	06/28/2022	06/29/2022	07/12/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.5	24434.38813	21718.75421	23076.57117	138741.265756775	123321.584061114	131031.424908945	11.5617721463979	10.2767986717595	10.9192854090787	41016.977012	36733.0204237982	243747.335241193	218668.605430274	20.3122779367661	18.2223837858562	36891.8886484	33325.9906041058	222476.369276974	216430.587360866	18.5396974397478	18.0358822800722	32766.8002848	33970.0425134709	201205.403312755	237502.211408376	16.7671169427295	19.791850950698
H01-0370	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	10/11/2022	10/12/2022	10/14/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.7	72388.38002	96545.65394	84467.01698	465833.485939564	621290.302597726	543561.894268645	38.8194571616303	51.7741918831438	45.2968245223871	78019.578478	47612.7000410694	477309.09963309	328509.801842826	39.7757583027575	27.3758168202355	85931.369729	52121.2222233531	526362.55379479	365160.384326832	43.8635461495658	30.430032027236	93843.16098	57416.7608082087	575416.007956491	405857.288150528	47.9513339963742	33.8214406792107
H01-0436	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	12/16/2022	12/17/2022	12/28/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.5	23710.0167945027	10775.6179198623	17242.8173571825	224380.336685196	101975.329575065	163177.833130131	18.698361390433	8.49794413125541	13.5981527608442	137441.251002252	299152.670684306	878866.817049966	1766842.92355813	73.2389014208305	147.23691029651	141090.749616735	310060.793714524	895376.555214159	1841128.76238018	74.6147129345132	153.427396865015	144740.248231217	321363.379401595	911886.293378352	1918767.54621831	75.990524448196	159.897295518193
O01-0140	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	08/17/2022	08/18/2022	08/24/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.47	229	7190.420944	3709.710472	1274.2825683	40011.4762780718	20642.8794231859	0.209896651013013	6.59059072279225	3.40024368690263	4215.129382	7735.15333772751	27265.5234872218	44844.2975348817	4.49110912324523	7.38664100393374	4336.8544558	5839.34635929581	27740.8911429439	32989.1642799049	4.56941049957897	5.43389297972408	4458.5795296	6014.08420843511	28216.2587986661	32501.0622301038	4.64771187591271	5.35349402571304
L01-0237	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	10/07/2022	10/08/2022	10/12/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.189	32331.84166	21551.78793	26941.814795	23131.5733035161	15419.0648205911	19275.3190620536	41.0134278431137	27.3387674123956	34.1760976277547	74704.116398	102262.350429483	77089.8731441639	117181.88029121	136.684172241425	207.769291296472	72375.774245	102055.362559366	74613.7354961646	114631.344591615	132.293857262703	203.247064878751	70047.432092	102320.237456493	72137.5978481653	112466.152406284	127.903542283981	199.408071642347
A02-0369	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	02/23/2022	02/24/2022	02/28/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	2674.906016	8025.230058	5350.068037	NA	NA	NA	NA	NA	NA	18676.5408466	25859.3517986775	NA	NA	NA	NA	15133.5630681	18536.6278857029	NA	NA	NA	NA	11590.5852896	15252.7811193731	NA	NA	NA	NA
