Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A0034	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/06/2020	12/06/2020	12/07/2020	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.141	106176	99096	102636	3272028.21387456	3053843.69237976	3162935.95312716	67.704606312584	63.1899456294438	65.4472759710139	148453.44	305904.536013804	5810524.63623056	12774315.8702645	120.231017965373	264.32535735525	141380.04	296337.416363972	5545936.02151972	12356524.7838111	114.756166642934	255.6804499216	134306.64	287067.44529902	5281347.40680889	11947766.2343802	109.281315320495	247.222443187803
A04-0055	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	04/12/2022	04/13/2022	04/14/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.71	57168.14563	39106.61995	48137.38279	153647.457805973	105104.5590597	129376.008432837	76.8237289029867	52.55227952985	64.6880042164183	43487.102487	56449.5025785323	143826.331296652	159429.933696397	71.9131656483263	79.7149668481986	37728.8478775	44236.3222465456	128719.028854114	141006.180469378	64.3595144270568	70.5030902346891	31970.593268	44308.063696039	113611.726411575	159012.263629202	56.8058632057874	79.5061318146012
K01-0089	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	05/12/2022	05/13/2022	05/18/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5.032	120386.76828146	105319.496244192	112853.132262826	2293149.20745026	2006145.05056552	2149647.12900789	47.724229083252	41.7511977224874	44.7377134028697	60617.8574419273	80340.5529084574	1245388.25374243	1350012.65770556	25.9185900882919	28.0959970386172	64060.3180049334	69022.9512865816	1338808.2658256	1074583.96777452	27.8628151056316	22.3638702970763	67502.7785679395	58235.5234867461	1432228.27790877	802906.806188036	29.8070401229713	16.7098190673889
A03-0112	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	active	12/22/2021	12/22/2021	12/22/2021	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	5048.089558	7572.36287	6310.226214	NA	NA	NA	NA	NA	NA	75880.5958268	265602.233995851	NA	NA	NA	NA	74364.7862956	246946.543694628	NA	NA	NA	NA	72848.9767644	228703.409136671	NA	NA	NA	NA
A03-0355	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	active	05/23/2022	05/23/2022	05/24/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	66799.5589971544	64323.5971033574	65561.5780502559	NA	NA	NA	NA	NA	NA	15602.454493922	52774.6417031422	NA	NA	NA	NA	15413.0362263933	51685.6476803005	NA	NA	NA	NA	15223.6179588646	50599.0783808488	NA	NA	NA	NA
A02-0008	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	08/12/2021	08/13/2021	08/13/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	6589.87239	1317.83566	3953.854025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0106	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	01/13/2022	01/14/2022	01/19/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.363	254645.606	244531.1496	249588.3778	8061413.68976495	7741216.46127835	7901315.07552165	161.228273795299	154.824329225567	158.026301510433	244689.344446	276979.609400882	9705392.25376058	9784597.92582855	194.107845075212	195.691958516571	215092.0045283	232822.823720799	8517966.0237353	8793034.44161248	170.359320474706	175.86068883225	185494.6646106	218609.085144366	7330539.79371002	8859827.34576487	146.6107958742	177.196546915297
A01-0093	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	11/18/2021	11/18/2021	11/29/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.055	102718.3378	132499.6389	117608.98835	3132033.89100202	4040109.76490246	3586071.82795224	64.807852404445	83.5977024685991	74.202777436522	65476.120062	57156.3291969218	2039985.59939152	1556052.86368121	42.2112564019103	32.1977500347874	65877.9478616	71704.3501527831	2024270.5184442	2023301.02140164	41.8860809146706	41.8660201415668	66279.7756612	89686.5864538686	2008555.43749688	2615661.49513442	41.5609054274308	54.1231065869563
L01-0071	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	03/09/2022	03/10/2022	03/16/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.439	6442.512609	3221.13235	4831.8224795	10706.135176648	5352.86160135693	8029.49838900248	18.982509178454	9.49088936410802	14.236699271281	32921.2321478	31688.5029588118	34716.9046705792	27577.9798763384	61.5547955152114	48.8971274403164	38303.8436509	41117.553120217	40217.7827689911	39453.7344895125	71.3081254769346	69.9534299459441	43686.455154	53796.2427333141	45718.660867403	54403.9823665189	81.0614554386578	96.4609616427639
A01-0215	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	03/30/2022	03/31/2022	04/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.3	131279.5584	118453.6788	124866.6186	4621606.66441538	4170080.38447666	4395843.52444602	95.6300005052015	86.2870465253407	90.9585235152711	65404.744284	69598.9496216648	2275711.00374275	2499254.23463178	47.088871952962	51.7144147209026	63296.617831	63909.0975569657	2197601.2432429	2290078.80578268	45.4726295986364	47.3861696280144	61188.491378	60213.0799963863	2119491.48274306	2149343.83431712	43.8563872443109	44.4740902647973
A01-0078	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	11/01/2021	11/01/2021	11/03/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.683	63532.43381	40823.74275	52178.08828	2088229.46206323	1341823.96690778	1715026.7144855	43.2095154374944	27.7649388947976	35.487227166146	76775.867222	85740.9537509764	2863966.94055161	3713278.99056231	59.2610275730759	76.8349402119332	62043.2585077	72651.4610853763	2333327.24944662	3235303.84806694	48.2810637611038	66.9447079967501	47310.6497934	69702.7976708578	1802687.55834164	3096021.19144721	37.3010999491317	64.0626798428904
E02-0108	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	04/14/2022	04/15/2022	04/22/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.186	2872.931762	5746.06047	4309.496116	2022.79177954179	4045.72222605614	3034.25700279897	0.846002417206939	1.69206282980182	1.26903262350438	12564.3299728	28748.5787839989	9195.5879874506	24332.8834959973	3.84591718421188	10.1768646992879	14198.2813762	32181.1070983182	10530.8782209517	27352.404749659	4.40438235924371	11.4397343160431	15832.2327796	35959.3283477428	11866.1684544528	30531.2865457035	4.96284753427554	12.7692540969065
J01-0013	not institution specific	wwtp	WWTP	WWTP	33432	AlpineLakeWWTP-01	active	03/23/2022	03/24/2022	03/30/2022	24-hr time-weighted composite	Alpine Lake	26764	NA	-79.50179	39.45709	700	Preston	0.15	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.131	8707.128838	5804.551542	7255.84019	4317.76688727962	2878.41157629089	3598.08923178526	6.16823841039946	4.11201653755842	5.14012747397894	10280.7412854	29977.2758337576	4934.21921275954	14445.0851327192	7.04888458965648	20.6358359038846	12104.9787754	35092.5300465402	5774.33594669139	16918.4007990634	8.24905135241627	24.1691439986619	13929.2162654	40455.7706571197	6614.45268062323	19506.2549951913	9.44921811517605	27.8660785645591
A04-0029	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	03/07/2022	03/08/2022	03/11/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.714	100877.6593	48967.39617	74922.527735	272650.39640764	132348.233191018	202499.314799329	136.32519820382	66.174116595509	101.249657399665	129569.674694	187530.159961023	343945.81193473	373478.897912623	171.972905967365	186.739448956311	126814.437793	196286.098345201	336516.967057667	402004.301507845	168.258483528833	201.002150753922	124059.200892	207797.853176699	329088.122180604	439550.793865516	164.544061090302	219.775396932758
O01-0003	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	04/07/2022	04/08/2022	04/13/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.94	1958	1633	1795.5	21790.7883732	18173.8291182	19982.3087457	3.58932439024872	2.99354786990611	3.29143613007742	5272.363098	8025.02218989251	46368.2998343721	72868.6479639857	7.63767086713426	12.0027422111655	4527.841391	6672.87168741822	40830.3584081959	67010.0106565412	6.72547494781682	11.0377220649878	3783.319684	5873.04325038717	35292.4169820197	64979.6572001305	5.81327902849937	10.7032873003015
A03-0329	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	active	05/02/2022	05/02/2022	05/05/2022	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1333	1221	1277	NA	NA	NA	NA	NA	NA	1462.3833558	1016.18126540162	NA	NA	NA	NA	1563.4833558	1049.80688362089	NA	NA	NA	NA	1664.5833558	1394.98616265117	NA	NA	NA	NA
A0218	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/12/2021	01/12/2021	01/15/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.288	41088	61632	51360	1133538.54127104	1700307.81190656	1416923.1765888	23.4551096935739	35.1826645403609	29.3188871169674	104314.8	95780.1739253441	3309173.78808571	3096186.68646556	68.4732202467661	64.0661042556192	105850.2	92564.7500818073	3322118.90002246	2788224.45033299	68.7410797058115	57.6937686296349	107385.6	93004.065606362	3335064.0119592	2603896.53083494	69.0089391648568	53.8796666701485
S01-0030	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	active	04/21/2022	04/22/2022	04/27/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.741	13670.29717	19139.6644	16404.980785	38345.0305912247	53686.5444691554	46015.78753019	5.92842155090054	8.30033155058061	7.11437655074057	31919.9693262	75494.8787972203	90685.0464022389	217656.365480454	14.0205699446875	33.6512624428655	29127.5476152	68410.5464018364	82906.2430985902	197701.277455808	12.8179101884029	30.5660602127099	26335.1259042	61927.9955037112	75127.4397949415	179305.770413635	11.6152504321183	27.7219805834315
A02-0141	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	10/02/2021	10/04/2021	10/04/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1602.238966	4807.045422	3204.642194	NA	NA	NA	NA	NA	NA	28945.2673352	59636.3553088797	NA	NA	NA	NA	24385.1312083	48548.4056412267	NA	NA	NA	NA	19824.9950814	49532.8919999497	NA	NA	NA	NA
Q01-0012	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	05/15/2022	05/16/2022	05/19/2022	24-hr time-weighted composite	Danville	25053	NA	-81.8472888	38.102484	4555	Boone	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.36	78767.6551938056	71376.8953084947	75072.2752511502	107340.433072986	97268.6927771024	102304.562925044	23.5654079194262	21.3542684472234	22.4598381833248	133239.477664232	74575.6583287558	206062.002935524	135820.993704208	45.2386395028593	29.8180008132181	130297.597646713	70692.8519517039	201307.675697798	128392.897366257	44.1948794067613	28.1872442077403	127355.717629194	67689.5322142823	196553.348460071	121862.599592413	43.1511193106633	26.7535893726483
MU-776	not institution specific	wwtp	WWTP	WWTP	138800	HSB	active	2/12/2022	2/13/2022	2/14/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Cabell,Wayne	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.98	322153	322153	322153	9731459.8780854	9731459.8780854	9731459.8780854	173.776069251525	173.776069251525	173.776069251525	522056	833818.63227902	29552121.5551656	27612596.5716266	527.716456342243	493.082081636189	521868.2	876503.692134163	29288833.6842503	29347754.1407491	523.014887218756	524.067038227663	521680.4	927735.706549088	29025545.813335	33457978.5253124	518.313318095268	597.463902237722
A0100	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	11/01/2020	11/01/2020	11/09/2020	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.21	9816	9816	9816	305063.7692376	305063.7692376	305063.7692376	6.31236072747889	6.31236072747889	6.31236072747889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G01-0063	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	10/27/2021	10/28/2021	11/02/2021	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	91382.07674	28082.003	59732.03987	NA	NA	NA	NA	NA	NA	83462.63796	55638.4742691366	NA	NA	NA	NA	74532.818955	63298.515851171	NA	NA	NA	NA	65602.99995	80976.4617054107	NA	NA	NA	NA
N03-0063	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	04/28/2022	04/29/2022	05/04/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.52575	5992.103275	5992.103275	5992.103275	11925.359946308	11925.359946308	11925.359946308	6.435704234381	6.435704234381	6.435704234381	6069.6641678	8447.65320584704	13462.5792881341	19037.3302159693	7.26528833682359	10.2737885677115	6083.4045343	11721.0193496852	12171.786008482	18969.3416666219	6.56869185562977	10.2370974995261	6097.1449008	16483.4295599382	10880.9927288298	27486.7932582332	5.87209537443595	14.8336714831264
A03-0152	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	active	12/22/2021	12/22/2021	12/22/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1782	1754	1768	NA	NA	NA	NA	NA	NA	32544.264438	100045.012076139	NA	NA	NA	NA	27966.0607828	86663.2711472268	NA	NA	NA	NA	23387.8571276	73529.14487347	NA	NA	NA	NA
A1088	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	07/08/2021	07/08/2021	07/09/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.773	9310	4655	6982.5	309179.5319683	154589.76598415	231884.648976225	6.39752383645713	3.19876191822856	4.79814287734284	3633.2	6432.51417162193	108077.515730766	218426.346841906	2.23633330017311	4.51966451833111	3363.675	4767.83844660566	98833.2327822525	159257.661741722	2.0450511666581	3.29534972979892	3094.15	4128.41986184618	89588.949833739	126681.653920071	1.85376903314308	2.6212889819581
A04-0015	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	02/14/2022	02/15/2022	02/15/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.625	227526.6346	250556.7911	239041.71285	538300.998675741	592787.614123657	565544.306399699	269.150499337871	296.393807061828	282.77215319985	310385.18052	272928.772926309	857694.426121196	813815.818633936	428.847213060598	406.907909316968	282696.413988	334903.029816835	776828.453634511	975291.971730662	388.414226817255	487.645985865331	255007.647456	420956.302314351	695962.481147825	1208775.46060594	347.981240573912	604.387730302968
