Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A03-0087	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	active	01/12/2022	01/12/2022	01/13/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	37038.84646	71792.51567	54415.681065	NA	NA	NA	NA	NA	NA	279603.2763568	1082780.31369195	NA	NA	NA	NA	173070.2255866	612984.781856097	NA	NA	NA	NA	66537.1748164	149978.058291774	NA	NA	NA	NA
A04-0037	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	03/17/2022	03/18/2022	03/18/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.68	60634.29438	60634.29438	60634.29438	156077.451716517	156077.451716517	156077.451716517	78.0387258582586	78.0387258582586	78.0387258582586	69341.971066	81890.3914647895	190868.728283287	218808.547604277	95.4343641416436	109.404273802138	69094.119212	86202.001023202	190351.815731742	230595.912080675	95.1759078658709	115.297956040338	68846.267358	90576.6525916128	189834.903180196	242553.450263827	94.9174515900981	121.276725131914
E01-0090	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	04/04/2022	04/05/2022	04/08/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.323	74367.44571	65779.84817	70073.64694	653950.686401007	578435.583627167	616193.135014087	18.1652968444724	16.0676551007546	17.1164759726135	46542.4405212	53827.7973759902	413189.818726625	475557.32017832	11.4774949646285	13.2099255605089	44817.5122583	51884.5979843688	399562.005219111	457499.748608167	11.0989445894197	12.7083263502269	43092.5839954	50240.0717626489	385934.191711596	442587.862137678	10.720394214211	12.2941072816022
M03-0060	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	05/12/2022	05/13/2022	05/18/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.173	420151.997208596	449012.271165847	434582.134187222	275147.429913337	294047.328661146	284597.379287241	252.197460965478	269.520924529007	260.859192747242	236441.262569279	328006.187860782	181644.369636218	249575.373684605	166.493464377835	228.758362680665	248921.210057136	356184.228503027	191627.304855422	275030.903936231	175.643725806986	252.090654387013	261401.157544994	387489.898632909	201610.240074626	303054.734865547	184.793987236137	277.777025541289
A01-0189	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	02/28/2022	03/01/2022	03/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10.7	58818.37919	11022.16026	34920.269725	2382372.98423491	446440.333666931	1414406.65895092	49.2959150851455	9.23771589279363	29.2668154889696	93526.076442	143790.260160888	3960714.24317658	5305255.24638489	81.9548552221607	109.776014864776	94100.462351	163980.011563602	3992215.86577052	6134776.25815136	82.6066848570295	126.940412559	94674.84826	186473.831833463	4023717.48836446	7059877.30499924	83.2585144918983	146.082546453386
H01-0029	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	11/02/2021	11/03/2021	11/11/2021	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	14450	18912.5	16681.25	NA	NA	NA	NA	NA	NA	10256.0811298	5256.62509132175	NA	NA	NA	NA	12374.6370709	4798.52646748153	NA	NA	NA	NA	14493.193012	5493.2538141249	NA	NA	NA	NA
A03-0088	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	active	12/08/2021	12/08/2021	12/14/2021	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	2791	1540	2165.5	NA	NA	NA	NA	NA	NA	4960.0654816	8428.18458171021	NA	NA	NA	NA	4456.6689346	7780.05872835903	NA	NA	NA	NA	3953.2723876	7363.71539495714	NA	NA	NA	NA
A04-0038	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	03/18/2022	03/19/2022	03/31/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.626	77429.18998	83888.08474	80658.63736	183481.370006412	198786.797579633	191134.083793022	91.740685003206	99.3933987898164	95.5670418965112	79546.847608	68970.0406464848	214531.128282544	179312.929768423	107.265564141272	89.6564648842114	80531.802362	72282.093059196	216993.3212197	187875.878981677	108.49666060985	93.9379394908387	81516.757116	75739.7459199126	219455.514156857	196883.697207123	109.727757078428	98.4418486035615
P01-0023	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	active	01/19/2022	01/20/2022	02/01/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.373	262282.6311	331730.4969	297006.564	370332.04088291	468389.505720795	419360.773301853	128.053956045266	161.960410000275	145.007183022771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0241	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	02/14/2021	02/14/2021	02/18/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.362	43740	72930	58335	1550102.2282908	2584566.8840706	2067334.5561807	32.0746198537245	53.4796988096052	42.7771593316649	137020.8	374448.670878317	4958479.57184438	13827897.2114114	102.600553961355	286.125997587555	132460.8	324465.720843132	4781549.16094375	11993941.0802054	98.9395207942341	248.177890254208	127900.8	275579.369859084	4604618.75004311	10195462.196758	95.2784876271128	210.963875946822
