Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
G01-0124	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	04/09/2022 09:00 AM	04/10/2022 08:00 AM	04/14/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.76	1252	2698.674467	1975.3372335	8341.2266432	17979.4371928626	13160.3319180313	1.02120796317336	2.20120435759826	1.61120616038581	5266.8867302	11372.2162023939	27492.283884173	51397.4385752438	3.36585258131404	6.29253655426589	6000.6343444	6120.00776769097	33683.3332184968	29058.0728910452	4.12381650569255	3.55755054983413	6734.3819586	5390.47170372728	39874.3825528205	37175.0217095037	4.88178043007107	4.55130040517919
E01-0014	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	12/01/2021 08:00 AM	12/02/2021 08:00 AM	12/09/2021	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.522	352548.4961	332466.1499	342507.323	2031170.79719053	1915468.48788628	1973319.64253841	56.4214110330704	53.2074579968412	54.8144345149558	274853.979422	453652.538799468	1866168.70674632	3190110.14634209	51.8380196318423	88.6141707317248	267053.938855	469106.933359454	1812975.89514546	3301643.91999736	50.3604415318183	91.7123311110379	259253.898288	485238.385952801	1759783.0835446	3418160.71256755	48.8828634317943	94.9489086824319
C01-0044	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	11/23/2021 07:00 AM	11/24/2021 07:00 AM	11/30/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5.856	151742.9388	45055.40662	98399.17271	3363740.49751079	998759.461745113	2181249.97962795	67.2748099502158	19.9751892349023	43.624999592559	142919.914756	69480.7720491786	3271142.99237965	1596198.99949579	65.422859847593	31.9239799899158	110268.617974	73824.1548318411	2528983.45759567	1736920.54750186	50.5796691519134	34.7384109500372	77617.321192	89071.688979967	1786823.92281169	2093811.82753356	35.7364784562338	41.8762365506712
O01-0099	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	06/03/2022 06:30 AM	06/04/2022 06:30 AM	06/08/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.43	77582.4750959874	75425.4671931267	76503.9711445571	419964.512185935	408288.334407573	414126.423296754	69.1755085135785	67.2522375897831	68.2138730516808	52165.2900204063	39089.8422988498	307282.907468454	193075.111698554	50.6148752212903	31.8028515398706	49764.4129469991	36995.1422777084	293614.351826967	181983.726636064	48.3634247779554	29.9759062157904	47363.5358735919	37131.4249050553	279945.79618548	186917.088026436	46.1119743346204	30.7885172173341
N02-0023	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	03/08/2022 07:00 AM	03/09/2022 07:00 AM	03/16/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10.32	20580.29138	16463.42514	18521.85826	803977.956981343	643150.80212302	723564.379552182	30.3410807223694	24.2716734139565	27.3063770681629	16192.329702	16514.9102335731	618551.618491152	567566.553787911	23.3433322700261	21.4192223484003	19836.0653376	19037.3211919576	764170.900543098	657386.87510497	28.8388142706279	24.808924262396	23479.8009732	23635.0674448158	909790.182595044	849752.389133956	34.3342962712297	32.068548159633
P01-0028	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	active	03/09/2022 11:26 AM	03/10/2022 11:06 AM	03/23/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.358	80070.89719	88086.40838	84078.652785	108510.220625655	119372.655270173	113941.437947914	37.5208231762293	41.276851753172	39.3988374647007	40550.377546	53554.9101457777	50263.3774335817	70103.2344818222	17.3801443407959	24.2403991984171	41520.710202	59193.6936227532	51368.7005927423	76234.040011004	17.7623446032995	26.3603181227538	42491.042858	65971.1158355065	52474.0237519029	83712.5466120156	18.1445448658032	28.9462470995905
A04-0005	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	01/31/2022 09:00 AM	02/01/2022 09:00 AM	02/01/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.575	767457.3219	660568.1884	714012.75515	1670455.85701375	1437799.81997947	1554127.83849661	835.227928506875	718.899909989733	777.063919248304	1159601.55056	927302.676649369	2732792.00968309	2500244.44163087	1366.39600484154	1250.12222081544	1043131.21314	687771.61890458	2444381.51374476	1823242.53619688	1222.19075687238	911.621268098439	926660.87572	642985.8478266	2155971.01780644	1579487.1912852	1077.98550890322	789.743595642601
A02-0529	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	active	05/16/2022 09:00 AM	05/18/2022 09:00 AM	05/18/2022	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	7189965.50559996	7474346.35162352	7332155.92861174	NA	NA	NA	NA	NA	NA	2217334.86624112	5692006.97183336	NA	NA	NA	NA	2217196.15428292	5801542.72246803	NA	NA	NA	NA	2217057.44232471	5913422.52521649	NA	NA	NA	NA
C01-0010	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	09/27/2021 07:00 AM	09/28/2021 07:00 AM	10/01/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	37600.79622	67410.84516	52505.82069	NA	NA	NA	NA	NA	NA	24315.7713142	30852.7601684449	630900.791222698	777192.188573827	12.618015824454	15.5438437714765	34094.2933639	42085.7976857255	793048.291465228	1039860.28571989	15.8609658293046	20.7972057143977	43872.8154136	54158.6008964517	955195.791707759	1425175.16967097	19.1039158341552	28.5035033934193
A02-0356	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	active	02/16/2022 09:00 AM	02/18/2022 09:00 AM	02/18/2022	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	330	1923	1126.5	NA	NA	NA	NA	NA	NA	945.6	1655.4527453615	NA	NA	NA	NA	3726.61091	7183.48919453635	NA	NA	NA	NA	6507.62182	13266.1956174803	NA	NA	NA	NA
