Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
N03-0113	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	06/19/2022	06/20/2022	06/22/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.42526	15213.3768238127	4346.11547738313	9779.74615059792	24490.2423299955	6996.30479596458	15743.2735629801	13.2165366055022	3.7756636783403	8.49610014192124	129118.620682508	177084.117638921	263214.680700954	379024.563564223	142.047857906613	204.546445528453	128452.228887007	180392.054024087	261588.354014089	380764.081137472	141.170185652503	205.485202988382	127785.837091506	184227.56643661	259962.027327224	383522.758069127	140.292513398394	206.973965498719
C01-0048	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	11/29/2021	11/30/2021	12/07/2021	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5.843	200133.5728	145163.0858	172648.3293	4426584.50931047	3210738.99764001	3818661.75347524	88.5316901862094	64.2147799528003	76.3732350695048	147523.578882	105412.885403039	3184972.72866932	2256706.09519663	63.6994545733863	45.1341219039326	118786.401443	76561.5541776174	2567398.21877969	1652082.49464178	51.3479643755939	33.0416498928357	90049.224004	72083.5258561807	1949823.70889007	1590909.79178679	38.9964741778014	31.8181958357358
D01-0025	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	03/30/2022	03/31/2022	04/04/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.27	4965.555053	7448.552353	6207.053703	23871.7604265344	35808.6971944636	29840.228810499	1.40422120156085	2.1063939526155	1.75530757708818	58338.6743746	174854.133279734	274525.330394607	820287.554560804	16.1485488467416	48.252209091812	42176.3056542	125409.88765076	198574.340941672	588121.200656982	11.6808435848042	34.5953647445283	26013.9369338	76768.1581332172	122623.351488737	359814.604871051	7.21313832286689	21.1655649924148
N02-0052	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	04/12/2022	04/13/2022	04/20/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10.43	5752.764093	8629.442621	7191.103357	227129.632664703	340706.154628139	283917.893646421	8.57157644594698	12.8578064241882	10.7146914350676	8210.1127642	6693.02107601264	431627.848518515	543175.118462799	16.289072704299	20.4987213549249	6588.7881044	3535.09126183593	344718.840752371	333902.818029053	13.0092399710307	12.6010573639163	4967.4634446	7022.65621487285	257809.832986226	414768.954370809	9.72940723776234	15.6528400019175
A1015	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	03/25/2021	03/25/2021	03/26/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.288	33192	19920	26556	1041348.48443136	624959.6833536	833154.08389248	21.547518714438	12.9316272834299	17.239572998934	9057.8	25692.7175457132	295498.725598056	803660.441320192	6.11444143349727	16.6292923630233	10549.2	17801.5298940248	347342.823878559	547504.647001941	7.18719632259889	11.3289324408612	12040.6	14922.6979586207	399186.922159062	456973.488102287	8.25995121170051	9.45566727574671
A04-0077	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	active	05/16/2022	05/17/2022	05/17/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.669	512710.012793539	517421.31114006	515065.6619668	1298406.98077476	1310338.0578144	1304372.51929458	649.20349038738	655.169028907201	652.186259647291	490968.086590951	391598.585127029	1169397.56826134	849844.094888448	584.698784130668	424.922047444224	494765.099149585	433199.542785578	1175858.94407996	952363.875014684	587.92947203998	476.181937507342	498562.111708219	475463.683744702	1182320.31989858	1057155.59058589	591.160159949292	528.577795292946
N02-0013	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	03/20/2022	03/21/2022	03/23/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.36	2327	91	1209	73640.3062252	2879.7885116	38260.0473684	2.77908922277908	0.10867946681259	1.44388434479583	285456.4197302	1139426.92559895	13056305.0284274	52208943.8134236	492.727942804263	1970.29752484805	292405.3304804	1168127.75561167	13383286.9004803	53514716.6080055	505.067812683233	2019.57568903334	299354.2412306	1196846.50921735	13710268.7725332	54821174.6771298	517.407682562202	2068.87971458713
A02-0692	higher ed dorm	upstream	Sewer Network	Residential	105612	MtValley-01	active	10/08/2022	10/10/2022	10/12/2022	48-hr time-weighted composite	Mountain Valley Apartments	26505	Captures all of Mountain Valley	-79.9657691	39.6727656	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	17978.2368242741	15730.535723269	16854.3862737715	NA	NA	NA	NA	NA	NA	18208.320224192	28321.3767367358	NA	NA	NA	NA	16509.9490808789	27909.0145046937	NA	NA	NA	NA	14811.5779375657	28758.9063610872	NA	NA	NA	NA
C01-0001	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	09/12/2021	09/13/2021	09/17/2021	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	14397.60476	8637.567945	11517.5863525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
L01-0204	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	09/03/2022	09/04/2022	09/07/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.31	184409.511387348	225854.232609272	205131.87199831	1612531.5556368	1974936.51122798	1793734.03343239	2859.09850290213	3501.66048090068	3180.37949190141	203399.759531021	142878.495598734	511922.819468792	1141790.08104755	907.664573526228	2024.45049831125	210537.188306451	144786.277258408	550367.724469642	1287310.33753811	975.829298705039	2282.46513747892	217674.617081881	150274.075628164	588812.629470492	1433383.76481827	1043.99402388385	2541.46057591891
