Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
N02-0104	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	06/29/2022	06/30/2022	07/08/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5.68	137155.2104	137155.2104	137155.2104	2948991.8444015	2948991.8444015	2948991.8444015	111.29111043858	111.29111043858	111.29111043858	68411.8820604	98501.6600470932	1586837.48478846	1855065.29232085	59.8851794395223	70.0077474647463	68501.0158015	101082.260670238	1575183.29935394	1938683.22264362	59.4453656635951	73.1633792227195	68590.1495426	103829.176012533	1563529.11391942	2028273.22362598	59.0055518876678	76.5443891473311
G01-0059	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	10/23/2021	10/24/2021	10/27/2021	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	84918.56277	108747.53	96833.046385	NA	NA	NA	NA	NA	NA	98918.841506	139403.775992421	248848.819096643	242946.710576479	30.4663098796086	29.7437206876198	87975.617393	143994.562053229	240404.97550596	217216.799434931	29.4325386270764	26.5936336232776	77032.39328	158205.507042924	231961.131915278	192213.051970555	28.3987673745443	23.5324500453667
A02-0553	higher ed dorm	upstream	Sewer Network	Residential	105612	UPlace-01	active	08/31/2022	09/02/2022	09/02/2022	48-hr time-weighted composite	University Place Apartments	26505	Captures UPlace and associated dining	-79.9567559	39.64019	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	58875.87704	54948.23791	56912.057475	NA	NA	NA	NA	NA	NA	353834.228988	525885.408455543	NA	NA	NA	NA	322627.181425	474198.030264988	NA	NA	NA	NA	291420.133862	447413.015935969	NA	NA	NA	NA
A01-0075	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	10/28/2021	10/28/2021	10/29/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.845	32030.75364	27100.27248	29565.51306	951202.603144998	804784.365008614	877993.484076806	19.6822256899727	16.6525485227738	18.1673871063732	52344.088704	76095.6360650856	1628484.42649148	2501003.23733389	33.6964994721793	51.7506049771125	44199.2906037	70116.1895966591	1370264.16952755	2293165.26116354	28.3534218160808	47.4500343726937	36054.4925034	66384.4097147265	1112043.91256362	2155248.21638664	23.0103441599823	44.5962633749925
A01-0053	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	10/02/2021	10/02/2021	10/05/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.465	195434.0112	169583.6031	182508.80715	5522591.02741266	4792107.98123541	5157349.50432403	114.273113462437	99.1580032535053	106.715558357971	371892.2642	747544.966813504	11950328.641735	27196462.0287072	247.275464362998	562.747517561396	385421.276127	751538.131640853	12339185.4601566	27372455.3032509	255.321665704284	566.389159560728	398950.288054	757756.130807407	12728042.2785783	27593249.7363172	263.367867045571	570.95782437339
L01-0211	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	08/23/2022	08/24/2022	08/31/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.39	65123.98034	69619.02156	67371.50095	96143.1769033474	102779.250757341	99461.2138303444	170.466625715155	182.232714108761	176.349669911958	162590.2386812	329257.759699264	121782.072275551	175971.250118261	215.925660063033	312.005762621031	170919.0020532	339029.898644148	128397.34188265	181647.905044641	227.654861494061	322.070753625251	179247.7654252	348971.686472053	135012.61148975	187560.163980473	239.384062925089	332.553482234882
A01-0120	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	12/07/2021	12/08/2021	12/13/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.3	325704.8553	172932.111	249318.48315	9000362.83899856	4778718.27879372	6889540.55889614	186.234953629336	98.8809443551093	142.557948992223	121253.165956	214985.919794858	3369873.43413694	5899104.08951541	69.7292135850219	122.063898558091	97063.8029567	164869.03245573	2701207.33116585	4505494.0088975	55.8932157582736	93.2274045873511	72874.4399574	119145.904398619	2032541.22819476	3218392.04211029	42.0572179315253	66.5947699493108
A02-0173	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	inactive	10/13/2021	10/15/2021	10/15/2021	48-hr time-weighted composite	College Park Apartments	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	15503.87613	9301.172569	12402.5243495	NA	NA	NA	NA	NA	NA	18395.7097562	44081.7211310212	NA	NA	NA	NA	17854.1846642	37876.4842952225	NA	NA	NA	NA	17312.6595722	34186.2891092755	NA	NA	NA	NA
A02-0155	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	active	08/10/2021	08/11/2021	08/11/2021	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	4055.69844	6759.86311	5407.780775	NA	NA	NA	NA	NA	NA	1614.939688	2815.07940061835	NA	NA	NA	NA	1907.156155	3708.7059454074	NA	NA	NA	NA	2199.372622	4778.12379494981	NA	NA	NA	NA
H01-0194	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	04/20/2022	04/21/2022	04/22/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.2	28770.28361	23537.85452	26154.069065	239596.102416286	196020.945732817	217808.524074552	19.9663418680239	16.3350788110681	18.150710339546	8498.4897862	21190.275320679	70810.5784782017	176364.216574472	5.90088153985014	14.6970180478727	8122.9953962	19188.0922447745	68234.2551981544	160199.394889073	5.68618793317953	13.3499495740894	7747.5010062	17656.2161924469	65657.9319181071	148481.723167428	5.47149432650893	12.373476930619
