Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A03-0068	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	11/05/2021 06:00 AM	11/05/2021 01:30 PM	NA	11/10/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	108392.8621	46396.54905	77394.705575	NA	NA	NA	NA	NA	NA	22720.5576032	88209.0584594352	NA	NA	NA	NA	17364.3723281	61903.5922822791	NA	NA	NA	NA	12008.187053	35951.3330846091	NA	NA	NA	NA
A02-0301	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	01/19/2022 09:00 AM	01/21/2022 09:00 AM	NA	01/21/2022	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3014956.155	3153337.34	3084146.7475	NA	NA	NA	NA	NA	NA	929128.28401	2280092.81065087	NA	NA	NA	NA	794110.885702	2392228.29750247	NA	NA	NA	NA	659093.487394	2569296.31088458	NA	NA	NA	NA
A03-0284	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	04/11/2022 06:00 AM	04/11/2022 02:00 PM	NA	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2586	1798	2192	NA	NA	NA	NA	NA	NA	4075.9909516	7705.45804643493	NA	NA	NA	NA	3261.0566513	3844.37496912168	NA	NA	NA	NA	2446.122351	959.681857403591	NA	NA	NA	NA
H01-0141	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/26/2022 08:00 AM	02/27/2022 08:00 AM	4.4	03/04/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11995.35342	8996.193632	10495.773526	199792.25547425	149838.83788064	174815.546677445	16.6493546228541	12.4865698233867	NA	17859.5123214	41560.2479041655	200730.177689704	515564.68674815	16.7275148074753	42.9637238956792	15701.6330227	31967.7860253282	169456.501019389	400637.988228439	NA	NA	13543.753724	22885.8373194296	138182.824349074	288680.905982508	11.5152353624228	24.056742165209
R01-0046	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/17/2022 09:15 AM	03/18/2022 08:00 AM	0.145	03/23/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11792.29014	3930.394789	7861.3424645	6472.60468773432	2157.33258204313	4314.96863488873	3.08072569620863	1.02681227131991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A03-0264	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	03/25/2022 06:00 AM	03/25/2022 01:40 PM	NA	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3585.726768	14344.74701	8965.236889	NA	NA	NA	NA	NA	NA	5880.1499796	12486.8518570436	NA	NA	NA	NA	6357.51735	8896.64610423386	NA	NA	NA	NA	6834.8847204	9567.60446207375	NA	NA	NA	NA
A02-0058	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	08/25/2021 10:03 AM	08/27/2021 10:03 AM	NA	08/27/2021	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5361.347646	5361.347646	5361.347646	NA	NA	NA	NA	NA	NA	12811.056555	23618.4878687165	NA	NA	NA	NA	15913.9074013	24445.2647151817	NA	NA	NA	NA	19016.7582476	27308.0206125663	NA	NA	NA	NA
A02-0459	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	04/20/2022 09:00 AM	04/22/2022 09:00 AM	NA	04/25/2022	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	64473.70134	64473.70134	64473.70134	NA	NA	NA	NA	NA	NA	164396.592385	343543.281420157	NA	NA	NA	NA	158944.879178	343091.860055753	NA	NA	NA	NA	153493.165971	343386.636579107	NA	NA	NA	NA
H01-0007	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/04/2021 08:00 AM	10/05/2021 08:00 AM	NA	10/08/2021	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	78673.53201	82971.58778	80822.559895	NA	NA	NA	NA	NA	NA	62322.63862	80572.2471055569	NA	NA	NA	NA	45466.363284	57530.9123122533	NA	NA	NA	NA	28610.087948	57615.1436667814	NA	NA	NA	NA
E01-0017	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	12/07/2021 08:00 AM	12/08/2021 08:00 AM	1.637	12/09/2021	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	303598.1637	48252.59931	175925.381505	1881311.6501821	299007.662388808	1090159.65628545	52.2586569495027	8.30576839968911	NA	419253.564826	753797.481973407	2608420.08414895	4812468.30746385	72.4561134485818	133.679675207329	405741.39011	847017.472549894	2526295.93936866	5402522.79012966	NA	NA	392229.215394	951037.463204108	2444171.79458837	6057403.34905128	67.8936609607879	168.261204140313
