Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
E02-0183	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	08/17/2022	08/18/2022	08/19/2022	24-hr time-weighted composite	Athens	24740		-81.01598	37.42163	2391	Mercer	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.17	268125.506043434	270294.787287712	269210.146665573	172544.045211419	173940.020426952	173242.032819186	72.163967047854	72.7478128092648	72.4558899285594	486184.235394001	645173.88109434	257354.012347373	295585.009679788	107.634467732067	123.624010740187	492666.147977114	655903.131244422	262695.02395854	308524.382453978	109.868265980151	129.035709934746	499148.060560227	667835.744143973	268036.035569708	322136.429084723	112.102064228234	134.728744912055
A03-0335	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	inactive	05/09/2022	05/09/2022	05/12/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	2408	11905.9056	7156.9528	NA	NA	NA	NA	NA	NA	1559.2	1690.75850756049	NA	NA	NA	NA	3136.5173453	4464.88541634133	NA	NA	NA	NA	4713.8346906	8260.94833341287	NA	NA	NA	NA
N03-0091	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	05/13/2022	05/14/2022	05/18/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.49224	52971.4527726174	73168.6757504941	63070.0642615558	98703.3086637665	136337.404566207	117520.356614987	53.2667612864363	73.5765809855407	63.4216711359885	28946.2645929977	58998.482489454	52853.866897407	106408.662011744	28.5234036143589	57.4250739404989	30312.7172711946	59278.4281373294	55489.1563796485	107737.146823138	29.9455781865346	58.142011237527	31679.1699493915	61341.3376205617	58124.4458618901	112347.329077614	31.3677527587102	60.6299671222955
A03-0293	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	inactive	04/01/2022	04/01/2022	04/04/2022	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1690	561	1125.5	NA	NA	NA	NA	NA	NA	5445.935876	16067.4772531618	NA	NA	NA	NA	4791.4791385	12658.3177175349	NA	NA	NA	NA	4137.022401	9372.37609967995	NA	NA	NA	NA
N02-0060	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	05/08/2022	05/09/2022	05/11/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15.7	36191.81603	9867.395964	23029.605997	2150913.53839452	586428.587890538	1368671.06314253	81.1726748582731	22.1310509431104	51.6518629006917	37547.83892	21732.1217713696	1374181.32801002	910181.907313304	51.8598131183492	34.3490794517814	30094.4099304	11176.8256293869	1083377.75920359	405509.840418772	40.8852652729863	15.3034131035841	22640.9809408	25299.6576947522	792574.190397168	804621.581004459	29.9107174276235	30.3653702545271
L01-0076	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	04/09/2022	04/10/2022	04/20/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.339	2129	1265	1697	2732.04774471	1623.31629735	2177.68202103	4.84405628494681	2.87822038537234	3.86113833515957	10350.963216	32024.804084365	12697.8344189405	36863.9574352005	22.5138908137242	65.3616266581569	9935.174022	32459.199807193	12085.3085589295	37501.0444729919	21.4278520548396	66.4912136045956	9519.384828	32917.6633576058	11472.7826989186	38188.7351463474	20.341813295955	67.7105233091266
A01-0347	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	08/31/2022	09/01/2022	09/02/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.8	468635.280132294	470837.51678467	469736.398458482	15610994.7467372	15684354.7908243	15647674.7687808	323.021741986781	324.53970350158	323.780722744181	493562.183439732	462060.209355406	17162013.5505775	9882301.98608017	355.115327565335	204.483984151634	481439.910292626	421921.936021816	16835938.9499633	8631981.8650463	348.368212008842	178.612437200925	469317.63714552	384821.638734811	16509864.3493491	7527213.26301422	341.621096452348	155.752633318454
A01-0027	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	09/04/2021	09/04/2021	09/07/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.983	76130.29808	87863.26289	81996.780485	2876944.78189199	3320330.56570675	3098637.67379937	59.5295642669259	68.7040756022751	64.1168199346005	75648.754178	27627.8283638165	3100673.17008757	1281478.2920883	64.1589382984517	26.516269907472	71353.424057	20140.6164590273	2899360.41181769	741637.206409759	59.9933871010117	15.3459114055984	67058.093936	41106.8219800829	2698047.65354781	1459916.880036	55.8278359035716	30.2085101811786
C01-0124	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	02/08/2022	02/09/2022	02/15/2022	24-hr flow-weighted composite	Wheeling	26003		-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11.13	99684.47819	91368.36782	95526.423005	4199867.88711336	3849496.7408444	4024682.31397888	83.9973577422673	76.9899348168881	80.4936462795777	122279.498022	112172.495363419	5938117.750422	5851825.35820454	118.76235500844	117.036507164091	126420.891403	136378.883642481	5912473.21080667	5268034.13931799	118.249464216133	105.36068278636	130562.284784	168521.627260799	5886828.67119134	5149273.99962055	117.736573423827	102.985479992411
A0217	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/11/2021	01/11/2021	01/15/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.54	129270	142680	135975	3689623.228278	4072371.332952	3880997.280615	76.3454566354494	84.2652568480384	80.3053567417439	107919.6	86381.2809035066	3593585.88058397	2389900.361775	74.3582577508684	49.451671117675	105183	94255.1487667329	3453980.19296522	2437006.90198837	71.4695454594691	50.4263967469867	102446.4	104783.205207255	3314374.50534648	2659756.73672985	68.5808331680699	55.0355226106988
