Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
R01-0044	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	04/11/2022 09:00 AM	04/12/2022 09:00 AM	04/13/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.149	5819.866145	11640.53919	8730.2026675	3282.55634608772	6565.56780482747	4924.06207545759	1.56237808000368	3.12497277716681	2.34367542858524	6246.9579996	10685.6719719408	4463.0818764423	8563.32149315837	2.12426552900633	4.07583126756705	5173.8732299	6309.26672009583	3510.79976482638	4372.17211766537	1.67101369101684	2.08099577233002	4100.7884602	7917.93943416254	2558.51765321046	4251.64789786274	1.21776185302735	2.0236306034568
1500	not institution specific	wwtp	WWTP	WWTP		HSB	active	5/8/2022	5/9/2022	5/10/2022	24-hr time-weighted composite	Huntington	25704	NA	-82.5288640349052	38.4007449310171	56000	Wayne, Cabell	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	25.51	28869	64963	46916	2787758.3429079	6273204.6565633	4530481.4997356	49.7813989804982	112.021511724345	80.9014553524214	97368.2	309885.129991172	3310756.44832258	8619843.67685531	59.1206508629032	153.925779943845	106841.6	317976.003243587	3838549.79377755	8943052.88950751	68.545532031742	159.69737302692	116315	326737.784787137	4366343.13923252	9448551.96890644	77.9704132005807	168.724142301901
A02-0139	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	active	10/02/2021 09:00 AM	10/04/2021 09:00 AM	10/04/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	517	1370	943.5	NA	NA	NA	NA	NA	NA	9344.633994	22868.9225842919	NA	NA	NA	NA	10179.163644	23065.7300218793	NA	NA	NA	NA	11013.693294	24143.3337756023	NA	NA	NA	NA
E02-0131	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	05/19/2022 08:00 AM	05/20/2022 08:00 AM	05/27/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.099	6583.17242749034	633	3608.08621374517	2467.08066713587	237.22028847	1352.15047780294	1.03181960147883	0.0992138387578419	0.565516720118334	35178.3948177471	121041.386906287	13562.4385404499	46156.7083407164	5.6722871352781	19.3043531328801	35952.4644836404	124786.435198068	13926.7716568338	47524.5257841909	5.82466401373225	19.8764223271397	36726.5341495336	128629.01900169	14291.1047732177	48940.6640634203	5.97704089218641	20.4687009884652
A01-0155	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/18/2022 12:00 AM	01/19/2022 12:00 AM	01/25/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12.2	701395.3185	751767.0822	726581.20035	32391840.0017576	34718108.8936946	33554974.4477261	670.249958652492	718.384971314653	694.317464983573	565551.45482	640102.915364748	21280745.8545118	22849603.6765631	440.339882770067	472.802592214929	505429.040721	820720.990899919	19079417.4731114	29718098.1515997	394.790131458191	614.925056935932	445306.626622	1005434.21409772	16878089.0917111	36591361.2247947	349.240380146315	757.146193196382
M03-0058	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	active	05/15/2022 11:00 AM	05/16/2022 11:00 AM	05/18/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.199	19774.3638977408	27192.1569854021	23483.2604415715	14895.9608935873	20483.7591318481	17689.8600127177	13.653493028036	18.7752146029772	16.2143538155066	176790.239296854	333278.742552045	129376.737359899	233933.747339489	118.585460458202	214.421399944537	180643.552724272	347328.794068529	131848.845546908	244458.26471827	120.851370803766	224.068070319221	184496.86615169	361534.359466537	134320.953733918	255143.811944851	123.117281149329	233.862339087856
N03-0097	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	active	05/15/2022 07:30 AM	05/16/2022 07:30 AM	05/18/2022	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.56582	21469.3569391966	14311.6833083332	17890.5201237649	45984.3715860604	30653.6318314636	38319.001708762	24.8161746282031	16.5427047120689	20.679439670136	33212.1359808371	52416.6823294202	61965.3046623355	93168.8964008768	33.4405313882005	50.2800304376022	33869.6212959476	53080.0877478871	63088.2690461005	95037.6524936091	34.0465564199139	51.2885334558063	34527.1066110582	56009.667386094	64211.2334298655	101300.633468157	34.6525814516274	54.6684476352709
B01-0111	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	active	03/29/2022 07:00 AM	03/30/2022 07:00 AM	04/01/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.35	7853.792394	15709.05738	11781.424887	248244.032622532	496534.611188495	372389.321905514	4.96488065245065	9.93069222376991	7.44778643811028	7082.5546236	2111.4136994793	227713.039744709	93393.0595720352	4.55426079489417	1.8678611914407	6941.1280247	6843.01025356684	223961.720873886	231802.340957877	4.47923441747772	4.63604681915753	6799.7014258	11867.6718875191	220210.402003064	390112.483350433	4.40420804006127	7.80224966700866
H01-0117	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	02/02/2022 08:00 AM	02/03/2022 08:00 AM	02/07/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.6	442951.228	451407.1441	447179.18605	4359555.22075705	4442778.90510371	4401167.06293038	363.296268396421	370.231575425309	366.763921910865	465207.38768	489976.724847195	3406172.53729076	3542760.99419873	283.847711440897	295.230082849894	474672.41872	479598.720446128	3470348.90107987	3471793.93734359	289.195741756656	289.316161445299	484137.44976	470487.429921267	3534525.26486899	3408305.188431	294.543772072415	284.02543236925
R01-0013	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	05/15/2022 09:00 AM	05/16/2022 08:30 AM	05/27/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.179	994	8958.37666466833	4976.18833233417	673.52285966	6070.09202122618	3371.80744044309	0.320572517686816	2.8891442271424	1.60485837241461	2021.77690815031	1116.85815903389	1224.33375929449	685.169456019749	0.582738581291998	0.326115876258805	3783.24673264325	2850.40622610133	2380.59663652001	2077.47756940885	1.13307788506426	0.988804173921396	5544.71655713618	5978.92764769402	3536.85951374552	4169.18245890248	1.68341718883652	1.98438003755472
