Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
R02-0109	not institution specific	wwtp	WWTP	WWTP	28695	ElkinsWWTP-01	active	07/21/2022	07/22/2022	07/27/2022	24-hr time-weighted composite	Elkins	26241		-79.86543	38.92026	13156	Randolph	4.99	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.89	123120.1476	76376.81678	99748.48219	880853.849681115	546432.19975357	713643.024717342	66.9545340286649	41.5348281965316	54.2446811125982	52107.661264	97914.8483485254	710040.688230675	1335988.78097054	53.9708641099631	101.549770520716	47918.904384	84951.8983637715	686993.020878885	1353861.35509455	52.2189891212287	102.908281779762	43730.147504	75023.4611209741	663945.353527096	1388112.23607559	50.4671141324944	105.511723629948
G01-0117	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	04/11/2022	04/12/2022	04/14/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.427	2249	5	1127	12148.60337743	27.00890035	6087.80613889	1.48734125580681	0.00330667242286974	0.745323964114838	2809.5759316	3330.20697588192	21650.1431297489	34754.0229348268	2.65060518238845	4.25489996753511	3673.6165351	3685.33967626445	27872.831511087	36773.2241836759	3.412442643375	4.50210873943143	4537.6571386	6025.94252951322	34095.5198924251	49301.4316323797	4.17428010436154	6.03592453873405
F01-0045	not institution specific	wwtp	WWTP	WWTP	16166	WestonWWTP-01	active	05/23/2022	05/24/2022	06/01/2022	24-hr time-weighted composite	Weston	26452	NA	-80.45991	39.06224	10364	Lewis	2.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.3	2803.181279	8410.106013	5606.643646	13794.5475789412	41386.4092234714	27590.4784012063	1.33100613459487	3.99328533611264	2.66214573535376	14926.597488	19980.7175169586	NA	NA	NA	NA	14259.0814933	16117.1530669793	NA	NA	NA	NA	13591.5654986	13222.7639693427	NA	NA	NA	NA
A01-0143	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	01/03/2022	01/04/2022	01/10/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12	49742.36213	57400.28165	53571.32189	2259542.82036628	2607403.20192872	2433473.0111475	46.7543208981601	53.952226492483	50.3532736953215	48634.1310544	95852.6960583311	2443464.98712088	4799122.12217693	50.5600270468647	99.3031394259421	52886.8688982	105630.538809061	2658856.28879527	5292342.45819263	55.0168905974853	109.508824246661	57139.606742	115432.170690946	2874247.59046966	5786945.54331419	59.4737541481059	119.74312082673
G01-0134	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	active	03/27/2022	03/28/2022	03/31/2022	24-hr time-weighted composite	Keyser	26726		-78.97508	39.44123	8168	Mineral	2.4	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.977	29500.78525	26549.77284	28025.279045	109104.098440859	98190.2347673203	103647.16660409	13.3575047062756	12.0213313867924	12.689418046534	69579.66221	175662.13961994	270432.585973861	722332.759260312	33.108788684361	88.4344710161988	58808.2053655	127757.980609946	224013.971159818	517830.359217137	27.4258045004675	63.3974484839786	48036.748521	95066.4402301041	177595.356345776	364158.475623904	21.742820316574	44.5835548021429
E01-0198	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	10/26/2022	10/27/2022	11/03/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.95	295192.9718256	290804.568529129	292998.770177365	2178981.53358277	2146588.31742391	2162784.92550334	60.5272648217437	59.6274532617752	60.0773590417594	179508.09259712	148136.177980892	1631458.33637807	909985.244449116	45.3182871216131	25.2773679013643	178500.348074473	152085.373555891	1653367.44876276	1047610.9694617	45.9268735767435	29.1003047072694	177492.603551826	166291.989456282	1675276.56114746	1272302.2040964	46.5354600318739	35.3417278915665
N02-0051	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	04/19/2022	04/20/2022	04/26/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11.369	5886.484059	5886.484059	5886.484059	253332.648664008	253332.648664008	253332.648664008	9.56044413404814	9.56044413404814	9.56044413404814	8987.4772252	13682.4628810767	362364.742450114	625713.666054304	13.6751733130845	23.6136186147749	9865.1638833	10478.5747841876	385131.777380522	488016.655421901	14.5343715518349	18.4171128168881	10742.8505414	8388.26021126474	407898.81231093	361764.917991495	15.3935697905853	13.6525367194315
Q01-0221	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	active	01/03/2023	01/04/2023	01/06/2023	24-hr time-weighted composite	Danville	25053		-81.8472888	38.102484	4555	Boone	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.557	746364.297866823	856829.127073289	801596.712470056	1573689.24637094	1806601.39707438	1690145.32172266	345.486113363544	396.619406602498	371.052759983021	622276.898860932	345656.473047438	1020724.30775251	760568.823795226	224.088761306809	166.974494795878	647822.317421437	352734.406408258	1065362.9040911	812285.299842582	233.888672687398	178.328276584541	673367.735981942	363093.454023854	1110001.50042968	867893.077847073	243.688584067987	190.536350789698
M04-0047	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	active	04/20/2022	04/21/2022	04/27/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.098	2740	5900.157262	4320.078631	1016.4582932	2188.78240151245	1602.62034735622	1.66632507081967	3.58816787133188	2.62724647107578	1475.8	2061.99314642148	571.228968148	789.596940902672	0.936440931390164	1.29442121459455	1939.4157262	2596.16781302751	745.560881960245	956.614505105599	1.22223095403319	1.56822050017311	2403.0314524	3737.39799428359	919.892795772489	1378.11841010944	1.50802097667621	2.25921050837612
A02-0358	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	02/16/2022	02/18/2022	02/18/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	16476.13803	11768.00888	14122.073455	NA	NA	NA	NA	NA	NA	72583.195966	132763.746783254	NA	NA	NA	NA	70312.734612	137252.545765294	NA	NA	NA	NA	68042.273258	142554.793827534	NA	NA	NA	NA
