Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
N02-0115	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	active	06/23/2022	06/24/2022	06/30/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15.36	4849.21471215785	2424.53728336841	3636.87599776313	281952.24366412	140972.047531555	211462.145597837	10.6405103654661	5.32010142393973	7.98030589470289	53149.2465622722	93971.8806623879	1106291.87843801	1638283.72809745	41.7500142817575	61.8266936409332	47326.1441993527	84937.4822206032	966881.169928907	1455663.6755296	36.4888357585066	54.9348507634388	41503.0418364332	76373.5802533539	827470.461419805	1282892.30350599	31.2276572352557	48.4146842594156
R01-0031	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	active	04/03/2022	04/04/2022	04/06/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.159	23102.48852	23102.48852	23102.48852	13904.9301798904	13904.9301798904	13904.9301798904	6.61824377910063	6.61824377910063	6.61824377910063	21994.1373086	19877.9094484686	13009.1392424148	12141.5906066062	6.1918796965325	5.77895792794202	20799.6466699	15426.942690278	12115.0267916502	8181.66672014843	5.76631451292253	3.89417740130815	19605.1560312	21744.6995662723	11220.9143408857	10707.4960817161	5.34074932931256	5.09638080995531
L01-0114	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	05/05/2022	05/06/2022	05/11/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.266	34767.12316	27038.6022	30902.86268	35007.6789711714	27225.6839109379	31116.6814410547	62.070352785765	48.2724892037907	55.1714209947778	106343.5424882	266855.135943145	94452.1778244711	211363.140942824	167.468400397998	374.757342097206	101936.9124909	267441.005931922	89977.3404556399	211824.46853319	159.534291588014	375.575298817712	97530.2824936	268246.884252671	85502.5030868088	212600.412410394	151.60018277803	376.951085834032
E01-0007	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	11/09/2021	11/10/2021	11/12/2021	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	32947.63178	26354.63089	29651.131335	NA	NA	NA	NA	NA	NA	40094.484866	20212.5990432886	NA	NA	NA	NA	35370.5893054	31572.5295570881	NA	NA	NA	NA	30646.6937448	47949.2961405963	NA	NA	NA	NA
A01-0027	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	09/04/2021	09/04/2021	09/07/2021	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.983	76130.29808	87863.26289	81996.780485	2876944.78189199	3320330.56570675	3098637.67379937	59.5295642669259	68.7040756022751	64.1168199346005	75648.754178	27627.8283638165	3100673.17008757	1281478.2920883	64.1589382984517	26.516269907472	71353.424057	20140.6164590273	2899360.41181769	741637.206409759	59.9933871010117	15.3459114055984	67058.093936	41106.8219800829	2698047.65354781	1459916.880036	55.8278359035716	30.2085101811786
A02-0540	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	active	05/14/2022	05/16/2022	05/16/2022	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	16528.1181782484	18889.8105919361	17708.9643850923	NA	NA	NA	NA	NA	NA	38442.5062116497	51505.3951911649	NA	NA	NA	NA	41219.1543130185	58380.4461569003	NA	NA	NA	NA	43995.8024143872	66369.5670223984	NA	NA	NA	NA
A02-0233	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	active	11/27/2021	11/29/2021	11/29/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1055	2680.037515	1867.5187575	NA	NA	NA	NA	NA	NA	15760.15772	49792.5573321237	NA	NA	NA	NA	15156.5224225	47039.1497964617	NA	NA	NA	NA	14552.887125	44340.9994736862	NA	NA	NA	NA
A02-0381	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	active	03/05/2022	03/07/2022	03/07/2022	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	8365.343353	1	4183.1716765	NA	NA	NA	NA	NA	NA	184791.9238986	696590.737517953	NA	NA	NA	NA	194773.0058321	752893.919569636	NA	NA	NA	NA	204754.0877656	809371.915613358	NA	NA	NA	NA
A02-0160	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	active	10/04/2021	10/06/2021	10/06/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	6427.279748	22502.59772	14464.938734	NA	NA	NA	NA	NA	NA	5501.3804936	14519.2735240368	NA	NA	NA	NA	8288.9279308	19018.682037003	NA	NA	NA	NA	11076.475368	24392.674272864	NA	NA	NA	NA
K01-0033	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	02/09/2022	02/10/2022	02/16/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.149	112521.4335	105173.8724	108847.65295	3470983.10086008	3244330.6345934	3357656.86772674	72.2369011625407	67.5198883370115	69.8783947497761	271214.905666	342875.558363354	6748614.03169923	6201234.33320487	140.44982376065	129.057946580747	267512.786864	371290.906465488	6518048.21800787	6587727.38003567	135.651367700476	137.101506348297	263810.668062	403121.162949377	6287482.4043165	7234987.13945827	130.852911640302	150.572052850328
