Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A02-0462	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	active	04/18/2022	04/20/2022	04/20/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	207	2257	1232	NA	NA	NA	NA	NA	NA	3019.541324	7505.03053456499	NA	NA	NA	NA	2963.9509648	6135.61646271498	NA	NA	NA	NA	2908.3606056	5108.21312981722	NA	NA	NA	NA
A03-0128	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	active	12/06/2021	12/06/2021	12/14/2021	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	1387	1971	1679	NA	NA	NA	NA	NA	NA	7230.429784	24094.2166698352	NA	NA	NA	NA	8009.1265969	24616.5840365355	NA	NA	NA	NA	8787.8234098	25252.9662021184	NA	NA	NA	NA
S01-0017	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	active	05/23/2022	05/24/2022	06/02/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.712	237279.787659645	250650.051534176	243964.91959691	639519.312075344	675555.006643525	657537.159359435	98.874352516287	104.445733865727	101.660043191007	167748.343393206	211656.140083867	357070.223428143	575991.925697495	55.2056622492491	89.0525549934285	175353.896096349	226366.483201348	377793.602888931	616791.323447212	58.4096479420115	95.3604396176889	182959.448799491	241755.957743878	398516.982349718	659940.979310845	61.613633634774	102.031691297286
O01-0041	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	active	02/15/2022	02/16/2022	02/21/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.42	2758	1048	1903	14825.0283076	5633.2957456	10229.1620266	2.44194174066875	0.927902445330259	1.68492209299951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0037	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	11/10/2021	11/11/2021	11/12/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	63799.74186	81070.8943	72435.31808	NA	NA	NA	NA	NA	NA	40116.419188	54061.5230650067	705804.806177049	625706.282386592	14.116096123541	12.5141256477318	45029.2613211	62706.9976637193	842134.534004001	663617.620628924	16.84269068008	13.2723524125785	49942.1034542	71667.5326782101	978464.261830953	753954.31766211	19.5692852366191	15.0790863532422
E02-0104	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	active	04/06/2022	04/07/2022	04/08/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.141	7535.602301	7535.602301	7535.602301	4022.07354717821	4022.07354717821	4022.07354717821	1.68217212345387	1.68217212345387	1.68217212345387	17726.9828402	17933.6880609128	10357.34873771	9510.13031690307	4.33180624747387	3.97746981049898	19475.7040262	14598.369214864	11656.7513648706	9352.05214193611	4.87526196774178	3.91135597738859	21224.4252122	16396.5445540659	12956.1539920312	12231.6468394611	5.41871768800969	5.11570340420792
D01-0020	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	active	01/31/2022	02/01/2022	02/02/2022	24-hr flow-weighted composite	Charles Town	25414	NA	-77.85589	39.27924	17000	Jefferson	2.25	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.27	309503.6709	215766.5992	262635.13505	1487929.82939419	1037291.60369264	1262610.71654342	87.5252840820114	61.0171531583908	74.2712186202011	451223.54168	462189.4592598	1588300.95535846	3154226.62304723	93.4294679622621	185.54274253219	397353.818764	546570.374032042	1342199.36664996	1926241.073466	78.9529039205857	113.308298439176	343484.095848	662890.136533155	1096097.77794146	711307.417887178	64.4763398789094	41.8416128168928
H01-0068	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	01/09/2022	01/10/2022	01/19/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1.6	183805.2213	186639.3015	185222.2614	1113244.99641797	1130410.04526578	1121827.52084188	92.7704163681644	94.200837105482	93.4856267368232	105288.2368996	147417.760905307	758528.647949627	1022697.36771699	63.2107206624689	85.2247806430826	106691.5716698	152331.095872192	768716.527020808	1069350.57885686	64.0597105850674	89.1125482380716	108094.90644	158132.365794737	778904.40609199	1123448.21003421	64.9087005076658	93.6206841695177
H01-0181	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	04/07/2022	04/08/2022	04/18/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3.3	3	581	292	37.475559	7257.766593	3647.621076	0.00312296325	0.60481388275	0.303968423	11795.3614138	42306.5898808026	144420.526897991	531430.071434258	12.0350439081659	44.2858392861882	11100.0144138	38694.1537647604	135175.962469115	487137.162131486	11.2646635390929	40.5947635109571	10404.6674138	35131.6136496411	125931.39804024	443018.249484329	10.49428317002	36.9181874570274
A01-0218	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	04/04/2022	04/04/2022	04/05/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8.4	18501.17248	23788.72331	21144.947895	588289.995867141	756420.59728122	672355.29657418	12.1728603680504	15.6518084191611	13.9123343936058	60185.462104	82018.546792527	2042731.39205152	2934419.2609019	42.2680721745472	60.7188226473658	60071.468244	77343.5014221719	2037873.5423693	2766560.76857196	42.1675538480654	57.2455050606679	59957.474384	73263.1413354711	2033015.69268709	2617015.97267553	42.0670355215835	54.1511333528292
