Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
MU-3211	not institution specific	wwtp	WWTP	WWTP	138800	HSB	active	1/2/2023	1/3/2023	1/4/2023	24-hr time-weighted composite	Huntington	25704		-82.5288640349052	38.4007449310171	56000	Cabell,Wayne	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	12.77	1798000	1690000	1744000	86914754.8886	81694068.833	84304411.8608	1552.04919443929	1458.82265773214	1505.43592608571	1400600	1514406.47881957	46798637.71818	56457532.8453602	835.689959253214	1008.17022938143	1321400	1378214.20947374	44410778.37772	53758370.41192	793.049613887857	959.970900212857	1242200	1249709.40720302	42022919.03726	51289276.4540179	750.4092685225	915.87993667889
MU-3196	not institution specific	wwtp	WWTP	WWTP	138800	HSB	active	1/1/2023	1/1/2023	1/3/2023	24-hr time-weighted composite	Huntington	25704		-82.5288640349052	38.4007449310171	56000	Cabell,Wayne	17	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.43	504000	436000	470000	14175300.5352	12262759.9868	13219030.261	253.1303667	218.977856907143	236.054111803571	913800	947547.851931348	26290331.11134	27821643.7073922	469.470198416786	496.815066203433	897900	903762.596613673	25813698.78201	26353227.5777608	460.958906821607	470.593349602871	882000	864175.583044835	25337066.45268	24987986.2465795	452.447615226429	446.214040117492
MU-3506	not institution specific	wwtp	WWTP	WWTP	96319	PRPSD	active	2/20/2023	2/21/2023	2/21/2023	24-hr time-weighted composite	Pea Ridge	25705	NA	-82.2982092548578	38.4196619081391	7000	Cabell	2.16	Marshall University Infectious Disease Surveillance Lab	MUIDSL	1.005	120000	80000	100000	456520.446	304346.964	380433.705	65.2172065714286	43.4781377142857	54.3476721428571	854800	1401060.91016493	2040937.113108	3167911.83583776	291.562444729714	452.558833691109	826600	1360897.2937586	1976107.424366	3067740.95199954	282.301060623714	438.248707428505	798400	1321204.96346369	1911277.735624	2970102.80491381	273.039676517714	424.300400701973
MU-2929	not institution specific	wwtp	WWTP	WWTP	183279	CSB	active	11/16/2022	11/17/2022	11/17/2022	24-hr flow-weighted composite	Charleston	25387	NA	-81.6795542342985	38.3737355334849	49500	Kanawha	14	Marshall University Infectious Disease Surveillance Lab	MUIDSL	11.343	271000	232000	251500	11636172.42573	9961594.10616	10798883.265945	235.074190418788	201.24432537697	218.159257897879	315800	450876.938814874	9570725.539954	11794991.6815732	193.347990706141	238.282660233803	304100	415788.562927803	9236979.189189	10421312.5325852	186.605640185636	210.531566314853	292400	382424.990521655	8903232.838424	9071618.25300253	179.863289665131	183.265015212172
MU-3240	not institution specific	wwtp	WWTP	WWTP	96319	PRPSD	active	1/8/2023	1/9/2023	1/9/2023	24-hr time-weighted composite	Pea Ridge	25705	NA	-82.2982092548578	38.4196619081391	7000	Cabell	2.16	Marshall University Infectious Disease Surveillance Lab	MUIDSL	0.697	33000	80000	56500	87068.21541	211074.4616	149071.338505	12.4383164871429	30.1534945142857	21.2959055007143	1707800	2860925.86672673	5452037.444406	10158794.0175911	778.862492058	1451.2562882273	1725200	2933450.41256195	5486956.337492	10403560.6137246	783.850905356	1486.2229448178	1742600	3011435.42757023	5521875.230578	10668415.0463748	788.839318654	1524.05929233925
MU-2907	not institution specific	wwtp	WWTP	WWTP	96319	PRPSD	active	11/13/2022	11/14/2022	11/15/2022	24-hr time-weighted composite	Pea Ridge	25705	NA	-82.2982092548578	38.4196619081391	7000	Cabell	2.16	Marshall University Infectious Disease Surveillance Lab	MUIDSL	0.691	250000	277000	263500	653929.5775	724553.97187	689241.774685	93.4185110714286	103.507710267143	98.4631106692857	1135600	1870075.0246363	2525761.82676	4253207.21834301	360.823118108571	607.601031191858	1236300	2060136.9151708	2751504.373569	4681464.4618573	393.072053367	668.780637408186	1337000	2268206.47365566	2977246.920378	5145363.36546697	425.320988625429	735.051909352424
MU-3246	not institution specific	wwtp	WWTP	WWTP	55486	HRSB	active	1/9/2023	1/9/2023	1/10/2023	24-hr time-weighted composite	Hurricane	25526	NA	-82.006959612419	38.4465240845599	28759	Putnam	4.5	Marshall University Infectious Disease Surveillance Lab	MUIDSL	2.17	31000	37000	34000	254644.5307	303930.5689	279287.5498	8.85442924649675	10.5681897458187	9.71130949615772	494000	909232.069344499	4629336.87622	8301779.1358833	160.970022470183	288.667169786269	499500	854535.887490373	4721769.0176	8145113.22622059	164.184047345179	283.219626072554	505000	808617.599681827	4814201.15898	8087182.55852293	167.398072220175	281.205276905419
MU-3096	not institution specific	wwtp	WWTP	WWTP	96319	PRPSD	active	12/13/2022	12/14/2022	12/14/2022	24-hr time-weighted composite	Pea Ridge	25705	NA	-82.2982092548578	38.4196619081391	7000	Cabell	2.16	Marshall University Infectious Disease Surveillance Lab	MUIDSL	0.598	720000	972000	846000	1629846.1296	2200292.27496	1915069.20228	232.835161371429	314.327467851429	273.581314611429	1198800	1674943.75496441	3337565.71372	5168442.2405313	476.79510196	738.348891504471	1267900	1667498.1750257	3442448.825672	4638847.76921096	491.778403667429	662.692538458709	1337000	1860676.39721869	3547331.937624	4626780.21705705	506.761705374857	660.968602436722
MU-2754	not institution specific	wwtp	WWTP	WWTP	183279	CSB	active	10/23/2022	10/24/2022	10/25/2022	24-hr flow-weighted composite	Charleston	25387	NA	-81.6795542342985	38.3737355334849	49500	Kanawha	14	Marshall University Infectious Disease Surveillance Lab	MUIDSL	5.63	625000	671000	648000	13319911.4375	14300256.9193	13810084.1784	269.089119949495	288.894079177778	278.991599563636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MU-3239	not institution specific	wwtp	WWTP	WWTP	183279	CSB	active	1/9/2023	1/10/2023	1/10/2023	24-hr flow-weighted composite	Charleston	25387	NA	-81.6795542342985	38.3737355334849	49500	Kanawha	14	Marshall University Infectious Disease Surveillance Lab	MUIDSL	7.672	6000	13000	9500	174249.99312	377541.65176	275895.82244	3.52020188121212	7.6271040759596	5.57365297858586	748600	1244061.52633424	27641324.256208	41088128.4213287	558.410591034505	830.063200430882	676300	1192653.4880581	25154920.0943	39531418.15721	508.180203925253	798.614508226465	604000	1151659.8403048	22668515.932392	38253000.3538401	457.949816816	772.787885936163
