extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-0935.e1	A01-0935.c1	EB67	A06	K6	
P01-0119.e1	P01-0119.c1	EB67	D02	B2	
U01-0093.e1	U01-0093.c1	EB67	C01	NAB 136 A1	
D01-0534.e1	D01-0534.c1	EB67	D05	B5	
A01-0933.e1	A01-0933.c1	EB67	A04	K4	
T01-0267.e1	T01-0267.c1	EB67	C08	A8	
A01-0932.e1	A01-0932.c1	EB67	A03	K3	
M03-0379.e1	M03-0379.c1	EB67	B05	L5	
A01-0936.e1	A01-0936.c1	EB67	A07	K7	
C01-0683.e1	C01-0683.c1	EB67	B02	L2	
D01-0528.e1	D01-0528.c1	EB67	C05	A5	
J01-0410.e1	J01-0410.c1	EB67	D01	B1	
R02-0474.e1	R02-0474.c1	EB67	C02	A2	
K01-0380.e1	K01-0380.c1	EB67	B08	L8	
C01-0682.e1	C01-0682.c1	EB67	B01	L1	
H01-0932.e1	H01-0932.c1	EB67	C07	A7	
Q01-0512.e1	Q01-0512.c1	EB67	C03	A3	
C01-0681.e1	C01-0681.c1	EB67	A08	K8	
G01-0486.e1	G01-0486.c1	EB67	C04	A4	
A01-0930.e1	A01-0930.c1	EB67	A01	NAB 135 K1	
U01-0110.e1	U01-0110.c1	EB67	C06	A6	
K01-0395.e1	K01-0395.c1	EB67	D04	B4	
M04-0258.e1	M04-0258.c1	EB67	B06	L6	
O01-0503.e1	O01-0503.c1	EB67	D03	B3	
R01-0496.e1	R01-0496.c1	EB67	D06	B6	
C01-0685.e1	C01-0685.c1	EB67	B04	L4	
A01-0931.e1	A01-0931.c1	EB67	A02	K2	
C01-0684.e1	C01-0684.c1	EB67	B03	L3	
A01-0934.e1	A01-0934.c1	EB67	A05	K5	
N02-0365.e1	N02-0365.c1	EB67	B07	L7	
