assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
O01-0503.a1	O01-0503.e1	O01-0503	AB43	C04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	19472	0	38.7690696716309	
O01-0503.a2	O01-0503.e1	O01-0503	AB43	C04	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	19472	0	0	
O01-0503.a3	O01-0503.e1	O01-0503	AB43	C04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19472	0	0	
O01-0503.a4	O01-0503.e1	O01-0503	AB43	C04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19472	0	1093.07971191406	
O01-0503.a5	O01-0503.e1	O01-0503	AB43	C04	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	19472	0	0	
Q01-0512.a1	Q01-0512.e1	Q01-0512	AB43	C03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20694	0	0	
Q01-0512.a2	Q01-0512.e1	Q01-0512	AB43	C03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20694	0	510.383758544922	
Q01-0512.a3	Q01-0512.e1	Q01-0512	AB43	C03	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	20694	0	0.060785349458456	
Q01-0512.a4	Q01-0512.e1	Q01-0512	AB43	C03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	20694	0	38.6381072998047	
Q01-0512.a5	Q01-0512.e1	Q01-0512	AB43	C03	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	20694	0	1.21626543998718	
A01-0934.a1	A01-0934.e1	A01-0934	AB43	E01	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	21884	0	4.8374924659729	
A01-0934.a2	A01-0934.e1	A01-0934	AB43	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	21884	0	47.4411582946777	
A01-0934.a3	A01-0934.e1	A01-0934	AB43	E01	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	21884	0	0	
A01-0934.a4	A01-0934.e1	A01-0934	AB43	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21884	0	1622.02062988281	
A01-0934.a5	A01-0934.e1	A01-0934	AB43	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21884	0	0	
A01-0930.a1	A01-0930.e1	A01-0930	AB43	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	20916	0	35.8681373596191	
A01-0930.a2	A01-0930.e1	A01-0930	AB43	A01	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	20916	0	2.2271032333374	
A01-0930.a3	A01-0930.e1	A01-0930	AB43	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20916	0	0.0601401627063751	
A01-0930.a4	A01-0930.e1	A01-0930	AB43	A01	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	20916	0	0	
A01-0930.a5	A01-0930.e1	A01-0930	AB43	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20916	0	791.514831542969	
U01-0110.a1	U01-0110.e1	U01-0110	AB43	F03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21532	0	0	
