sample_id	sbatch_id	variant	proportion	aliases
C01-0732	SARS_20240930	LB.1.3.2	0.00179533	LB.1.3.2
C01-0732	SARS_20240930	KP.3.1.1	0.27736087	KP.3.1.1
C01-0732	SARS_20240930	LB.1.8	0.00740741	LB.1.8
C01-0732	SARS_20240930	MC.2	0.01897020	MC.2
C01-0732	SARS_20240930	LR.1	0.03703700	LR.1
C01-0732	SARS_20240930	JN.1.16.1	0.02466326	JN.1.16.1
C01-0732	SARS_20240930	KS.1.1	0.00754779	KS.1.1,XEC
C01-0732	SARS_20240930	JN.11	0.00120765	JN.11
C01-0732	SARS_20240930	KP.2.3	0.01671943	KP.2.3
C01-0732	SARS_20240930	MC.12	0.01388890	MC.12
C01-0732	SARS_20240930	KS.1	0.02116031	KS.1
C01-0732	SARS_20240930	LB.1.5	0.00123839	LB.1.5
C01-0732	SARS_20240930	KP.2	0.06249046	KP.2
C01-0732	SARS_20240930	KP.2.1	0.00116183	KP.2.1
C01-0732	SARS_20240930	JN.1.11.1	0.42566187	JN.1.11.1
C01-0732	SARS_20240930	LB.1.3	0.02410286	LB.1.3
C01-0732	SARS_20240930	KP.1.1	0.00162632	KP.1.1
C01-0732	SARS_20240930	KP.3.2.3	0.00219036	KP.3.2.3
C01-0732	SARS_20240930	JN.1.16	0.03701040	JN.1.16
C01-0732	SARS_20240930	KP.1	0.00166315	KP.1
E01-0432	SARS_20240930	MC.2	0.00728679	MC.2
E01-0432	SARS_20240930	LR.1	0.00288965	LR.1
E01-0432	SARS_20240930	ML.1	0.00977857	ML.1
E01-0432	SARS_20240930	JN.1.50.1	0.00923779	JN.1.50.1
E01-0432	SARS_20240930	KP.3	0.48511300	KP.3
E01-0432	SARS_20240930	XEA	0.00555246	XEA,EG.5,JN.1.63.1
E01-0432	SARS_20240930	JN.1.53	0.00113906	JN.1.53
E01-0432	SARS_20240930	XDP	0.03732004	XDP,FL.15,JN.1.4
E01-0432	SARS_20240930	JN.1.11.1	0.08998605	JN.1.11.1
E01-0432	SARS_20240930	JN.1.26	0.01503110	JN.1.26
E01-0432	SARS_20240930	JN.1.14	0.00348077	JN.1.14
E01-0432	SARS_20240930	JN.1.28.1	0.00970392	JN.1.28.1
E01-0432	SARS_20240930	JN.1.1.8	0.00256630	JN.1.1.8
E01-0432	SARS_20240930	LK.1	0.00205117	LK.1
E01-0432	SARS_20240930	JN.14	0.00490196	JN.14
E01-0432	SARS_20240930	JN.1.66	0.00395257	JN.1.66
E01-0432	SARS_20240930	JN.1.2	0.00233100	JN.1.2
E01-0432	SARS_20240930	KP.2.3.1	0.00245248	KP.2.3.1
E01-0432	SARS_20240930	JN.1.18.5	0.03449473	JN.1.18.5
E01-0432	SARS_20240930	KP.5	0.05006153	KP.5
E01-0432	SARS_20240930	MD.1.1	0.01000000	MD.1.1
E01-0432	SARS_20240930	KP.2	0.14214997	KP.2
E01-0432	SARS_20240930	JN.1.52	0.00175691	JN.1.52
E01-0432	SARS_20240930	XDQ.1	0.00206504	XDQ.1
E01-0432	SARS_20240930	KP.3.3	0.01465057	KP.3.3,XEC
E01-0432	SARS_20240930	LB.1.3.1	0.00852796	LB.1.3.1
E01-0432	SARS_20240930	KP.3.2.3	0.02485000	KP.3.2.3
E01-0432	SARS_20240930	JN.1.50	0.00890221	JN.1.50
A01-1045	SARS_20240930	LW.1	0.00194751	LW.1
A01-1045	SARS_20240930	KP.3.2	0.03195299	KP.3.2,XDY
A01-1045	SARS_20240930	KP.3.2.3	0.08147869	KP.3.2.3
A01-1045	SARS_20240930	KP.3.3.4	0.00910736	KP.3.3.4
A01-1045	SARS_20240930	LB.1.8	0.11974428	LB.1.8
A01-1045	SARS_20240930	LB.1.1	0.15665139	LB.1.1
A01-1045	SARS_20240930	KP.3.1.1	0.40099709	KP.3.1.1
A01-1045	SARS_20240930	KP.2	0.17744806	KP.2
A01-1045	SARS_20240930	KP.3.1.3	0.00370108	KP.3.1.3
A01-0856	SARS_20240930	KP.3.1	0.05891989	KP.3.1
A01-0856	SARS_20240930	LB.1.8	0.01098900	LB.1.8
A01-0856	SARS_20240930	KP.3.2.5	0.00291971	KP.3.2.5
A01-0856	SARS_20240930	JN.1.66	0.00332721	JN.1.66
A01-0856	SARS_20240930	KZ.1.1	0.00178805	KZ.1.1
A01-0856	SARS_20240930	JN.10	0.00264044	JN.10
A01-0856	SARS_20240930	JN.1.18.5	0.04747384	JN.1.18.5
A01-0856	SARS_20240930	JN.1.52	0.04092069	JN.1.52
A01-0856	SARS_20240930	MC.13.1	0.00425532	MC.13.1
A01-0856	SARS_20240930	KP.3.1.2	0.00148214	KP.3.1.2
A01-0856	SARS_20240930	LB.1.3.1	0.03314920	LB.1.3.1
A01-0856	SARS_20240930	JN.1.16	0.10780121	JN.1.16
A01-0856	SARS_20240930	KP.3.2.3	0.06811089	KP.3.2.3
A01-0856	SARS_20240930	JN.1.50	0.01903278	JN.1.50
A01-0856	SARS_20240930	JN.4	0.00320801	JN.4
A01-0856	SARS_20240930	LR.1	0.04455315	LR.1
A01-0856	SARS_20240930	JN.1.50.1	0.00176055	JN.1.50.1
A01-0856	SARS_20240930	JN.1.16.1	0.00190574	JN.1.16.1
A01-0856	SARS_20240930	KP.3	0.33657400	KP.3
A01-0856	SARS_20240930	KZ.1	0.02280215	KZ.1
A01-0856	SARS_20240930	MD.3.1	0.00297619	MD.3.1
A01-0856	SARS_20240930	JN.1.56	0.01024113	JN.1.56
A01-0856	SARS_20240930	KP.3.3.4	0.01420630	KP.3.3.4
A01-0856	SARS_20240930	KP.2.3	0.05509402	KP.2.3
A01-0856	SARS_20240930	JN.1.53	0.00869565	JN.1.53
A01-0856	SARS_20240930	JN.1.7.4	0.05432675	JN.1.7.4
A01-0856	SARS_20240930	LQ.1	0.00137967	LQ.1
A01-0856	SARS_20240930	KU.2	0.01088986	KU.2
A01-0856	SARS_20240930	JN.1.3	0.00837988	JN.1.3
A01-0856	SARS_20240930	KP.3.1.3	0.01212016	KP.3.1.3
A01-0856	SARS_20240930	JN.1.14	0.00132488	JN.1.14
A01-1040	SARS_20240930	KP.3.1.3	0.00583493	KP.3.1.3
A01-1040	SARS_20240930	JN.1.11.1	0.33419534	JN.1.11.1
A01-1040	SARS_20240930	LQ.1	0.00299047	LQ.1
A01-1040	SARS_20240930	JN.1.7.4	0.00113237	JN.1.7.4
A01-1040	SARS_20240930	JN.1.50	0.07042250	JN.1.50
A01-1040	SARS_20240930	LB.1.3.1	0.01166006	LB.1.3.1
A01-1040	SARS_20240930	KP.3.1.2	0.00657678	KP.3.1.2
A01-1040	SARS_20240930	KP.3	0.36845029	KP.3
A01-1040	SARS_20240930	MK.1	0.00507922	MK.1
A01-1040	SARS_20240930	LB.1.1	0.05574736	LB.1.1
A01-1040	SARS_20240930	KP.3.1.1	0.09646269	KP.3.1.1
A01-1040	SARS_20240930	JN.1.1.8	0.00101699	JN.1.1.8
A01-1040	SARS_20240930	LR.1	0.01332556	LR.1
A01-1040	SARS_20240930	JN.1.27	0.00595238	JN.1.27
A01-1040	SARS_20240930	XEC	0.00356773	XEC,KS.1.1,KP.3.3
A01-1040	SARS_20240930	LW.1	0.00425935	LW.1
A01-1041	SARS_20240930	KP.3.2.3	0.02016810	KP.3.2.3
A01-1041	SARS_20240930	LB.1.3.1	0.02090030	LB.1.3.1
A01-1041	SARS_20240930	JN.1.11.1	0.09692085	JN.1.11.1
A01-1041	SARS_20240930	XDP	0.02684698	XDP,FL.15,JN.1.4
A01-1041	SARS_20240930	MD.1.1	0.00187383	MD.1.1
A01-1041	SARS_20240930	JN.1.18.5	0.02319333	JN.1.18.5
A01-1041	SARS_20240930	KP.2.3	0.02935045	KP.2.3
A01-1041	SARS_20240930	JN.11	0.00183070	JN.11
A01-1041	SARS_20240930	MC.13	0.00152134	MC.13
A01-1041	SARS_20240930	KP.3	0.20334481	KP.3
A01-1041	SARS_20240930	JN.1.66	0.00301121	JN.1.66
A01-1041	SARS_20240930	KP.3.1.1	0.42868907	KP.3.1.1
A01-1041	SARS_20240930	LB.1.1	0.05561991	LB.1.1
A01-1041	SARS_20240930	JN.1.1.8	0.07751644	JN.1.1.8
C01-0641	SARS_20240930	KP.2.3	0.00541084	KP.2.3
C01-0641	SARS_20240930	MC.1	0.02215547	MC.1
C01-0641	SARS_20240930	KP.3.3.4	0.05051928	KP.3.3.4
C01-0641	SARS_20240930	JN.1.58.3	0.03367802	JN.1.58.3
C01-0641	SARS_20240930	KP.3	0.02663730	KP.3
C01-0641	SARS_20240930	KP.3.1.1	0.30255180	KP.3.1.1
C01-0641	SARS_20240930	LB.1.1	0.06610877	LB.1.1
C01-0641	SARS_20240930	KP.2.14	0.01338078	KP.2.14
C01-0641	SARS_20240930	MC.2	0.00564972	MC.2
C01-0641	SARS_20240930	JN.1.14	0.06330642	JN.1.14
C01-0641	SARS_20240930	LV.1	0.00294777	LV.1
C01-0641	SARS_20240930	JN.1.11.1	0.22511128	JN.1.11.1
C01-0641	SARS_20240930	JN.11.1	0.00213681	JN.11.1
C01-0641	SARS_20240930	XDP	0.02937259	XDP,FL.15,JN.1.4
C01-0641	SARS_20240930	KP.5	0.02161197	KP.5
C01-0641	SARS_20240930	KP.2.3.1	0.01990049	KP.2.3.1
C01-0641	SARS_20240930	MD.3	0.00152672	MD.3
C01-0641	SARS_20240930	LF.3.1	0.01941750	LF.3.1
C01-0641	SARS_20240930	JN.1.66	0.00354610	JN.1.66
C01-0641	SARS_20240930	LK.1	0.00240435	LK.1
C01-0641	SARS_20240930	KP.2.15	0.00121212	KP.2.15
C01-0641	SARS_20240930	KP.3.2.3	0.05537970	KP.3.2.3
C01-0641	SARS_20240930	XBB.1.23	0.00243301	XBB.1.23
C01-0641	SARS_20240930	LB.1.3.1	0.02188291	LB.1.3.1
C01-0734	SARS_20240930	KP.3.1.1	0.50371959	KP.3.1.1
C01-0734	SARS_20240930	KP.2	0.00156076	KP.2
C01-0734	SARS_20240930	MC.2	0.00442974	MC.2
C01-0734	SARS_20240930	KP.3	0.47350185	KP.3
C01-0734	SARS_20240930	KP.2.3	0.00163865	KP.2.3
C01-0734	SARS_20240930	KP.3.2.3	0.00154670	KP.3.2.3
