sample_id	sbatch_id	variant	proportion	aliases
A01-0354	SARS_20240708	JN.1.14	0.29642370	JN.1.14
A01-0354	SARS_20240708	JN.1.51	0.00158983	JN.1.51
A01-0354	SARS_20240708	JN.1.53	0.00119463	JN.1.53
A01-0354	SARS_20240708	JN.1.30	0.00181488	JN.1.30
A01-0354	SARS_20240708	JN.1.13.1	0.09450655	JN.1.13.1
A01-0354	SARS_20240708	JN.1.6	0.00132450	JN.1.6
A01-0354	SARS_20240708	JN.1.7	0.00127569	JN.1.7
A01-0354	SARS_20240708	JN.1.42.1	0.51958658	JN.1.42.1
A01-0354	SARS_20240708	JN.1.18.7	0.00172032	JN.1.18.7
A01-0354	SARS_20240708	JN.1.5	0.00130548	JN.1.5
A01-0354	SARS_20240708	JN.1.26	0.06667168	JN.1.26
E01-0431	SARS_20240708	JN.1.7.3	0.03679644	JN.1.7.3
E01-0431	SARS_20240708	JN.1.51	0.00289658	JN.1.51
E01-0431	SARS_20240708	JN.1.55	0.00320513	JN.1.55
E01-0431	SARS_20240708	JN.1.18	0.35959346	JN.1.18
E01-0431	SARS_20240708	JN.1	0.51052040	JN.1,XDD,XDV
E01-0431	SARS_20240708	JN.1.13.1	0.00532729	JN.1.13.1
E01-0431	SARS_20240708	JN.1.32	0.00862780	JN.1.32
E01-0431	SARS_20240708	JN.1.30	0.00188805	JN.1.30
E01-0431	SARS_20240708	JN.1.18.7	0.00100182	JN.1.18.7
E01-0431	SARS_20240708	JN.1.7	0.03794122	JN.1.7
E01-0431	SARS_20240708	JN.1.26	0.01395882	JN.1.26
A01-0855	SARS_20240708	JN.1.13	0.65328022	JN.1.13
A01-0855	SARS_20240708	JN.1.14	0.02411000	JN.1.14
A01-0855	SARS_20240708	JN.1.7	0.01372342	JN.1.7
A01-0855	SARS_20240708	JN.1.7.3	0.00501118	JN.1.7.3
A01-0855	SARS_20240708	JN.1.32	0.24537922	JN.1.32
A01-0855	SARS_20240708	JN.1.26	0.04592245	JN.1.26
A01-0855	SARS_20240708	JN.1.13.1	0.00638978	JN.1.13.1
A01-0352	SARS_20240708	JN.1.26	0.03062190	JN.1.26
A01-0352	SARS_20240708	JN.1.18.1	0.01078203	JN.1.18.1
A01-0352	SARS_20240708	JN.1.58.2	0.00129216	JN.1.58.2
A01-0352	SARS_20240708	JN.1.42.1	0.00233372	JN.1.42.1
A01-0352	SARS_20240708	JN.1.58	0.00129851	JN.1.58
A01-0352	SARS_20240708	JN.1.32	0.05918309	JN.1.32
A01-0352	SARS_20240708	JN.1.13.1	0.01142180	JN.1.13.1
A01-0352	SARS_20240708	JN.1.30	0.00746269	JN.1.30
A01-0352	SARS_20240708	JN.1.53	0.00161247	JN.1.53
A01-0352	SARS_20240708	LQ.2	0.00187617	LQ.2
A01-0352	SARS_20240708	JN.1	0.66673933	JN.1,XDD,XDV
A01-0352	SARS_20240708	JN.1.18	0.18946072	JN.1.18
A01-0352	SARS_20240708	JN.1.14	0.00261480	JN.1.14
E01-0429	SARS_20240708	JN.1.32	0.01654128	JN.1.32
E01-0429	SARS_20240708	LN.1	0.00116414	LN.1
E01-0429	SARS_20240708	JN.1.52	0.00205210	JN.1.52
E01-0429	SARS_20240708	JN.1.30	0.01036492	JN.1.30
E01-0429	SARS_20240708	JN.1.22	0.00283084	JN.1.22
E01-0429	SARS_20240708	JN.1.18.7	0.01090910	JN.1.18.7
E01-0429	SARS_20240708	LF.1.1	0.00387097	LF.1.1
E01-0429	SARS_20240708	XDR.1.2	0.00101729	XDR.1.2
E01-0429	SARS_20240708	MD.3.1	0.00118202	MD.3.1
E01-0429	SARS_20240708	JN.1.4.5	0.00102459	JN.1.4.5
E01-0429	SARS_20240708	JN.1.61	0.00233090	JN.1.61
E01-0429	SARS_20240708	B.1.577	0.00105809	B.1.577
E01-0429	SARS_20240708	B.1.517.1	0.00140095	B.1.517.1
E01-0429	SARS_20240708	JN.1.13.1	0.02709070	JN.1.13.1
E01-0429	SARS_20240708	JN.1.18.2	0.12632130	JN.1.18.2
E01-0429	SARS_20240708	AA.6	0.00111297	AA.6
E01-0429	SARS_20240708	JN.1.66	0.00104058	JN.1.66
E01-0429	SARS_20240708	MU.1	0.00109951	MU.1
E01-0429	SARS_20240708	JN.1	0.04522759	JN.1,XDD,XDV
E01-0429	SARS_20240708	LQ.2	0.00502793	LQ.2
E01-0429	SARS_20240708	JN.1.18	0.58801045	JN.1.18
E01-0429	SARS_20240708	JN.1.55	0.05882350	JN.1.55
E01-0429	SARS_20240708	BA.2.2	0.00103030	BA.2.2
E01-0429	SARS_20240708	JN.1.14	0.00695720	JN.1.14
E01-0429	SARS_20240708	JN.1.26	0.02505010	JN.1.26
E01-0429	SARS_20240708	JN.1.58.2	0.00138063	JN.1.58.2
E01-0429	SARS_20240708	MD.3	0.00179733	MD.3
E01-0429	SARS_20240708	JN.1.54	0.00126302	JN.1.54
E01-0429	SARS_20240708	JN.1.58	0.00134241	JN.1.58
E01-0429	SARS_20240708	JN.1.34	0.03124999	JN.1.34
E01-0429	SARS_20240708	JN.1.19	0.00205159	JN.1.19
E01-0429	SARS_20240708	JN.1.38	0.00168652	JN.1.38
E01-0429	SARS_20240708	JN.1.11	0.00117838	JN.1.11
A01-0353	SARS_20240708	JN.1.51	0.00144231	JN.1.51
A01-0353	SARS_20240708	JN.1.7.3	0.12872800	JN.1.7.3
A01-0353	SARS_20240708	JN.1.39.3	0.00147238	JN.1.39.3
A01-0353	SARS_20240708	JN.1.18	0.08122966	JN.1.18
A01-0353	SARS_20240708	JN.1.42.2	0.00188768	JN.1.42.2
A01-0353	SARS_20240708	JN.1.13	0.37937700	JN.1.13
A01-0353	SARS_20240708	JN.1.32	0.10309550	JN.1.32
A01-0353	SARS_20240708	JN.1.13.1	0.27364200	JN.1.13.1
A01-0353	SARS_20240708	JN.1.47.2	0.00118577	JN.1.47.2
A01-0353	SARS_20240708	JN.1.18.1	0.00920221	JN.1.18.1
