sample_id	sbatch_id	variant	proportion	aliases
A01-0720	SARS_20240104	FL.2.1	0.00231929	FL.2.1
A01-0720	SARS_20240104	EG.4	0.00744761	EG.4
A01-0720	SARS_20240104	EG.13	0.0038553	EG.13
A01-0720	SARS_20240104	XBB.2.7	0.00157978	XBB.2.7
A01-0720	SARS_20240104	XBB.1.5.38	0.00185873	XBB.1.5.38,GG
A01-0720	SARS_20240104	XBB.2	0.03659323	XBB.2
A01-0720	SARS_20240104	HK.17	0.00153265	HK.17
A01-0720	SARS_20240104	GG.1	0.00185873	GG.1
A01-0720	SARS_20240104	XBB.1.5.63	0.00246609	XBB.1.5.63
A01-0720	SARS_20240104	GJ.1	0.02164532	GJ.1
A01-0720	SARS_20240104	XBB.1.22.2	0.00209205	XBB.1.22.2,HU
A01-0720	SARS_20240104	XBB.2.3.19	0.005561	XBB.2.3.19,JY
A01-0720	SARS_20240104	XBB.1.5.1	0.00486224	XBB.1.5.1,HJ
A01-0720	SARS_20240104	XBB.1.16.9	0.0907801	XBB.1.16.9
A01-0720	SARS_20240104	HK.3.5	0.00303337	HK.3.5
A01-0720	SARS_20240104	JF.1.1	0.0717131	JF.1.1
A01-0720	SARS_20240104	XBB.1.42.1	0.01594615	XBB.1.42.1
A01-0720	SARS_20240104	XBB.1.5.34	0.00203666	XBB.1.5.34
A01-0720	SARS_20240104	XBB.2.4	0.03659323	XBB.2.4
A01-0720	SARS_20240104	HV.1.5	0.00102775	HV.1.5
A01-0720	SARS_20240104	XBB.1.5.20	0.0149064	XBB.1.5.20
A01-0720	SARS_20240104	BA.2.8	0.00106496	BA.2.8
A01-0720	SARS_20240104	JA.1	0.00308642	JA.1
A01-0720	SARS_20240104	FL.37	0.00136674	FL.37
A01-0720	SARS_20240104	HK.13.1	0.0021164	HK.13.1
A01-0720	SARS_20240104	XCG	0.00148148	XCG,XBB.1,BA.5.2*
A01-0720	SARS_20240104	HK.3	0.00153265	HK.3
A01-0720	SARS_20240104	HK.3.9	0.00299034	HK.3.9
A01-0720	SARS_20240104	HV.1.4	0.00190235	HV.1.4
A01-0720	SARS_20240104	JD.1.1.5	0.0011274	JD.1.1.5
A01-0720	SARS_20240104	JG.3.2	0.04819275	JG.3.2
A01-0720	SARS_20240104	XBB.1.9.1	0.00231929	XBB.1.9.1,XCC,FL
A01-0720	SARS_20240104	EG.4.5	0.00744761	EG.4.5
A01-0720	SARS_20240104	HK.3.4	0.00235479	HK.3.4
A01-0720	SARS_20240104	EG.5.1.2	0.00225225	EG.5.1.2
A01-0720	SARS_20240104	HK.18	0.00139276	HK.18
A01-0720	SARS_20240104	HK.2	0.02272725	HK.2
A01-0720	SARS_20240104	GJ.1.2.4	0.05946653	GJ.1.2.4
A01-0720	SARS_20240104	EG.6.1	0.00146616	EG.6.1
A01-0720	SARS_20240104	JD.1.1.2	0.00186567	JD.1.1.2
A01-0720	SARS_20240104	FL.27	0.00121433	FL.27
A01-0720	SARS_20240104	XBB.1.5.6	0.0361648	XBB.1.5.6
A01-0720	SARS_20240104	XBB.1.5.18	0.00129199	XBB.1.5.18
A01-0720	SARS_20240104	JD.1.1.7	0.00166102	JD.1.1.7
A01-0720	SARS_20240104	HV.1.7	0.00320513	HV.1.7
A01-0720	SARS_20240104	XBB.1.42	0.01594615	XBB.1.42
A01-0720	SARS_20240104	XBB.1.16.12	0.00840267	XBB.1.16.12
A01-0720	SARS_20240104	JG.3	0.04819275	JG.3
A01-0720	SARS_20240104	HK.3.7	0.00153265	HK.3.7
A01-0720	SARS_20240104	GJ.6	0.0025	GJ.6
A01-0720	SARS_20240104	FL.6	0.00775194	FL.6
A01-0720	SARS_20240104	HK.13	0.00153265	HK.13
A01-0720	SARS_20240104	FL.17	0.00331345	FL.17
A01-0720	SARS_20240104	XBB.1.5.107	0.00131926	XBB.1.5.107,JZ
A01-0720	SARS_20240104	XBB.1.5.47	0.00522534	XBB.1.5.47,FZ
A01-0720	SARS_20240104	BA.2.9.4	0.003003	BA.2.9.4
A01-0720	SARS_20240104	HK.3.13	0.00120676	HK.3.13
A01-0720	SARS_20240104	HK.2.1	0.02272725	HK.2.1
A01-0720	SARS_20240104	FY.6.2	0.00102881	FY.6.2
A01-0720	SARS_20240104	HK.3.12	0.0114943	HK.3.12
A01-0720	SARS_20240104	XBB.2.11	0.0011976	XBB.2.11
A01-0720	SARS_20240104	HK.3.3	0.00105932	HK.3.3
A01-0720	SARS_20240104	FL.2	0.00231929	FL.2
A01-0720	SARS_20240104	HK.11	0.00153265	HK.11
A01-0720	SARS_20240104	FL.10.1	0.00124533	FL.10.1
A01-0720	SARS_20240104	HG.2	0.00104058	HG.2
A01-0720	SARS_20240104	XBB.1.5.93	0.00122175	XBB.1.5.93,HD
A01-0720	SARS_20240104	BA.2.32	0.00105152	BA.2.32
A01-0720	SARS_20240104	EG.5.1.16	0.14164556	EG.5.1.16
A01-0720	SARS_20240104	JD.2	0.025974	JD.2
A01-0720	SARS_20240104	EG.5.1.1	0.00153265	EG.5.1.1,XCZ,XCN
A01-0720	SARS_20240104	FL.1.5.2	0.0466636	FL.1.5.2
A01-0720	SARS_20240104	JD.1.1.1	0.0011655	JD.1.1.1
A01-0720	SARS_20240104	JF.1	0.0564609	JF.1
A01-0720	SARS_20240104	XBB.2.3.13	0.00308642	XBB.2.3.13,JA
A01-0720	SARS_20240104	XBB.1.5.30	0.0013369	XBB.1.5.30,HM
A01-0720	SARS_20240104	EG.5.1.13	0.00693642	EG.5.1.13
A01-0720	SARS_20240104	XBB.1.16.29	0.00138122	XBB.1.16.29
A01-0715	SARS_20240104	FL.2.7	0.00330033	FL.2.7
A01-0715	SARS_20240104	XBB.1.5.63	0.00134409	XBB.1.5.63
A01-0715	SARS_20240104	FL.1	0.04813562	FL.1
A01-0715	SARS_20240104	HY.1	0.00102564	HY.1
A01-0715	SARS_20240104	XAD	0.00196078	XAD,BA.2*,BA.1*
A01-0715	SARS_20240104	XCP	0.00291545	XCP,JD.1.1,EG.5.1.10
A01-0715	SARS_20240104	XBB.1.5.91	0.02649265	XBB.1.5.91
A01-0715	SARS_20240104	FL.23.1	0.00210526	FL.23.1
A01-0715	SARS_20240104	BF.7.17	0.00197586	BF.7.17
A01-0715	SARS_20240104	XBB.1.5.34	0.00199601	XBB.1.5.34
A01-0715	SARS_20240104	GJ.1	0.04803736	GJ.1
A01-0715	SARS_20240104	FL.9	0.00636943	FL.9
A01-0715	SARS_20240104	HV.1	0.07773997	HV.1
A01-0715	SARS_20240104	BA.2.86.2	0.00103627	BA.2.86.2
A01-0715	SARS_20240104	XBB.1.16.10	0.0413793	XBB.1.16.10
A01-0715	SARS_20240104	XBB.1.5.66	0.002886	XBB.1.5.66
A01-0715	SARS_20240104	HV.1.6	0.00581395	HV.1.6
A01-0715	SARS_20240104	JA.1	0.00294985	JA.1
A01-0715	SARS_20240104	GJ.1.2.2	0.00591716	GJ.1.2.2
A01-0715	SARS_20240104	FL.1.5.1	0.00986729	FL.1.5.1,XCK
A01-0715	SARS_20240104	HK.18	0.00328228	HK.18
A01-0715	SARS_20240104	GE.1.1	0.00267651	GE.1.1
A01-0715	SARS_20240104	FL.1.5	0.00986729	FL.1.5
A01-0715	SARS_20240104	XBB.1.34.1	0.00185322	XBB.1.34.1
A01-0715	SARS_20240104	XBB.1.5.6	0.0348584	XBB.1.5.6
A01-0715	SARS_20240104	XDD	0.0212081	XDD
A01-0715	SARS_20240104	XBB.1.9.1	0.09614355	XBB.1.9.1,XCC,FL
A01-0715	SARS_20240104	EG.5.1.2	0.0971731	EG.5.1.2
A01-0715	SARS_20240104	EG.5.1.6	0.07773997	EG.5.1.6
A01-0715	SARS_20240104	HK.15	0.00114155	HK.15
A01-0715	SARS_20240104	GS.4	0.00109409	GS.4
A01-0715	SARS_20240104	XDB	0.02616708	XDB
A01-0715	SARS_20240104	BA.2.86.1	0.0083921	BA.2.86.1
A01-0715	SARS_20240104	HK.9	0.00137552	HK.9
A01-0715	SARS_20240104	B.1.1.196	0.00137222	B.1.1.196
A01-0715	SARS_20240104	XBB.1.16.12	0.00984355	XBB.1.16.12
A01-0715	SARS_20240104	JN.4	0.0083921	JN.4
A01-0715	SARS_20240104	KH.1	0.00127796	KH.1
A01-0715	SARS_20240104	HV.1.3	0.07773997	HV.1.3
A01-0715	SARS_20240104	BA.2.10.4	0.00455581	BA.2.10.4
A01-0715	SARS_20240104	XBB.2.11	0.00151057	XBB.2.11
A01-0715	SARS_20240104	FL.17	0.00244499	FL.17
A01-0715	SARS_20240104	XBB.1.5.47	0.006	XBB.1.5.47,FZ
A01-0715	SARS_20240104	BA.2.9.4	0.0041425	BA.2.9.4
A01-0715	SARS_20240104	B.6	0.00103306	B.6
A01-0715	SARS_20240104	HN.5	0.00168332	HN.5,XDA
A01-0715	SARS_20240104	FL.10.1	0.05132014	FL.10.1
A01-0715	SARS_20240104	XBB.1.5.100	0.00102564	XBB.1.5.100,HY
A01-0715	SARS_20240104	XBB.2.3.21	0.00336304	XBB.2.3.21
A01-0715	SARS_20240104	XBB.1.5.26	0.00136705	XBB.1.5.26,EU
A01-0715	SARS_20240104	XBB.1.5.12	0.00235571	XBB.1.5.12
A01-0715	SARS_20240104	FL.1.2	0.00157978	FL.1.2
A01-0715	SARS_20240104	FL.1.5.2	0.00569254	FL.1.5.2
A01-0715	SARS_20240104	JF.1	0.0693245	JF.1
A01-0715	SARS_20240104	XBB.2.3.13	0.00294985	XBB.2.3.13,JA
A01-0715	SARS_20240104	XBB.1.5.30	0.00141844	XBB.1.5.30,HM
A01-0715	SARS_20240104	EG.9.1	0.00222717	EG.9.1
A01-0715	SARS_20240104	XBB.1.16.29	0.00259067	XBB.1.16.29
A01-0715	SARS_20240104	JF.4	0.0209302	JF.4
A01-0715	SARS_20240104	EG.5.1.13	0.00311203	EG.5.1.13
A01-0715	SARS_20240104	JD.2	0.00694444	JD.2
A01-0715	SARS_20240104	XBB.1.16.4	0.00292398	XBB.1.16.4
D01-0258	SARS_20240104	HV.1	0.01302141	HV.1
D01-0258	SARS_20240104	EG.5.1.4	0.01213981	EG.5.1.4
