sample_id	sbatch_id	variant	proportion	aliases
A01-0801	SARS_20240226	JN.1.8.1	0.11746000	JN.1.8.1
A01-0801	SARS_20240226	XBW	0.00198216	XBW,BQ.1.14,XBB.1.5
A01-0801	SARS_20240226	BF.7.16.1	0.00115075	BF.7.16.1
A01-0801	SARS_20240226	JN.1.4.3	0.05339210	JN.1.4.3
A01-0801	SARS_20240226	JN.1.1.1	0.00144509	JN.1.1.1
A01-0801	SARS_20240226	JN.1.18	0.31195626	JN.1.18
A01-0801	SARS_20240226	JN.1.7	0.02611940	JN.1.7
A01-0801	SARS_20240226	JN.1.4	0.20622190	JN.1.4
A01-0801	SARS_20240226	JN.1.4.2	0.22867500	JN.1.4.2
A01-0801	SARS_20240226	BA.2.86	0.03580195	BA.2.86
C01-0572	SARS_20240226	BA.2.1	0.11175696	BA.2.1
C01-0572	SARS_20240226	FL.35.1	0.01586485	FL.35.1
C01-0572	SARS_20240226	XBB.1.9.7	0.00331126	XBB.1.9.7
C01-0572	SARS_20240226	BA.5.1.23	0.00171527	BA.5.1.23
C01-0572	SARS_20240226	XBL.2	0.00175439	XBL.2
C01-0572	SARS_20240226	HV.1.10	0.00193424	HV.1.10
C01-0572	SARS_20240226	EG.5.1.8	0.07608918	EG.5.1.8
C01-0572	SARS_20240226	JN.1.8.1	0.00153728	JN.1.8.1
C01-0572	SARS_20240226	EG.5.1.14	0.01102060	EG.5.1.14
C01-0572	SARS_20240226	KL.1	0.00114025	KL.1
C01-0572	SARS_20240226	BA.2.35	0.00131406	BA.2.35
C01-0572	SARS_20240226	JN.1.6.1	0.00625000	JN.1.6.1
C01-0572	SARS_20240226	EG.5.1.17	0.07608918	EG.5.1.17
C01-0572	SARS_20240226	XDF	0.00105708	XDF
C01-0572	SARS_20240226	XCV	0.00537636	XCV,EG.5.1.3,XBB.1.16.19
C01-0572	SARS_20240226	XBB.1.5.93	0.00335345	XBB.1.5.93,HD
C01-0572	SARS_20240226	FL.39	0.00105042	FL.39
C01-0572	SARS_20240226	JN.1.4	0.10001771	JN.1.4
C01-0572	SARS_20240226	XT	0.00110011	XT,BA.2*,BA.1*
C01-0572	SARS_20240226	BA.2.29	0.00277778	BA.2.29
