sample_id	sbatch_id	variant	proportion	aliases
A01-0928	SARS_20240718	KP.3.2.3	0.00118765	KP.3.2.3
A01-0928	SARS_20240718	JN.1.27	0.00111982	JN.1.27
A01-0928	SARS_20240718	JN.11	0.00448599	JN.11
A01-0928	SARS_20240718	KP.2.3	0.11525757	KP.2.3
A01-0928	SARS_20240718	KP.3.1	0.01070919	KP.3.1
A01-0928	SARS_20240718	KP.3.3	0.00245339	KP.3.3
A01-0928	SARS_20240718	JN.1.18.5	0.00145645	JN.1.18.5
A01-0928	SARS_20240718	KP.5	0.04983505	KP.5
A01-0928	SARS_20240718	JN.1.53	0.00147480	JN.1.53
A01-0928	SARS_20240718	JN.1.25	0.00277393	JN.1.25
A01-0928	SARS_20240718	KP.2.10	0.00613497	KP.2.10
A01-0928	SARS_20240718	JN.1.1.8	0.00222816	JN.1.1.8
A01-0928	SARS_20240718	JN.1.11.1	0.38191536	JN.1.11.1
A01-0928	SARS_20240718	KP.3	0.41091855	KP.3
C01-0678	SARS_20240718	KP.5	0.39928122	KP.5
C01-0678	SARS_20240718	KP.2.2	0.14462781	KP.2.2
C01-0678	SARS_20240718	LD.1	0.00103199	LD.1
C01-0678	SARS_20240718	JN.1.7.7	0.00114679	JN.1.7.7
C01-0678	SARS_20240718	KP.3	0.37386802	KP.3
C01-0678	SARS_20240718	JN.11	0.00260400	JN.11
C01-0678	SARS_20240718	JN.1.14	0.00110803	JN.1.14
C01-0678	SARS_20240718	KP.3.2.3	0.00167645	KP.3.2.3
C01-0678	SARS_20240718	KP.2.3	0.00325756	KP.2.3
C01-0678	SARS_20240718	LB.1.7	0.00414938	LB.1.7
C01-0678	SARS_20240718	JN.1.58.2	0.00218311	JN.1.58.2
C01-0678	SARS_20240718	KP.3.3	0.01098900	KP.3.3
C01-0678	SARS_20240718	KP.3.1.1	0.00181653	KP.3.1.1
C01-0678	SARS_20240718	JN.1.18.5	0.03073928	JN.1.18.5
C01-0678	SARS_20240718	JN.1.28	0.01100150	JN.1.28
C01-0678	SARS_20240718	LQ.1	0.00884956	LQ.1
A01-0930	SARS_20240718	LF.2	0.00194175	LF.2
A01-0930	SARS_20240718	KP.2.3.3	0.32922200	KP.2.3.3
A01-0930	SARS_20240718	LB.1.4	0.21428600	LB.1.4
A01-0930	SARS_20240718	KZ.1.1	0.00139470	KZ.1.1
A01-0930	SARS_20240718	KP.3	0.01426288	KP.3
A01-0930	SARS_20240718	KP.2.15	0.01015230	KP.2.15
A01-0930	SARS_20240718	JN.1.16.1	0.01677976	JN.1.16.1
A01-0930	SARS_20240718	LB.1.7	0.01509430	LB.1.7
A01-0930	SARS_20240718	KP.2.3	0.14654100	KP.2.3
A01-0930	SARS_20240718	KP.3.2.4	0.00185185	KP.3.2.4
A01-0930	SARS_20240718	KP.3.1	0.08214609	KP.3.1
A01-0930	SARS_20240718	KP.3.2.3	0.00225225	KP.3.2.3
A01-0930	SARS_20240718	LR.1	0.00356240	LR.1
A01-0930	SARS_20240718	KP.3.2.5	0.13990190	KP.3.2.5
A01-0930	SARS_20240718	B.1.177.87	0.00119095	B.1.177.87
A01-0930	SARS_20240718	JN.1.18.5	0.00142468	JN.1.18.5
A01-0930	SARS_20240718	LB.1.5	0.00191939	LB.1.5
A01-0930	SARS_20240718	KP.3.1.1	0.00481041	KP.3.1.1
A01-0930	SARS_20240718	KP.3.3	0.00281162	KP.3.3
A01-0930	SARS_20240718	KU.2	0.00270270	KU.2
A01-0934	SARS_20240718	JN.1.48	0.00569395	JN.1.48
A01-0934	SARS_20240718	JN.1.11.1	0.26901336	JN.1.11.1
A01-0934	SARS_20240718	KP.3	0.27831160	KP.3
A01-0934	SARS_20240718	KP.2.3.3	0.01524450	KP.2.3.3
A01-0934	SARS_20240718	KP.3.2	0.00210703	KP.3.2
A01-0934	SARS_20240718	KP.2.3.2	0.01524450	KP.2.3.2
A01-0934	SARS_20240718	JN.1.16	0.10874592	JN.1.16
A01-0934	SARS_20240718	KP.3.2.4	0.00497512	KP.3.2.4
A01-0934	SARS_20240718	KP.3.1	0.22918460	KP.3.1
A01-0934	SARS_20240718	LB.1.7	0.01307190	LB.1.7
A01-0934	SARS_20240718	LR.1	0.01351350	LR.1
A01-0934	SARS_20240718	KP.3.3	0.00503525	KP.3.3
A01-0934	SARS_20240718	KU.2	0.00898204	KU.2
A01-0934	SARS_20240718	KP.3.1.1	0.02536040	KP.3.1.1
A01-0934	SARS_20240718	KP.2.3.1	0.00132920	KP.2.3.1
A01-0932	SARS_20240718	KP.3.3	0.00363636	KP.3.3
A01-0932	SARS_20240718	KP.1.1.3	0.00205339	KP.1.1.3
A01-0932	SARS_20240718	KP.3.1.1	0.10004900	KP.3.1.1
A01-0932	SARS_20240718	LB.1.5	0.00280899	LB.1.5
A01-0932	SARS_20240718	LQ.1	0.00375940	LQ.1
A01-0932	SARS_20240718	LR.1	0.00547135	LR.1
A01-0932	SARS_20240718	KP.3.2.3	0.03448485	KP.3.2.3
A01-0932	SARS_20240718	KP.3.1	0.04701000	KP.3.1
A01-0932	SARS_20240718	KP.3.2.4	0.00151515	KP.3.2.4
A01-0932	SARS_20240718	KP.2.3	0.27413550	KP.2.3
A01-0932	SARS_20240718	XDY	0.18436500	XDY
A01-0932	SARS_20240718	KP.3	0.07304864	KP.3
A01-0932	SARS_20240718	KP.2.9	0.00118624	KP.2.9
A01-0932	SARS_20240718	KP.2.3.3	0.00138850	KP.2.3.3
A01-0932	SARS_20240718	LB.1.1	0.01628800	LB.1.1
A01-0932	SARS_20240718	KP.2	0.23705034	KP.2
A01-0932	SARS_20240718	JN.1.48	0.00133182	JN.1.48
A01-0932	SARS_20240718	KP.5	0.00328803	KP.5
