sample_id	sbatch_id	variant	proportion	aliases
A01-1055	SARS_20241008	MC.16	0.00236646	MC.16
A01-1055	SARS_20241008	MC.5	0.00184950	MC.5
A01-1055	SARS_20241008	KP.3.1	0.06771416	KP.3.1
A01-1055	SARS_20241008	LP.1.1	0.00144435	LP.1.1
A01-1055	SARS_20241008	JN.1.9	0.02005644	JN.1.9
A01-1055	SARS_20241008	MC.13.1	0.00497512	MC.13.1
A01-1055	SARS_20241008	JN.1.51.1	0.00214133	JN.1.51.1
A01-1055	SARS_20241008	KP.3.1.1	0.60254005	KP.3.1.1
A01-1055	SARS_20241008	KP.3.1.3	0.06617871	KP.3.1.3
A01-1055	SARS_20241008	LF.3	0.20049816	LF.3
A01-1055	SARS_20241008	JN.1.38.1	0.00119546	JN.1.38.1
A01-1055	SARS_20241008	LB.1.3.2	0.00124446	LB.1.3.2
A01-1055	SARS_20241008	KP.6	0.00296077	KP.6
C01-0745	SARS_20241008	MC.16	0.02721090	MC.16
C01-0745	SARS_20241008	MC.5	0.00185927	MC.5
C01-0745	SARS_20241008	KP.3.1.1	0.96308767	KP.3.1.1
C01-0741	SARS_20241008	MC.5	0.08413460	MC.5
C01-0741	SARS_20241008	MC.16	0.00428367	MC.16
C01-0741	SARS_20241008	LP.1.1	0.00101822	LP.1.1
C01-0741	SARS_20241008	KP.2	0.04583648	KP.2
C01-0741	SARS_20241008	KP.3.2	0.00240306	KP.3.2,XDY
C01-0741	SARS_20241008	MC.13.1	0.00188088	MC.13.1
C01-0741	SARS_20241008	LR.1	0.00621118	LR.1
C01-0741	SARS_20241008	KP.2.14	0.01006086	KP.2.14
C01-0741	SARS_20241008	LB.1.1	0.00730187	LB.1.1
C01-0741	SARS_20241008	KP.4.2.1	0.00993913	KP.4.2.1
C01-0741	SARS_20241008	KP.3.1.1	0.81662658	KP.3.1.1
C01-0741	SARS_20241008	MC.11.1	0.00113110	MC.11.1
C01-0741	SARS_20241008	KP.3.2.3	0.00107116	KP.3.2.3
A01-1054	SARS_20241008	KP.2.3.6	0.00283182	KP.2.3.6
A01-1054	SARS_20241008	MC.1	0.04579886	MC.1
A01-1054	SARS_20241008	MC.13.1	0.00150981	MC.13.1
A01-1054	SARS_20241008	KP.3.2	0.06415791	KP.3.2,XDY
A01-1054	SARS_20241008	KP.3.1	0.33405044	KP.3.1
A01-1054	SARS_20241008	JN.1.11.1	0.00297397	JN.1.11.1
A01-1054	SARS_20241008	MC.5	0.00146086	MC.5
A01-1054	SARS_20241008	MC.16	0.00232423	MC.16
A01-1054	SARS_20241008	KP.2.3	0.18650354	KP.2.3
A01-1054	SARS_20241008	KP.2.9	0.00251672	KP.2.9
A01-1054	SARS_20241008	KP.3.2.3	0.25768899	KP.3.2.3
A01-1054	SARS_20241008	KP.5	0.00290481	KP.5
A01-1054	SARS_20241008	KP.3.1.1	0.07231262	KP.3.1.1
A01-1054	SARS_20241008	MC.11.1	0.00185356	MC.11.1
E01-0307	SARS_20241008	LB.1.3.2	0.00124522	LB.1.3.2
E01-0307	SARS_20241008	KP.2.3	0.00263600	KP.2.3
E01-0307	SARS_20241008	KP.1	0.00654291	KP.1
E01-0307	SARS_20241008	JN.1.18.3	0.02231139	JN.1.18.3
E01-0307	SARS_20241008	KP.2.9	0.01153028	KP.2.9
E01-0307	SARS_20241008	KP.3.1.3	0.03092706	KP.3.1.3
E01-0307	SARS_20241008	KP.1.1	0.00692327	KP.1.1
E01-0307	SARS_20241008	KP.3.1	0.70288235	KP.3.1
E01-0307	SARS_20241008	KP.2	0.10757792	KP.2
E01-0307	SARS_20241008	LP.1.1	0.03010030	LP.1.1
E01-0307	SARS_20241008	JN.1.51	0.00248468	JN.1.51
E01-0307	SARS_20241008	LB.1.9	0.00101129	LB.1.9
E01-0307	SARS_20241008	JN.1.11.1	0.05652013	JN.1.11.1
E01-0307	SARS_20241008	MC.5	0.00284566	MC.5
E01-0307	SARS_20241008	MC.16	0.00139265	MC.16
C01-0744	SARS_20241008	KP.3.1.5	0.00103093	KP.3.1.5
C01-0744	SARS_20241008	MC.13.1	0.01883119	MC.13.1
C01-0744	SARS_20241008	KS.1	0.00209278	KS.1
C01-0744	SARS_20241008	MC.16	0.08024690	MC.16
C01-0744	SARS_20241008	MC.5	0.07537690	MC.5
C01-0744	SARS_20241008	JN.1.56.1	0.00130525	JN.1.56.1
C01-0744	SARS_20241008	LP.1.1	0.03937010	LP.1.1
C01-0744	SARS_20241008	ML.1	0.00172468	ML.1
C01-0744	SARS_20241008	KP.3.2.3	0.00272705	KP.3.2.3
C01-0744	SARS_20241008	LF.9	0.00238095	LF.9
C01-0744	SARS_20241008	KP.2.3	0.05617582	KP.2.3
C01-0744	SARS_20241008	LF.1	0.00191939	LF.1
C01-0744	SARS_20241008	KP.3.3.4	0.01829663	KP.3.3.4
C01-0744	SARS_20241008	KP.3	0.10545937	KP.3
C01-0744	SARS_20241008	JN.1.16.1	0.06847601	JN.1.16.1
C01-0744	SARS_20241008	KP.3.1.1	0.51953400	KP.3.1.1
E01-0308	SARS_20241008	MC.5	0.08041960	MC.5
E01-0308	SARS_20241008	MC.16	0.49536600	MC.16
E01-0308	SARS_20241008	LR.2	0.00251277	LR.2
E01-0308	SARS_20241008	KP.3.1.1	0.39331835	KP.3.1.1
E01-0308	SARS_20241008	JN.1.56.1	0.00101971	JN.1.56.1
E01-0308	SARS_20241008	MC.11.1	0.00219058	MC.11.1
E01-0308	SARS_20241008	MC.13.1	0.01449280	MC.13.1
E01-0308	SARS_20241008	KP.2.3	0.00213219	KP.2.3
C01-0742	SARS_20241008	MC.16	0.00120318	MC.16
C01-0742	SARS_20241008	MC.5	0.47155000	MC.5
C01-0742	SARS_20241008	KP.3.1.1	0.17391863	KP.3.1.1
C01-0742	SARS_20241008	KP.3	0.18567157	KP.3
C01-0742	SARS_20241008	KP.3.1	0.14712262	KP.3.1
C01-0742	SARS_20241008	MC.11.1	0.00164237	MC.11.1
C01-0742	SARS_20241008	KP.3.2.3	0.00154040	KP.3.2.3
C01-0743	SARS_20241008	MC.5	0.07386360	MC.5
C01-0743	SARS_20241008	MC.16	0.09316770	MC.16
C01-0743	SARS_20241008	JN.1.11.1	0.06650627	JN.1.11.1
C01-0743	SARS_20241008	LB.1.4	0.00579244	LB.1.4
C01-0743	SARS_20241008	LP.1.1	0.01754390	LP.1.1
C01-0743	SARS_20241008	KP.2	0.02473334	KP.2
C01-0743	SARS_20241008	JN.1.56.1	0.00131941	JN.1.56.1
C01-0743	SARS_20241008	LB.1.6	0.00113766	LB.1.6
C01-0743	SARS_20241008	XEJ	0.00163399	XEJ
C01-0743	SARS_20241008	LP.1	0.02618345	LP.1
C01-0743	SARS_20241008	KP.3.1.1	0.57435494	KP.3.1.1
