sample_id	sbatch_id	variant	proportion	aliases
C01-0579	SARS_20240227	EG.10.1	0.00165837	EG.10.1
C01-0579	SARS_20240227	XBB.1.5	0.01035198	XBB.1.5,XBW,XCQ
C01-0579	SARS_20240227	HV.1	0.00257598	HV.1
C01-0579	SARS_20240227	EG.5.1.7	0.01351350	EG.5.1.7
C01-0579	SARS_20240227	EG.11	0.00977343	EG.11
C01-0579	SARS_20240227	FL.25	0.00331266	FL.25
C01-0579	SARS_20240227	JN.1.18	0.69703101	JN.1.18
C01-0579	SARS_20240227	HV.1.1	0.00257598	HV.1.1
C01-0579	SARS_20240227	EG.5.1.13	0.00537634	EG.5.1.13
C01-0579	SARS_20240227	XBB.1.46	0.00591716	XBB.1.46
C01-0579	SARS_20240227	EG.5.1.6	0.00257598	EG.5.1.6
C01-0579	SARS_20240227	BA.5.5.1	0.00253557	BA.5.5.1
C01-0579	SARS_20240227	XBB.1.13	0.01035198	XBB.1.13
C01-0579	SARS_20240227	XZ	0.00417543	XZ,BA.1*,BA.2*
C01-0579	SARS_20240227	EG.5.1.14	0.01736610	EG.5.1.14
C01-0579	SARS_20240227	EG.5.1.17	0.01687686	EG.5.1.17
C01-0579	SARS_20240227	XBB.1.5.57	0.00228597	XBB.1.5.57,XBL
C01-0579	SARS_20240227	HK.18	0.00499445	HK.18
C01-0579	SARS_20240227	XDJ	0.02222220	XDJ
C01-0579	SARS_20240227	XBB.1	0.01035198	XBB.1,XCG,XBV
C01-0579	SARS_20240227	XBB.1.5.93	0.00631579	XBB.1.5.93,HD
C01-0579	SARS_20240227	HV.1.3	0.00257598	HV.1.3
C01-0579	SARS_20240227	XBB.1.3	0.01035198	XBB.1.3
C01-0579	SARS_20240227	XCK	0.00138600	XCK,FL.1.5.1,BQ.1.2.2
C01-0579	SARS_20240227	EG.5.1.8	0.01687686	EG.5.1.8
C01-0579	SARS_20240227	XBB.1.5.110	0.01035198	XBB.1.5.110
C01-0579	SARS_20240227	JN.1.6.1	0.02564100	JN.1.6.1
C01-0579	SARS_20240227	XBB.1.5.8	0.00130776	XBB.1.5.8
