sample_id	sbatch_id	variant	proportion	aliases
E01-0661	SARS_20241029	MD.1.1.1	0.00160256	MD.1.1.1
E01-0661	SARS_20241029	XEC	0.00471510	XEC,KP.3.3,KS.1.1
E01-0661	SARS_20241029	MC.6	0.00148368	MC.6
E01-0661	SARS_20241029	XEK	0.00279684	XEK
E01-0661	SARS_20241029	XEL	0.61797363	XEL
E01-0661	SARS_20241029	KP.3.1.1	0.16082399	KP.3.1.1
E01-0661	SARS_20241029	KP.2.10	0.18781131	KP.2.10
E01-0661	SARS_20241029	MC.16	0.01050420	MC.16
E01-0661	SARS_20241029	MC.2	0.00116414	MC.2
E01-0661	SARS_20241029	KP.2.13	0.00102880	KP.2.13
C01-0782	SARS_20241029	JN.1.20	0.00714990	JN.1.20
C01-0782	SARS_20241029	KS.1.1.2	0.00109329	KS.1.1.2
C01-0782	SARS_20241029	JN.1.7.7	0.00171115	JN.1.7.7
C01-0782	SARS_20241029	MC.16	0.72206294	MC.16
C01-0782	SARS_20241029	KP.5	0.00185565	KP.5
C01-0782	SARS_20241029	XDY	0.00758756	XDY,KP.3.2,LB.1.2.1
C01-0782	SARS_20241029	MH.1	0.00110335	MH.1
C01-0782	SARS_20241029	XEC	0.00458055	XEC,KP.3.3,KS.1.1
C01-0782	SARS_20241029	JN.1.53	0.00138215	JN.1.53
C01-0782	SARS_20241029	LF.3.1	0.01029851	LF.3.1
C01-0782	SARS_20241029	XEE	0.00148899	XEE
C01-0782	SARS_20241029	KP.3.1	0.22525123	KP.3.1
C01-0782	SARS_20241029	JN.1.58	0.00122872	JN.1.58
C01-0782	SARS_20241029	ML.1	0.00301528	ML.1
C01-0783	SARS_20241029	MC.16	0.00763262	MC.16
C01-0783	SARS_20241029	MC.14	0.00546448	MC.14
C01-0783	SARS_20241029	KP.1.1	0.00663428	KP.1.1
C01-0783	SARS_20241029	KP.3.2.2	0.00210747	KP.3.2.2
C01-0783	SARS_20241029	MC.13	0.01176470	MC.13
C01-0783	SARS_20241029	JN.1.66	0.00182482	JN.1.66
C01-0783	SARS_20241029	KP.3	0.19213031	KP.3
C01-0783	SARS_20241029	KP.3.1	0.72694538	KP.3.1
C01-0783	SARS_20241029	XEK	0.00186377	XEK
C01-0783	SARS_20241029	KP.3.3	0.00526938	KP.3.3,XEC
C01-0783	SARS_20241029	JN.1.16.1	0.00938299	JN.1.16.1
C01-0783	SARS_20241029	KS.1	0.00163524	KS.1
C01-0783	SARS_20241029	KP.2.3	0.01098900	KP.2.3
C01-0783	SARS_20241029	LU.2.1	0.00197585	LU.2.1
E01-0659	SARS_20241029	JN.1.51.1	0.00258398	JN.1.51.1
E01-0659	SARS_20241029	KU.2	0.00277577	KU.2
E01-0659	SARS_20241029	KS.1.1.2	0.00150100	KS.1.1.2
E01-0659	SARS_20241029	MC.17	0.00301287	MC.17
E01-0659	SARS_20241029	MC.16	0.01898730	MC.16
E01-0659	SARS_20241029	KP.3.4	0.00123077	KP.3.4
E01-0659	SARS_20241029	JN.1.16.1	0.01542198	JN.1.16.1
E01-0659	SARS_20241029	LR.1	0.00169039	LR.1
E01-0659	SARS_20241029	XEL	0.28499024	XEL
E01-0659	SARS_20241029	JN.1.15.1	0.00334899	JN.1.15.1
E01-0659	SARS_20241029	XEK	0.00520833	XEK
E01-0659	SARS_20241029	JN.1.16	0.14356618	JN.1.16
E01-0659	SARS_20241029	MD.1.1	0.00104911	MD.1.1
E01-0659	SARS_20241029	XEE	0.00310559	XEE
E01-0659	SARS_20241029	LB.1.3.2	0.00200405	LB.1.3.2
E01-0659	SARS_20241029	JN.1.66	0.00237540	JN.1.66
E01-0659	SARS_20241029	LF.3.1.1	0.00107681	LF.3.1.1
E01-0659	SARS_20241029	LQ.1	0.01075270	LQ.1
E01-0659	SARS_20241029	ML.1	0.00110140	ML.1
E01-0659	SARS_20241029	KP.3.1.1	0.30172145	KP.3.1.1
E01-0659	SARS_20241029	KP.3	0.17367746	KP.3
A01-1072	SARS_20241029	KS.1.1.1	0.00101358	KS.1.1.1
A01-1072	SARS_20241029	MC.17	0.00153609	MC.17
A01-1072	SARS_20241029	XEK	0.00161865	XEK
A01-1072	SARS_20241029	KP.3.3.2	0.19308065	KP.3.3.2
A01-1072	SARS_20241029	XEL	0.00673437	XEL
A01-1072	SARS_20241029	MC.6	0.12407500	MC.6
A01-1072	SARS_20241029	KP.3.1.1	0.65654885	KP.3.1.1
A01-1072	SARS_20241029	MC.16	0.00140845	MC.16
A01-1073	SARS_20241029	KP.3.2.2	0.00680272	KP.3.2.2
A01-1073	SARS_20241029	MC.6	0.00909843	MC.6
A01-1073	SARS_20241029	KS.1.1.2	0.00255973	KS.1.1.2
A01-1073	SARS_20241029	MC.16	0.02447550	MC.16
A01-1073	SARS_20241029	MC.1.1	0.15222500	MC.1.1
A01-1073	SARS_20241029	XEK	0.00512821	XEK
A01-1073	SARS_20241029	KP.3.6	0.08934453	KP.3.6
A01-1073	SARS_20241029	XEL	0.02486088	XEL
A01-1073	SARS_20241029	MC.11.1	0.17700400	MC.11.1
A01-1073	SARS_20241029	KP.3.2	0.16319328	KP.3.2,XDY
A01-1073	SARS_20241029	ML.1	0.00533963	ML.1
A01-1073	SARS_20241029	KP.3.1.1	0.33118561	KP.3.1.1
A02-1367	SARS_20241029	MU.2.1	0.00100761	MU.2.1
A02-1367	SARS_20241029	XEC	0.02471400	XEC,KP.3.3,KS.1.1
A02-1367	SARS_20241029	LJ.1	0.00236686	LJ.1
A02-1367	SARS_20241029	KS.1.1	0.01261830	KS.1.1,XEC
A02-1367	SARS_20241029	MC.1	0.01598510	MC.1
A02-1367	SARS_20241029	XEL	0.03921570	XEL
A02-1367	SARS_20241029	KP.4.1	0.00113250	KP.4.1
A02-1367	SARS_20241029	KP.3.1.1	0.66349533	KP.3.1.1
A02-1367	SARS_20241029	KP.2	0.04283310	KP.2
A02-1367	SARS_20241029	MC.13	0.00140121	MC.13
A02-1367	SARS_20241029	MC.17	0.00369458	MC.17
A02-1367	SARS_20241029	KP.1.1.5	0.00252473	KP.1.1.5
A02-1367	SARS_20241029	KP.1.1	0.00251714	KP.1.1
A02-1367	SARS_20241029	KP.2.10	0.04579712	KP.2.10
A02-1367	SARS_20241029	KU.2.2	0.00675676	KU.2.2
A02-1367	SARS_20241029	MC.16	0.12500000	MC.16
E01-0660	SARS_20241029	KP.2.10	0.02486319	KP.2.10
E01-0660	SARS_20241029	MC.16	0.00431034	MC.16
E01-0660	SARS_20241029	MC.17	0.00326023	MC.17
E01-0660	SARS_20241029	KP.3.1.1	0.34312962	KP.3.1.1
E01-0660	SARS_20241029	KP.3.1	0.11256501	KP.3.1
E01-0660	SARS_20241029	LF.3.1	0.18334334	LF.3.1
E01-0660	SARS_20241029	LF.3.1.1	0.00212766	LF.3.1.1
E01-0660	SARS_20241029	XEC	0.00272313	XEC,KP.3.3,KS.1.1
E01-0660	SARS_20241029	MM.1	0.00113250	MM.1
E01-0660	SARS_20241029	MY.1	0.00120337	MY.1
E01-0660	SARS_20241029	XEK	0.00302506	XEK
E01-0660	SARS_20241029	XEL	0.29289870	XEL
E01-0660	SARS_20241029	KP.3.3	0.00934611	KP.3.3,XEC
E01-0660	SARS_20241029	MC.11.1	0.00294272	MC.11.1
C01-0784	SARS_20241029	MC.16	0.01139600	MC.16
C01-0784	SARS_20241029	KP.2.10	0.00361045	KP.2.10
C01-0784	SARS_20241029	KP.3.1.1	0.88579688	KP.3.1.1
C01-0784	SARS_20241029	ML.1	0.00746368	ML.1
C01-0784	SARS_20241029	MC.11.1	0.00272365	MC.11.1
C01-0784	SARS_20241029	XEL	0.00728582	XEL
