sample_id	sbatch_id	variant	proportion	aliases
A01-0777	SARS_20240214	XBB.1.5.93	0.00118953	XBB.1.5.93,HD
A01-0777	SARS_20240214	XDR	0.21300907	XDR
A01-0777	SARS_20240214	GA.8	0.00188501	GA.8
A01-0777	SARS_20240214	JG.1	0.00631579	JG.1
A01-0777	SARS_20240214	JN.1.9.1	0.06878400	JN.1.9.1
A01-0777	SARS_20240214	JN.1.7	0.05117400	JN.1.7
A01-0777	SARS_20240214	B.30	0.00120343	B.30
A01-0777	SARS_20240214	BA.2.9.7	0.00145879	BA.2.9.7
A01-0777	SARS_20240214	XAT	0.00137931	XAT,BA.2.3.13,BA.1*
A01-0777	SARS_20240214	XZ	0.00285707	XZ,BA.1*,BA.2*
A01-0777	SARS_20240214	JN.1.6.1	0.02941180	JN.1.6.1
A01-0777	SARS_20240214	HV.1.8	0.00188293	HV.1.8
A01-0777	SARS_20240214	HK.3.4	0.00116686	HK.3.4
A01-0777	SARS_20240214	JN.1.8	0.06993870	JN.1.8
A01-0777	SARS_20240214	XDN	0.00128783	XDN
A01-0777	SARS_20240214	XBB.1.36	0.00107296	XBB.1.36
A01-0777	SARS_20240214	EG.5.1.3	0.04463589	EG.5.1.3,XCV,XCY
A01-0777	SARS_20240214	XDD	0.05359274	XDD
A01-0777	SARS_20240214	HV.1.10	0.00109769	HV.1.10
A01-0777	SARS_20240214	EG.5.1.13	0.00274725	EG.5.1.13
A01-0777	SARS_20240214	XDD.1	0.00195695	XDD.1
A01-0777	SARS_20240214	JN.1.18	0.33325411	JN.1.18
A01-0777	SARS_20240214	JD.2.1	0.00427350	JD.2.1
A01-0777	SARS_20240214	JN.2.5	0.00383877	JN.2.5
A01-0777	SARS_20240214	CP.8.1	0.00149254	CP.8.1
A01-0777	SARS_20240214	XBB.1.34.1	0.00100135	XBB.1.34.1
A01-0777	SARS_20240214	BA.5.11	0.00159023	BA.5.11
A01-0777	SARS_20240214	XCY	0.08664389	XCY,EG.5.1.3,GK.4
A01-0776	SARS_20240214	BA.5.11	0.00166425	BA.5.11
A01-0776	SARS_20240214	JG.3.2	0.00177441	JG.3.2
A01-0776	SARS_20240214	XBB.1.5.97	0.00107643	XBB.1.5.97
A01-0776	SARS_20240214	EG.5.1.12	0.00564061	EG.5.1.12
A01-0776	SARS_20240214	FY.6.2	0.00160435	FY.6.2
A01-0776	SARS_20240214	BA.2.32	0.00127389	BA.2.32
A01-0776	SARS_20240214	XBB.1.42	0.00596692	XBB.1.42
A01-0776	SARS_20240214	EG.5.1.10	0.00116686	EG.5.1.10,XCP
A01-0776	SARS_20240214	EG.5.1.13	0.00340909	EG.5.1.13
A01-0776	SARS_20240214	BA.2.10.4	0.01307190	BA.2.10.4
A01-0776	SARS_20240214	JN.1.18	0.55035535	JN.1.18
A01-0776	SARS_20240214	XBB.1.5.108	0.00113058	XBB.1.5.108
A01-0776	SARS_20240214	BA.2.1	0.00224798	BA.2.1
A01-0776	SARS_20240214	EG.4	0.00153563	EG.4
A01-0776	SARS_20240214	XDP	0.03908436	XDP
A01-0776	SARS_20240214	JN.1.6.1	0.01086960	JN.1.6.1
A01-0776	SARS_20240214	BF.7.17	0.00274725	BF.7.17
A01-0776	SARS_20240214	HK.28	0.00198413	HK.28
A01-0776	SARS_20240214	JN.1.4	0.19801147	JN.1.4
A01-0776	SARS_20240214	JN.1.4.1	0.00123153	JN.1.4.1
A01-0776	SARS_20240214	FL.3.1	0.00114548	FL.3.1
A01-0776	SARS_20240214	HV.1.8	0.00325733	HV.1.8
A01-0776	SARS_20240214	XAT	0.00132150	XAT,BA.2.3.13,BA.1*
A01-0776	SARS_20240214	JN.1.9.1	0.00111165	JN.1.9.1
A01-0776	SARS_20240214	JG.1	0.00123762	JG.1
A01-0776	SARS_20240214	EG.5.1.14	0.00245700	EG.5.1.14
A01-0776	SARS_20240214	XBB.1.42.2	0.00322581	XBB.1.42.2,HL
A01-0776	SARS_20240214	JN.1.2.1	0.00180995	JN.1.2.1
A01-0776	SARS_20240214	BA.2.10.1	0.00266667	BA.2.10.1
A01-0776	SARS_20240214	XAD	0.00150376	XAD,BA.2*,BA.1*
A01-0776	SARS_20240214	HK.18	0.00444939	HK.18
A01-0776	SARS_20240214	BA.2.9.2	0.00363052	BA.2.9.2
A01-0776	SARS_20240214	JN.2.1	0.00136147	JN.2.1
A01-0776	SARS_20240214	BA.2.9.4	0.00231125	BA.2.9.4
A01-0776	SARS_20240214	XDR	0.03039884	XDR
A01-0776	SARS_20240214	EG.5.1	0.05544900	EG.5.1
A01-0778	SARS_20240214	XBB.1.9.2	0.00304863	XBB.1.9.2,EG
A01-0778	SARS_20240214	JN.1.8	0.00458665	JN.1.8
A01-0778	SARS_20240214	JN.1.4.1	0.04081630	JN.1.4.1
A01-0778	SARS_20240214	HV.1.8	0.00146592	HV.1.8
A01-0778	SARS_20240214	BA.2.9.3	0.01303600	BA.2.9.3
A01-0778	SARS_20240214	JN.1.4	0.45036166	JN.1.4
A01-0778	SARS_20240214	BA.2.9.5	0.01303600	BA.2.9.5
A01-0778	SARS_20240214	EG.5	0.13934600	EG.5
A01-0778	SARS_20240214	EG.13	0.00632911	EG.13
A01-0778	SARS_20240214	XDB	0.00122656	XDB
A01-0778	SARS_20240214	HV.1.11	0.00319461	HV.1.11
A01-0778	SARS_20240214	HK.18	0.00180273	HK.18
A01-0778	SARS_20240214	BA.2.86	0.14635098	BA.2.86
A01-0778	SARS_20240214	EG.5.1.14	0.00373514	EG.5.1.14
A01-0778	SARS_20240214	EG.2	0.00304863	EG.2
A01-0778	SARS_20240214	BA.2.35	0.00284091	BA.2.35
A01-0778	SARS_20240214	HV.1	0.00319461	HV.1
A01-0778	SARS_20240214	BA.2.9.2	0.00700395	BA.2.9.2
A01-0778	SARS_20240214	XBB.2.11.1	0.00126263	XBB.2.11.1
A01-0778	SARS_20240214	BA.2.44	0.00180099	BA.2.44
A01-0778	SARS_20240214	EG.5.1.6	0.00319461	EG.5.1.6
A01-0778	SARS_20240214	BA.2.9	0.01303600	BA.2.9,XAM
A01-0778	SARS_20240214	HK.31	0.00102828	HK.31
A01-0778	SARS_20240214	JN.1.22	0.00249022	JN.1.22
A01-0778	SARS_20240214	BP.1	0.00128205	BP.1
A01-0778	SARS_20240214	HK.23	0.00290424	HK.23
A01-0778	SARS_20240214	EG.5.1.13	0.00217707	EG.5.1.13
A01-0778	SARS_20240214	BA.2.10.4	0.00413223	BA.2.10.4
A01-0778	SARS_20240214	EG.2.5	0.00304863	EG.2.5
A01-0778	SARS_20240214	XDD	0.09641054	XDD
A01-0778	SARS_20240214	HV.1.3	0.00319461	HV.1.3
A01-0778	SARS_20240214	XBB.1.34	0.00137931	XBB.1.34
A01-0739	SARS_20240214	JN.1.21	0.05963530	JN.1.21
A01-0739	SARS_20240214	XAD	0.00113314	XAD,BA.2*,BA.1*
A01-0739	SARS_20240214	JN.1.7	0.09051870	JN.1.7
A01-0739	SARS_20240214	HV.1.2	0.00430029	HV.1.2
A01-0739	SARS_20240214	JN.1.14	0.00384615	JN.1.14
A01-0739	SARS_20240214	HV.1	0.00430029	HV.1
A01-0739	SARS_20240214	JN.1.8	0.15219262	JN.1.8
A01-0739	SARS_20240214	HV.1.8	0.00136800	HV.1.8
A01-0739	SARS_20240214	JN.1.6.1	0.01250000	JN.1.6.1
A01-0739	SARS_20240214	XBB.1.9	0.01579441	XBB.1.9
A01-0739	SARS_20240214	JN.1.4	0.27306300	JN.1.4
A01-0739	SARS_20240214	JN.1.8.1	0.13203500	JN.1.8.1
A01-0739	SARS_20240214	HV.1.1	0.00430029	HV.1.1
A01-0739	SARS_20240214	HV.1.11	0.00430029	HV.1.11
A01-0739	SARS_20240214	FY.5.1	0.01722914	FY.5.1
A01-0739	SARS_20240214	HK.14	0.00423729	HK.14
A01-0739	SARS_20240214	JN.1.18	0.16176823	JN.1.18
A01-0739	SARS_20240214	EG.5.1.7	0.00574713	EG.5.1.7
A01-0739	SARS_20240214	EG.5.1.13	0.00450450	EG.5.1.13
A01-0739	SARS_20240214	FY.8	0.01722914	FY.8
A01-0739	SARS_20240214	HV.1.3	0.00430029	HV.1.3
A01-0739	SARS_20240214	XBB.1.36	0.00139567	XBB.1.36
A01-0739	SARS_20240214	EG.5.1.6	0.00430029	EG.5.1.6
A01-0739	SARS_20240214	BA.5.2.58	0.00161987	BA.5.2.58
A01-0739	SARS_20240214	EG.4.4	0.00132802	EG.4.4
A01-0775	SARS_20240214	EG.8	0.00244349	EG.8
A01-0775	SARS_20240214	JN.2.5	0.00203920	JN.2.5
A01-0775	SARS_20240214	JD.2.1	0.00132979	JD.2.1
A01-0775	SARS_20240214	XBB.1.28	0.12584936	XBB.1.28
A01-0775	SARS_20240214	XBB.1.5.23	0.00255537	XBB.1.5.23
A01-0775	SARS_20240214	XBB.1.5.47	0.00745841	XBB.1.5.47,FZ
A01-0775	SARS_20240214	XCV	0.03507299	XCV,EG.5.1.3,XBB.1.16.19
A01-0775	SARS_20240214	EG.10	0.00315477	EG.10
A01-0775	SARS_20240214	FP.4	0.00107875	FP.4
A01-0775	SARS_20240214	XBB.1.5.108	0.00132802	XBB.1.5.108
A01-0775	SARS_20240214	JN.1.4.2	0.57018600	JN.1.4.2
A01-0775	SARS_20240214	HV.1.10	0.00468750	HV.1.10
A01-0775	SARS_20240214	EG.4	0.00310587	EG.4
A01-0775	SARS_20240214	XBB.1.5.100	0.00212766	XBB.1.5.100,HY
A01-0775	SARS_20240214	XBB.1.42	0.08439460	XBB.1.42
A01-0775	SARS_20240214	XBB.1.15	0.00146306	XBB.1.15
A01-0775	SARS_20240214	EG.5.1.13	0.00215517	EG.5.1.13
A01-0775	SARS_20240214	JN.1.18	0.03360928	JN.1.18
A01-0775	SARS_20240214	XBB.1.5.102	0.00401364	XBB.1.5.102,JD
A01-0775	SARS_20240214	JG.3.1	0.00126422	JG.3.1
A01-0775	SARS_20240214	XBB.1.4	0.00621863	XBB.1.4
A01-0775	SARS_20240214	HA.1	0.00304692	HA.1
A01-0775	SARS_20240214	HK.14	0.00126674	HK.14
A01-0775	SARS_20240214	XBB.1.5.61	0.00141945	XBB.1.5.61
A01-0775	SARS_20240214	JN.1.6.1	0.01401400	JN.1.6.1
A01-0775	SARS_20240214	XBB.1.5.37	0.00154679	XBB.1.5.37
A01-0775	SARS_20240214	JN.1.4	0.03441300	JN.1.4
A01-0775	SARS_20240214	FL.3.1	0.00102775	FL.3.1
A01-0775	SARS_20240214	XBB.1.5.34	0.00168539	XBB.1.5.34
A01-0775	SARS_20240214	BA.2.9.4	0.00170292	BA.2.9.4
A01-0775	SARS_20240214	FP.1	0.00203651	FP.1,XCJ
A01-0775	SARS_20240214	XCD	0.00402169	XCD,BQ.1.1.25*,XBB.1*
A01-0775	SARS_20240214	XBB.1.5.30	0.00250941	XBB.1.5.30,HM
A01-0775	SARS_20240214	XBB.1.5.87	0.00161812	XBB.1.5.87
A01-0775	SARS_20240214	GA.7.2	0.00109529	GA.7.2
A01-0775	SARS_20240214	XBB.1.42.2	0.00163934	XBB.1.42.2,HL
A01-0775	SARS_20240214	JN.1.2.1	0.00104022	JN.1.2.1
A01-0775	SARS_20240214	XBB.1.4.1	0.00102775	XBB.1.4.1
A01-0775	SARS_20240214	HK.18	0.00439239	HK.18
A01-0775	SARS_20240214	XBB.1.5.18	0.00102855	XBB.1.5.18
A01-0738	SARS_20240214	JN.1	0.01673058	JN.1
A01-0738	SARS_20240214	HV.1	0.00675445	HV.1
A01-0738	SARS_20240214	XCZ	0.00336980	XCZ,GK.1.1,EG.5.1.1
A01-0738	SARS_20240214	BA.2.9.4	0.00136612	BA.2.9.4
A01-0738	SARS_20240214	JN.1.2.1	0.00161179	JN.1.2.1
A01-0738	SARS_20240214	JN.1.9	0.01673058	JN.1.9
A01-0738	SARS_20240214	JN.1.19	0.00244499	JN.1.19
A01-0738	SARS_20240214	JN.1.9.1	0.12486808	JN.1.9.1
A01-0738	SARS_20240214	FL.35	0.00445075	FL.35
A01-0738	SARS_20240214	GE.1.6	0.00109769	GE.1.6
