sample_id	sbatch_id	variant	proportion	aliases
A01-0958	SARS_20240813	LN.1	0.00198953	LN.1
A01-0958	SARS_20240813	KU.2	0.00236984	KU.2
A01-0958	SARS_20240813	JN.1.18.3	0.08615591	JN.1.18.3
A01-0958	SARS_20240813	KP.3.1.1	0.36897447	KP.3.1.1
A01-0958	SARS_20240813	KP.2.3	0.02949126	KP.2.3
A01-0958	SARS_20240813	KP.3.2.3	0.00126030	KP.3.2.3
A01-0958	SARS_20240813	KP.2.3.6	0.00638344	KP.2.3.6
A01-0958	SARS_20240813	LF.1.1	0.00113290	LF.1.1
A01-0958	SARS_20240813	ML.1	0.00288080	ML.1
A01-0958	SARS_20240813	KP.3.3.4	0.11596330	KP.3.3.4
A01-0958	SARS_20240813	LB.1.7.3	0.00158253	LB.1.7.3
A01-0958	SARS_20240813	JN.1.16.1	0.08309758	JN.1.16.1
A01-0958	SARS_20240813	MC.1	0.14782490	MC.1
A01-0958	SARS_20240813	LB.1.7	0.12643481	LB.1.7
A01-0960	SARS_20240813	KP.3.2.3	0.08176895	KP.3.2.3
A01-0960	SARS_20240813	ML.2	0.08717396	ML.2
A01-0960	SARS_20240813	KP.2.15	0.08041037	KP.2.15
A01-0960	SARS_20240813	KP.2.3.6	0.04577391	KP.2.3.6
A01-0960	SARS_20240813	KP.2.3.3	0.03927903	KP.2.3.3
A01-0960	SARS_20240813	JN.1.11.1	0.03740519	JN.1.11.1
A01-0960	SARS_20240813	KP.4	0.09363677	KP.4
A01-0960	SARS_20240813	KP.2.3	0.00311075	KP.2.3
A01-0960	SARS_20240813	KP.3.1.1	0.46136776	KP.3.1.1
A01-0960	SARS_20240813	LB.1.6	0.00111088	LB.1.6
A01-0960	SARS_20240813	LB.1.3	0.02889352	LB.1.3
A01-0960	SARS_20240813	LQ.1	0.01935722	LQ.1
A01-0960	SARS_20240813	LB.1.7.3	0.00120170	LB.1.7.3
E01-0547	SARS_20240813	LB.1.3.1	0.00101803	LB.1.3.1
E01-0547	SARS_20240813	MC.1	0.00111718	MC.1
E01-0547	SARS_20240813	KP.3.3.3	0.00628204	KP.3.3.3
E01-0547	SARS_20240813	KP.3.1.3	0.00325556	KP.3.1.3
E01-0547	SARS_20240813	LB.1.7.3	0.00148736	LB.1.7.3
E01-0547	SARS_20240813	LF.1.1	0.00109509	LF.1.1
E01-0547	SARS_20240813	ML.1	0.00458192	ML.1
E01-0547	SARS_20240813	KP.3.3.4	0.02699160	KP.3.3.4
E01-0547	SARS_20240813	LF.4	0.00558440	LF.4
E01-0547	SARS_20240813	JN.1.13	0.00129401	JN.1.13
E01-0547	SARS_20240813	KP.3.2.3	0.00162268	KP.3.2.3
E01-0547	SARS_20240813	KP.3.1.1	0.17362229	KP.3.1.1
E01-0547	SARS_20240813	XEC	0.00420168	XEC,KP.3.3,KS.1.1
E01-0547	SARS_20240813	KP.3.5	0.75690235	KP.3.5
E01-0547	SARS_20240813	JN.1.48	0.00139313	JN.1.48
C01-0701	SARS_20240813	JN.11	0.00271628	JN.11
C01-0701	SARS_20240813	KP.3.3	0.04469210	KP.3.3,XEC
C01-0701	SARS_20240813	ML.1	0.00235288	ML.1
C01-0701	SARS_20240813	KP.3.3.4	0.04729315	KP.3.3.4
C01-0701	SARS_20240813	KP.2.14	0.05555559	KP.2.14
C01-0701	SARS_20240813	KP.2.15	0.00100452	KP.2.15
C01-0701	SARS_20240813	LF.4	0.04901960	LF.4
C01-0701	SARS_20240813	JN.1.11.1	0.56513042	JN.1.11.1
C01-0701	SARS_20240813	KP.2.10	0.01024316	KP.2.10
C01-0701	SARS_20240813	KP.2	0.14290323	KP.2
C01-0701	SARS_20240813	MC.4	0.00520611	MC.4
C01-0701	SARS_20240813	LB.1.1	0.06101481	LB.1.1
A01-0912	SARS_20240813	JN.1.8.4	0.00227790	JN.1.8.4
A01-0912	SARS_20240813	JN.1.11.1	0.02734851	JN.1.11.1
A01-0912	SARS_20240813	KP.5	0.05221702	KP.5
A01-0912	SARS_20240813	JN.1.18.3	0.00541821	JN.1.18.3
A01-0912	SARS_20240813	LP.1.1	0.00649351	LP.1.1
A01-0912	SARS_20240813	KP.2	0.21033161	KP.2
A01-0912	SARS_20240813	JN.1.18.5	0.00218399	JN.1.18.5
A01-0912	SARS_20240813	KP.2.3.4	0.00983607	KP.2.3.4
A01-0912	SARS_20240813	LF.4	0.00132538	LF.4
A01-0912	SARS_20240813	KP.2.15	0.00831144	KP.2.15
A01-0912	SARS_20240813	JN.1.4	0.00460974	JN.1.4,XEB,XED,XDP
A01-0912	SARS_20240813	LB.1.7.3	0.00124858	LB.1.7.3
A01-0912	SARS_20240813	JN.1.34	0.04192947	JN.1.34
A01-0912	SARS_20240813	KP.3	0.38064975	KP.3
A01-0912	SARS_20240813	KP.1.1	0.01339638	KP.1.1
A01-0912	SARS_20240813	KP.1.2	0.01123053	KP.1.2
A01-0912	SARS_20240813	KP.3.3.1	0.00896861	KP.3.3.1
A01-0912	SARS_20240813	LP.1	0.00166976	LP.1
A01-0912	SARS_20240813	KP.3.1.1	0.00580104	KP.3.1.1
A01-0912	SARS_20240813	KP.2.3	0.08062843	KP.2.3
A01-0912	SARS_20240813	JN.1.8.2	0.00148120	JN.1.8.2
A01-0912	SARS_20240813	KP.3.2.3	0.03968250	KP.3.2.3
A01-0912	SARS_20240813	KQ.1	0.00596250	KQ.1
A01-0912	SARS_20240813	JN.1.61	0.00235294	JN.1.61
A01-0912	SARS_20240813	JN.1.8.1	0.00145027	JN.1.8.1
A01-0912	SARS_20240813	JN.1.15	0.02054790	JN.1.15
A01-0912	SARS_20240813	JN.1.4.3	0.00501202	JN.1.4.3
A01-0912	SARS_20240813	MC.1	0.00645277	MC.1
A01-0912	SARS_20240813	KP.1	0.00939359	KP.1
A01-0912	SARS_20240813	KP.2.5	0.00714223	KP.2.5
A01-0912	SARS_20240813	JN.1.4.4	0.00540177	JN.1.4.4
A01-0959	SARS_20240813	MC.1	0.05064417	MC.1
A01-0959	SARS_20240813	KP.3.3	0.02830724	KP.3.3,XEC
A01-0959	SARS_20240813	ML.1	0.00329386	ML.1
A01-0959	SARS_20240813	KP.3.3.3	0.15255109	KP.3.3.3
A01-0959	SARS_20240813	KP.3.1.3	0.00213500	KP.3.1.3
A01-0959	SARS_20240813	LB.1.7.3	0.00226584	LB.1.7.3
A01-0959	SARS_20240813	ML.2	0.03332768	ML.2
A01-0959	SARS_20240813	KP.3.2.3	0.06614680	KP.3.2.3
A01-0959	SARS_20240813	XDY	0.03707740	XDY,KP.3.2,LB.1.2.1
A01-0959	SARS_20240813	KP.2.15	0.00148324	KP.2.15
A01-0959	SARS_20240813	KP.2.3.6	0.06678155	KP.2.3.6
A01-0959	SARS_20240813	KP.3.2	0.01445439	KP.3.2,XDY
A01-0959	SARS_20240813	LB.1.1	0.03357800	LB.1.1
A01-0959	SARS_20240813	LP.1.1	0.02347216	LP.1.1
A01-0959	SARS_20240813	KP.2.3	0.05540920	KP.2.3
A01-0959	SARS_20240813	KP.2	0.07735457	KP.2
A01-0959	SARS_20240813	KP.3.1.1	0.32908574	KP.3.1.1
A01-0959	SARS_20240813	LR.1	0.00109829	LR.1
A01-0909	SARS_20240813	JN.1.15.1	0.81376842	JN.1.15.1
A01-0909	SARS_20240813	LQ.1	0.00685597	LQ.1
A01-0909	SARS_20240813	KP.3.1.1	0.02091950	KP.3.1.1
A01-0909	SARS_20240813	LB.1.7.3	0.00129951	LB.1.7.3
A01-0909	SARS_20240813	LA.2	0.00241352	LA.2
A01-0909	SARS_20240813	LF.4	0.03313218	LF.4
A01-0909	SARS_20240813	KP.2.15	0.00102617	KP.2.15
A01-0909	SARS_20240813	JN.1.58.3	0.00267948	JN.1.58.3
A01-0909	SARS_20240813	KP.3.3	0.09978318	KP.3.3,XEC
A01-0909	SARS_20240813	JN.1.62	0.00144832	JN.1.62
A01-0956	SARS_20240813	KP.1.1	0.05571234	KP.1.1
A01-0956	SARS_20240813	LP.1.2	0.04472531	LP.1.2
A01-0956	SARS_20240813	MC.1	0.03172223	MC.1
A01-0956	SARS_20240813	LB.1.7.3	0.00129641	LB.1.7.3
A01-0956	SARS_20240813	KP.3.1.3	0.00542102	KP.3.1.3
A01-0956	SARS_20240813	KP.3.3.4	0.04849866	KP.3.3.4
A01-0956	SARS_20240813	ML.1	0.00215231	ML.1
A01-0956	SARS_20240813	KP.2.4	0.00427446	KP.2.4
A01-0956	SARS_20240813	KP.3.2.3	0.05396094	KP.3.2.3
A01-0956	SARS_20240813	KP.1.1.5	0.01119459	KP.1.1.5
A01-0956	SARS_20240813	LP.1	0.00558900	LP.1
A01-0956	SARS_20240813	LB.1.3	0.07353349	LB.1.3
A01-0956	SARS_20240813	KP.3.1.1	0.38298975	KP.3.1.1
A01-0956	SARS_20240813	KP.2.3	0.07384484	KP.2.3
A01-0956	SARS_20240813	KP.2	0.13179538	KP.2
A01-0956	SARS_20240813	LP.1.1	0.00114679	LP.1.1
A01-0956	SARS_20240813	LB.1.1	0.03924017	LB.1.1
A01-0956	SARS_20240813	KP.2.9	0.00109207	KP.2.9
A01-0956	SARS_20240813	KP.2.10	0.01266351	KP.2.10
A01-0908	SARS_20240813	KP.2.10	0.01726240	KP.2.10
A01-0908	SARS_20240813	JN.1.11.1	0.02027052	JN.1.11.1
A01-0908	SARS_20240813	KP.3.1.1	0.00149194	KP.3.1.1
A01-0908	SARS_20240813	KP.2	0.46150191	KP.2
A01-0908	SARS_20240813	KP.2.3	0.44940712	KP.2.3
A01-0908	SARS_20240813	KP.3.2.3	0.00123449	KP.3.2.3
A01-0908	SARS_20240813	KP.2.3.4	0.00198588	KP.2.3.4
A01-0908	SARS_20240813	KP.2.15	0.01904760	KP.2.15
A01-0908	SARS_20240813	LF.4	0.00169267	LF.4
A01-0908	SARS_20240813	ML.1	0.00108388	ML.1
A01-0908	SARS_20240813	KP.2.8	0.00564972	KP.2.8
A01-0908	SARS_20240813	KP.3.3	0.00264896	KP.3.3,XEC
C01-0705	SARS_20240813	XDY	0.01176012	XDY,KP.3.2,LB.1.2.1
C01-0705	SARS_20240813	JN.1.38	0.00354610	JN.1.38
C01-0705	SARS_20240813	ML.2	0.00330880	ML.2
C01-0705	SARS_20240813	KP.3.5	0.05005248	KP.3.5
C01-0705	SARS_20240813	KP.3.1.1	0.00111504	KP.3.1.1
C01-0705	SARS_20240813	KP.2.3	0.66882728	KP.2.3
C01-0705	SARS_20240813	JN.1.48	0.00152128	JN.1.48
C01-0705	SARS_20240813	JN.11	0.03211759	JN.11
C01-0705	SARS_20240813	MC.1	0.00103029	MC.1
C01-0705	SARS_20240813	JN.1.30	0.00378787	JN.1.30
C01-0705	SARS_20240813	JN.1.15	0.00492005	JN.1.15
C01-0705	SARS_20240813	KP.2.3.4	0.00168681	KP.2.3.4
C01-0705	SARS_20240813	JN.1.20	0.03276348	JN.1.20
C01-0705	SARS_20240813	JN.1.53.1	0.00100925	JN.1.53.1
C01-0705	SARS_20240813	LB.1.3.1	0.00881013	LB.1.3.1
C01-0705	SARS_20240813	JN.1.58.3	0.00569801	JN.1.58.3
C01-0705	SARS_20240813	JN.1.32.1	0.01164097	JN.1.32.1
C01-0705	SARS_20240813	JN.1.9	0.08250907	JN.1.9
C01-0705	SARS_20240813	JN.1.14	0.00118298	JN.1.14
C01-0705	SARS_20240813	LB.1.7.3	0.00106570	LB.1.7.3
C01-0705	SARS_20240813	JN.1.52	0.00282055	JN.1.52
C01-0705	SARS_20240813	KP.3.3.3	0.01761556	KP.3.3.3
C01-0705	SARS_20240813	JN.1.34	0.00514258	JN.1.34
C01-0705	SARS_20240813	ML.1	0.02707564	ML.1
C01-0663	SARS_20240813	JN.1.48	0.04617804	JN.1.48
C01-0663	SARS_20240813	JN.1.20	0.16612900	JN.1.20
C01-0663	SARS_20240813	KP.3.1.1	0.00203653	KP.3.1.1
C01-0663	SARS_20240813	XBW	0.00358642	XBW,BQ.1.14,XBB.1.5
C01-0663	SARS_20240813	XBB.2.4	0.54512459	XBB.2.4
C01-0663	SARS_20240813	JN.1.63	0.00598802	JN.1.63
C01-0663	SARS_20240813	KP.1.1.5	0.00155765	KP.1.1.5
C01-0663	SARS_20240813	JN.1.18.7	0.00132802	JN.1.18.7
C01-0663	SARS_20240813	KP.2.3.4	0.00368596	KP.2.3.4
C01-0663	SARS_20240813	JN.1.53	0.00735294	JN.1.53
C01-0663	SARS_20240813	LB.1.7.3	0.00105956	LB.1.7.3
C01-0663	SARS_20240813	JN.1.11	0.09263201	JN.1.11
C01-0663	SARS_20240813	JN.1.9	0.08359637	JN.1.9
C01-0663	SARS_20240813	LB.1.3.1	0.02116915	LB.1.3.1
C01-0703	SARS_20240813	LR.1	0.00197511	LR.1
C01-0703	SARS_20240813	KP.3.1.3	0.09478635	KP.3.1.3
C01-0703	SARS_20240813	LB.1.1	0.25768518	LB.1.1
C01-0703	SARS_20240813	KP.3.1.1	0.25073914	KP.3.1.1
C01-0703	SARS_20240813	LQ.1	0.00545094	LQ.1
C01-0703	SARS_20240813	ML.1	0.00279801	ML.1
C01-0703	SARS_20240813	KP.3	0.35170090	KP.3
C01-0703	SARS_20240813	LF.4	0.00647326	LF.4
C01-0703	SARS_20240813	LB.1.7	0.00202029	LB.1.7
C01-0703	SARS_20240813	KP.3.2.3	0.00108351	KP.3.2.3
E01-0549	SARS_20240813	KP.3.3	0.67314693	KP.3.3,XEC
E01-0549	SARS_20240813	KP.3	0.04360967	KP.3
E01-0549	SARS_20240813	KP.2.15	0.00155119	KP.2.15
E01-0549	SARS_20240813	KP.3.1.3	0.00151692	KP.3.1.3
E01-0549	SARS_20240813	LB.1	0.06809377	LB.1
E01-0549	SARS_20240813	LB.1.7.3	0.00154113	LB.1.7.3
E01-0549	SARS_20240813	LB.1.1	0.17797970	LB.1.1
E01-0549	SARS_20240813	KP.3.1.1	0.00112380	KP.3.1.1
E01-0549	SARS_20240813	LF.1.1	0.00111982	LF.1.1
E01-0549	SARS_20240813	ML.1	0.00110309	ML.1
A01-0910	SARS_20240813	KP.1.2	0.03644204	KP.1.2
A01-0910	SARS_20240813	LD.1	0.00236452	LD.1
A01-0910	SARS_20240813	ML.1	0.00187813	ML.1
A01-0910	SARS_20240813	LB.1.1	0.87347727	LB.1.1
A01-0910	SARS_20240813	LR.1	0.00291463	LR.1
A01-0910	SARS_20240813	KP.3.2.3	0.00121408	KP.3.2.3
A01-0910	SARS_20240813	MC.1	0.00280374	MC.1
A01-0910	SARS_20240813	KP.1.1.5	0.06190050	KP.1.1.5
A01-0957	SARS_20240813	KP.2.3.6	0.03853241	KP.2.3.6
A01-0957	SARS_20240813	KP.3.2.3	0.02496770	KP.3.2.3
A01-0957	SARS_20240813	LR.1	0.00116624	LR.1
A01-0957	SARS_20240813	KP.3.5	0.00525938	KP.3.5
A01-0957	SARS_20240813	XEC	0.01516012	XEC,KP.3.3,KS.1.1
A01-0957	SARS_20240813	KP.2	0.18075786	KP.2
A01-0957	SARS_20240813	KP.3.1.1	0.02135075	KP.3.1.1
A01-0957	SARS_20240813	KP.3.2	0.05414838	KP.3.2,XDY
A01-0957	SARS_20240813	KP.3	0.00611735	KP.3
A01-0957	SARS_20240813	KP.3.1	0.01883016	KP.3.1
A01-0957	SARS_20240813	KS.1.1	0.22577288	KS.1.1,XEC
A01-0957	SARS_20240813	KS.1	0.12434510	KS.1
A01-0957	SARS_20240813	MC.1	0.07126776	MC.1
A01-0957	SARS_20240813	KP.3.1.3	0.08447779	KP.3.1.3
A01-0957	SARS_20240813	LB.1.7.3	0.00160707	LB.1.7.3
A01-0957	SARS_20240813	KP.1.1.3	0.02093897	KP.1.1.3
A01-0957	SARS_20240813	LB.1.8	0.04971630	LB.1.8
A01-0957	SARS_20240813	ML.1	0.00271976	ML.1
A01-0957	SARS_20240813	LB.1.2.3	0.00180180	LB.1.2.3
A01-0957	SARS_20240813	LY.1	0.02596789	LY.1
E01-0548	SARS_20240813	KP.3.1.3	0.05287391	KP.3.1.3
E01-0548	SARS_20240813	ML.1	0.00255878	ML.1
E01-0548	SARS_20240813	KP.3.3	0.32326705	KP.3.3,XEC
E01-0548	SARS_20240813	KP.3.1	0.19853485	KP.3.1
E01-0548	SARS_20240813	KP.3.1.2	0.00181598	KP.3.1.2
E01-0548	SARS_20240813	KP.3.1.1	0.00322088	KP.3.1.1
E01-0548	SARS_20240813	KP.2	0.38932550	KP.2
E01-0548	SARS_20240813	JN.1.11.1	0.00244605	JN.1.11.1
E01-0548	SARS_20240813	KP.2.10	0.00312968	KP.2.10
E01-0548	SARS_20240813	KP.2.15	0.00213490	KP.2.15
E01-0548	SARS_20240813	KP.2.3.4	0.00115195	KP.2.3.4
C01-0704	SARS_20240813	KP.3.1.1	0.14932547	KP.3.1.1
C01-0704	SARS_20240813	LB.1.1	0.12416667	LB.1.1
C01-0704	SARS_20240813	KP.3.5	0.17984984	KP.3.5
C01-0704	SARS_20240813	JN.1.48	0.04950139	JN.1.48
C01-0704	SARS_20240813	LF.4	0.01467479	LF.4
C01-0704	SARS_20240813	KP.3.2.3	0.00800000	KP.3.2.3
C01-0704	SARS_20240813	KP.2.3.4	0.00468919	KP.2.3.4
C01-0704	SARS_20240813	ML.2	0.00512652	ML.2
C01-0704	SARS_20240813	JN.1.55.2	0.00165328	JN.1.55.2
C01-0704	SARS_20240813	JN.1.11	0.34144463	JN.1.11
C01-0704	SARS_20240813	JN.1.36.1	0.00148368	JN.1.36.1
C01-0704	SARS_20240813	KP.3.1.3	0.06211852	KP.3.1.3
C01-0704	SARS_20240813	KP.3.1.4	0.00394703	KP.3.1.4
C01-0704	SARS_20240813	ML.1	0.02561248	ML.1
C01-0704	SARS_20240813	JN.1.58.3	0.00377358	JN.1.58.3
C01-0704	SARS_20240813	MM.1	0.00151745	MM.1
C01-0704	SARS_20240813	KP.3	0.00651240	KP.3
C01-0704	SARS_20240813	MC.1	0.00523725	MC.1
A01-0955	SARS_20240813	KP.3.1.3	0.00210582	KP.3.1.3
A01-0955	SARS_20240813	LB.1.7.3	0.00180505	LB.1.7.3
A01-0955	SARS_20240813	LQ.1	0.01888298	LQ.1
A01-0955	SARS_20240813	ML.1	0.04804887	ML.1
A01-0955	SARS_20240813	KP.3.3	0.05430320	KP.3.3,XEC
A01-0955	SARS_20240813	KP.1.1	0.01971903	KP.1.1
A01-0955	SARS_20240813	LB.1.7	0.00429472	LB.1.7
A01-0955	SARS_20240813	KP.3.1	0.17994133	KP.3.1
A01-0955	SARS_20240813	MC.1	0.06134473	MC.1
A01-0955	SARS_20240813	KP.3.1.2	0.00166389	KP.3.1.2
A01-0955	SARS_20240813	LB.1.6	0.00181994	LB.1.6
A01-0955	SARS_20240813	LP.1	0.09277950	LP.1
A01-0955	SARS_20240813	KP.3.5	0.01273564	KP.3.5
A01-0955	SARS_20240813	LB.1.1	0.05458224	LB.1.1
A01-0955	SARS_20240813	KP.3.1.1	0.05100378	KP.3.1.1
A01-0955	SARS_20240813	KP.2.3	0.11349109	KP.2.3
A01-0955	SARS_20240813	KU.2	0.00100801	KU.2
A01-0955	SARS_20240813	XDY	0.05430165	XDY,KP.3.2,LB.1.2.1
A01-0955	SARS_20240813	KP.2.15	0.04649390	KP.2.15
A01-0955	SARS_20240813	KP.2.3.6	0.04149258	KP.2.3.6
A01-0955	SARS_20240813	KP.3.2.3	0.12151304	KP.3.2.3
NTC	SARS_20240813	JN.1.11.1	0.00228629	JN.1.11.1
NTC	SARS_20240813	KP.5	0.00223099	KP.5
NTC	SARS_20240813	KP.2	0.06435254	KP.2
NTC	SARS_20240813	LB.1.1	0.02663276	LB.1.1
NTC	SARS_20240813	BA.2.12.1	0.00779220	BA.2.12.1
NTC	SARS_20240813	KP.2.3.4	0.04326918	KP.2.3.4
NTC	SARS_20240813	KP.2.15	0.02459020	KP.2.15
NTC	SARS_20240813	LF.4	0.06103290	LF.4
NTC	SARS_20240813	ML.1	0.06759910	ML.1
NTC	SARS_20240813	JN.1.11	0.10210126	JN.1.11
NTC	SARS_20240813	KP.2.18	0.00472128	KP.2.18
NTC	SARS_20240813	KS.1.1	0.01020411	KS.1.1,XEC
NTC	SARS_20240813	HP.1	0.00205813	HP.1
NTC	SARS_20240813	LB.1.3.1	0.01169590	LB.1.3.1
NTC	SARS_20240813	KP.1.1	0.02463637	KP.1.1
NTC	SARS_20240813	KP.1.2	0.00211079	KP.1.2
NTC	SARS_20240813	JN.1.48	0.04629628	JN.1.48
NTC	SARS_20240813	KP.4	0.01413428	KP.4
NTC	SARS_20240813	KP.3.5	0.04387909	KP.3.5
NTC	SARS_20240813	LP.1	0.00813008	LP.1
NTC	SARS_20240813	KP.2.3	0.06407580	KP.2.3
NTC	SARS_20240813	KP.3.1.1	0.16873150	KP.3.1.1
NTC	SARS_20240813	KP.2.4	0.00651469	KP.2.4
NTC	SARS_20240813	KP.3.2.3	0.01886790	KP.3.2.3
NTC	SARS_20240813	KP.2.14	0.04166667	KP.2.14
NTC	SARS_20240813	MC.1	0.06043550	MC.1
NTC	SARS_20240813	KP.1	0.00215975	KP.1
NTC	SARS_20240813	KP.3.3	0.06496590	KP.3.3,XEC
NTC	SARS_20240813	GN.1.2	0.00225228	GN.1.2
A01-0911	SARS_20240813	JN.1.48.2	0.00116800	JN.1.48.2
A01-0911	SARS_20240813	KS.1.2	0.00115685	KS.1.2
A01-0911	SARS_20240813	JN.1.18.3	0.00255096	JN.1.18.3
A01-0911	SARS_20240813	KP.3.5	0.00493670	KP.3.5
A01-0911	SARS_20240813	KU.2	0.00138146	KU.2
A01-0911	SARS_20240813	KP.3.2	0.00334426	KP.3.2,XDY
A01-0911	SARS_20240813	JN.1.48	0.42200900	JN.1.48
A01-0911	SARS_20240813	KP.3.2.3	0.00135426	KP.3.2.3
A01-0911	SARS_20240813	LY.2	0.00178655	LY.2
A01-0911	SARS_20240813	LB.1.7.3	0.00126377	LB.1.7.3
A01-0911	SARS_20240813	JN.1.16.1	0.50189543	JN.1.16.1
A01-0911	SARS_20240813	LD.1	0.01272466	LD.1
A01-0911	SARS_20240813	LF.1.1	0.00136168	LF.1.1
A01-0911	SARS_20240813	KP.3.3	0.00159741	KP.3.3,XEC
A01-0911	SARS_20240813	MC.1	0.00141190	MC.1
A01-0911	SARS_20240813	JN.1.18.1	0.01364804	JN.1.18.1
A01-0907	SARS_20240813	KP.2.7	0.15146271	KP.2.7
A01-0907	SARS_20240813	JN.1.58.3	0.00314510	JN.1.58.3
A01-0907	SARS_20240813	KS.1.1	0.00140647	KS.1.1,XEC
A01-0907	SARS_20240813	MC.1	0.00118363	MC.1
A01-0907	SARS_20240813	LB.1.7.3	0.00169779	LB.1.7.3
A01-0907	SARS_20240813	JN.1.11	0.00405078	JN.1.11
A01-0907	SARS_20240813	LQ.1	0.00152718	LQ.1
