sample_id	sbatch_id	variant	proportion	aliases
E01-0390	SARS_20240118_A	JN.1.6.1	0.0115163	JN.1.6.1
E01-0390	SARS_20240118_A	XBB.1.36	0.0017331	XBB.1.36
E01-0390	SARS_20240118_A	EG.14	0.00113636	EG.14
E01-0390	SARS_20240118_A	KB.1	0.00900901	KB.1
E01-0390	SARS_20240118_A	XBB.1.5	0.0187924	XBB.1.5,XCQ,XBW
E01-0390	SARS_20240118_A	EG.5.1.6	0.04080597	EG.5.1.6
E01-0390	SARS_20240118_A	HN.4.1.1	0.00106383	HN.4.1.1
E01-0390	SARS_20240118_A	EG.5.1.11	0.00815054	EG.5.1.11
E01-0390	SARS_20240118_A	EG.5.1.4	0.0275568	EG.5.1.4
E01-0390	SARS_20240118_A	XBB.1.41.2	0.00129199	XBB.1.41.2
E01-0390	SARS_20240118_A	EG.5.1.3	0.00745684	EG.5.1.3,XCY,XCV
E01-0390	SARS_20240118_A	HV.1	0.04080597	HV.1
E01-0390	SARS_20240118_A	HK.23	0.00417107	HK.23
E01-0390	SARS_20240118_A	EG.5.1.19	0.0714286	EG.5.1.19
E01-0390	SARS_20240118_A	HK.20.1	0.08509944	HK.20.1
E01-0390	SARS_20240118_A	XBB.2	0.0024102	XBB.2
E01-0390	SARS_20240118_A	HN.5	0.03360056	HN.5,XDA
E01-0390	SARS_20240118_A	XBB.2.4	0.0024102	XBB.2.4
E01-0390	SARS_20240118_A	XBB.1.44	0.00590425	XBB.1.44
E01-0390	SARS_20240118_A	XBB.1.15	0.0019544	XBB.1.15
E01-0390	SARS_20240118_A	XBB.1.5.57	0.00367695	XBB.1.5.57,XBL
E01-0390	SARS_20240118_A	EG.5	0.00986666	EG.5
E01-0390	SARS_20240118_A	HK.18	0.00626741	HK.18
E01-0390	SARS_20240118_A	XBB.1.14.1	0.00129702	XBB.1.14.1
E01-0390	SARS_20240118_A	EG.5.1.8	0.00815054	EG.5.1.8
E01-0390	SARS_20240118_A	EG.5.1.12	0.002574	EG.5.1.12
E01-0390	SARS_20240118_A	XBB.1.28	0.0187924	XBB.1.28
E01-0390	SARS_20240118_A	BA.2.10.4	0.00865801	BA.2.10.4
E01-0390	SARS_20240118_A	HN.2	0.00127226	HN.2
E01-0390	SARS_20240118_A	HM.1	0.00152439	HM.1
E01-0390	SARS_20240118_A	HV.1.8	0.00192308	HV.1.8
E01-0390	SARS_20240118_A	JG.3.2	0.0109091	JG.3.2
E01-0390	SARS_20240118_A	EG.5.1.13	0.00109409	EG.5.1.13
E01-0390	SARS_20240118_A	CH.1.1.20	0.00115964	CH.1.1.20
E01-0390	SARS_20240118_A	FY.8.1	0.00236407	FY.8.1
E01-0390	SARS_20240118_A	JN.1.4	0.08962766	JN.1.4
E01-0390	SARS_20240118_A	XBB.1.10	0.00840336	XBB.1.10
E01-0390	SARS_20240118_A	XBB.1.34.1	0.00441258	XBB.1.34.1
E01-0390	SARS_20240118_A	XBB.1	0.0187924	XBB.1,XCG,XBV
E01-0390	SARS_20240118_A	JG.3	0.0109091	JG.3
E01-0390	SARS_20240118_A	EG.5.1	0.00815054	EG.5.1
E01-0390	SARS_20240118_A	HV.1.4	0.14056	HV.1.4
E01-0390	SARS_20240118_A	XBB.1.5.93	0.00125063	XBB.1.5.93,HD
E01-0390	SARS_20240118_A	JR.1.1	0.00277008	JR.1.1
E01-0390	SARS_20240118_A	JF.1.1.2	0.0025413	JF.1.1.2
E01-0390	SARS_20240118_A	XBB.2.12	0.00178492	XBB.2.12
E01-0390	SARS_20240118_A	XBB.2.8	0.0024102	XBB.2.8
E01-0390	SARS_20240118_A	B.6.4	0.00275482	B.6.4
E01-0390	SARS_20240118_A	XCJ	0.00118977	XCJ,GM.2,FP.1
E01-0390	SARS_20240118_A	HK.20	0.08509944	HK.20
E01-0390	SARS_20240118_A	HK.3.12	0.0285714	HK.3.12
E01-0390	SARS_20240118_A	XDB	0.00258176	XDB
E01-0390	SARS_20240118_A	HK.3.13	0.00139991	HK.3.13
E01-0390	SARS_20240118_A	XBB.2.11	0.00105876	XBB.2.11
E01-0390	SARS_20240118_A	HK.3.5	0.00331126	HK.3.5
E01-0390	SARS_20240118_A	XBB.1.13	0.0187924	XBB.1.13
E01-0390	SARS_20240118_A	HV.1.3	0.04080597	HV.1.3
E01-0390	SARS_20240118_A	EG.5.1.17	0.00815054	EG.5.1.17
E01-0390	SARS_20240118_A	EG.5.1.14	0.00333131	EG.5.1.14
E01-0390	SARS_20240118_A	XBB.1.3	0.0187924	XBB.1.3
E01-0390	SARS_20240118_A	XCG	0.00693481	XCG,BA.5.2*,XBB.1
E01-0390	SARS_20240118_A	HN.7	0.00237617	HN.7
E01-0390	SARS_20240118_A	EG.6.1.1	0.00186047	EG.6.1.1
E01-0388	SARS_20240118_A	HV.1.7	0.11866149	HV.1.7
E01-0388	SARS_20240118_A	BA.2.82	0.00148662	BA.2.82
E01-0388	SARS_20240118_A	XBB.1.5.57	0.00213128	XBB.1.5.57,XBL
E01-0388	SARS_20240118_A	XCY	0.0015042	XCY,EG.5.1.3,GK.4
E01-0388	SARS_20240118_A	XBB.1.44	0.00943396	XBB.1.44
E01-0388	SARS_20240118_A	XBB.1.5.47	0.00475248	XBB.1.5.47,FZ
E01-0388	SARS_20240118_A	HN.6	0.00174256	HN.6
E01-0388	SARS_20240118_A	FY.5.2	0.00238032	FY.5.2
E01-0388	SARS_20240118_A	XBB.1.28	0.00357755	XBB.1.28
E01-0388	SARS_20240118_A	XBB.1.16.12	0.00271072	XBB.1.16.12
E01-0388	SARS_20240118_A	XBL.2	0.00153139	XBL.2
E01-0388	SARS_20240118_A	HG.2	0.00101518	HG.2
E01-0388	SARS_20240118_A	BA.2.9.4	0.00842912	BA.2.9.4
E01-0388	SARS_20240118_A	XAE	0.00123649	XAE,BA.2*,BA.1*
E01-0388	SARS_20240118_A	XBB.1.45.1	0.00102041	XBB.1.45.1
E01-0388	SARS_20240118_A	XBB.1.5.100	0.00142112	XBB.1.5.100,HY
E01-0388	SARS_20240118_A	GG.1	0.00177305	GG.1
E01-0388	SARS_20240118_A	XBB.1.5	0.00357755	XBB.1.5,XCQ,XBW
E01-0388	SARS_20240118_A	XBB.1.5.110	0.00261779	XBB.1.5.110
E01-0388	SARS_20240118_A	KB.1	0.002457	KB.1
E01-0388	SARS_20240118_A	JG.3.4	0.00100705	JG.3.4
E01-0388	SARS_20240118_A	XBB.1.36	0.00231884	XBB.1.36
