sample_id	sbatch_id	variant	proportion	aliases
C01-0557	SARS_20240123_B	EG.5.1.5	0.00293083	EG.5.1.5
C01-0557	SARS_20240123_B	XBB.1.5.62	0.00355872	XBB.1.5.62
C01-0557	SARS_20240123_B	EG.5.1.17	0.05634038	EG.5.1.17
C01-0557	SARS_20240123_B	XBB.1.5.9	0.00226244	XBB.1.5.9
C01-0557	SARS_20240123_B	JN.1.4	0.0405592	JN.1.4
C01-0557	SARS_20240123_B	XBB.1.5.20	0.00132275	XBB.1.5.20
C01-0557	SARS_20240123_B	FY.6.2	0.0017768	FY.6.2
C01-0557	SARS_20240123_B	JD.1.1.3	0.132931	JD.1.1.3
C01-0557	SARS_20240123_B	XT	0.00380228	XT,BA.1*,BA.2*
C01-0557	SARS_20240123_B	XBB.1.16.24	0.00143885	XBB.1.16.24
C01-0557	SARS_20240123_B	HK.4	0.0135135	HK.4
C01-0557	SARS_20240123_B	XDA.1	0.00220264	XDA.1
C01-0557	SARS_20240123_B	XDB	0.00160192	XDB
C01-0557	SARS_20240123_B	XBB.1.5.100	0.00211148	XBB.1.5.100,HY
C01-0557	SARS_20240123_B	EG.5.1.12	0.00152905	EG.5.1.12
C01-0557	SARS_20240123_B	JJ.1	0.00136986	JJ.1
C01-0557	SARS_20240123_B	XBB.1.5.91	0.09107271	XBB.1.5.91
C01-0557	SARS_20240123_B	EG.10	0.0150376	EG.10
C01-0557	SARS_20240123_B	EG.5.1.13	0.0155039	EG.5.1.13
C01-0557	SARS_20240123_B	HY.1	0.00211148	HY.1
C01-0557	SARS_20240123_B	EG.5.1.8	0.05634038	EG.5.1.8
C01-0557	SARS_20240123_B	XBB.1.5.102	0.04333667	XBB.1.5.102,JD
C01-0557	SARS_20240123_B	EG.11	0.0615984	EG.11
C01-0557	SARS_20240123_B	XBB.1.34.1	0.00220264	XBB.1.34.1
C01-0557	SARS_20240123_B	HK.3.13	0.0018622	HK.3.13
C01-0557	SARS_20240123_B	XBB.1.5.6	0.0128205	XBB.1.5.6
C01-0557	SARS_20240123_B	JN.1.1.3	0.110803	JN.1.1.3
C01-0557	SARS_20240123_B	XDP	0.0463918	XDP
C01-0557	SARS_20240123_B	EG.5.1	0.05634038	EG.5.1
C01-0557	SARS_20240123_B	FY.5.3	0.00210674	FY.5.3
C01-0557	SARS_20240123_B	HQ.1	0.00110558	HQ.1
C01-0557	SARS_20240123_B	HK.6	0.00288718	HK.6
C01-0557	SARS_20240123_B	XBB.1.5.10	0.00613497	XBB.1.5.10
C01-0557	SARS_20240123_B	EG.5.1.7	0.0129199	EG.5.1.7
C01-0557	SARS_20240123_B	XBB.1.5.1	0.00719424	XBB.1.5.1,HJ
C01-0557	SARS_20240123_B	HK.3.12	0.0227273	HK.3.12
C01-0557	SARS_20240123_B	XBB.1.5.63	0.00154202	XBB.1.5.63
C01-0557	SARS_20240123_B	HK.18	0.00564972	HK.18
