Sample ID	type	category	group	level	county_population	Location	status	Sample Composite Start	Sample Composite End	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	responsible_lab	responsible_lab_abbrev	daily_flow	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
P01-0046	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	active	03/14/2022	03/15/2022	03/23/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.274	1974	650	1312	2047.43741916	674.181521	1360.80947008	0.707965912572614	0.233119474757953	0.470542693665284	47193.988098	75126.7387630691	59797.80417052	93827.5131842338	20.6769723964454	32.4438150706203	47419.733967	82067.4568158216	60157.0044297245	102457.629115272	20.8011771887014	35.4279492099833	47645.479836	89563.2615189378	60516.2046889289	111759.147475971	20.9253819809575	38.6442418658267
H01-0185	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	04/11/2022	04/12/2022	04/18/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.9	524	309	416.5	5752.309036	3392.105901	4572.2074685	0.479359086333333	0.28267549175	0.381017289041667	1356.6	1734.98591328999	14894.074186	19934.4495048242	1.24117284883333	1.66120412540202	1196.9223137	953.280621066773	12894.9537992081	10958.7550704116	1.07457948326734	0.913229589200967	1037.2446274	1772.16730893923	10895.8334124162	17294.4868375124	0.907986117701351	1.44120723645937
E01-0058	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	02/03/2022	02/04/2022	02/10/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6.712	92546.03103	89650.86445	91098.44774	2351379.19390838	2277819.75128999	2314599.47259919	65.3160887196772	63.2727708691664	64.2944297944218	245112.285056	284062.776267163	2938835.92812319	2297337.93550082	81.6343313367553	63.8149426528006	243760.326385	271087.937126945	2946396.15518041	1963281.94551154	81.8443376439003	54.5356095975429	242408.367714	260466.109934817	2953956.38223763	1669731.86432112	82.0543439510452	46.3814406755866
C01-0208	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	active	06/22/2022	06/23/2022	06/29/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7.517	46633.3973407745	27973.8138243556	37303.605582565	1326949.91569473	795992.829444415	1061471.37256957	26.5389983138946	15.9198565888883	21.2294274513915	46314.5788237452	29472.7659192694	1411027.13489668	1077264.32084501	28.2205426979336	21.5452864169002	41783.3342179656	31388.2923098921	1281949.62561598	1172587.01449968	25.6389925123195	23.4517402899936	37252.089612186	40662.0373470536	1152872.11633527	1434333.29085796	23.0574423267054	28.6866658171592
A02-0347	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	active	02/12/2022	02/27/2022	02/14/2022	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	NA	53198.77714	29546.5406	41372.65887	NA	NA	NA	NA	NA	NA	378539.816618	884770.618660288	NA	NA	NA	NA	373187.159997	885485.750837761	NA	NA	NA	NA	367834.503376	886518.1367019	NA	NA	NA	NA
E01-0082	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	active	03/17/2022	03/18/2022	03/24/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2.983	12494.19043	9370.293785	10932.2421075	141082.874419153	105808.214525487	123445.54447232	3.91896873386537	2.93911707015242	3.42904290200889	37472.334088	70063.4647116704	521881.114513982	989366.033116695	14.4966976253884	27.4823898087971	35086.1042115	76824.9203864984	491025.43875447	1081220.76465165	13.6395955209575	30.0339101292126	32699.874335	83819.7297115769	460169.762994958	1175482.24442764	12.7824934165266	32.6522845674344
L01-0004	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	active	02/05/2022	02/06/2022	02/16/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0.437	345131.0492	385781.4431	365456.24615	570924.123404099	638168.9875135	604546.555458799	1012.27681454628	1131.50529700975	1071.89105577801	778839.88532	1472570.77345812	1075725.87507982	1666812.73652982	1907.31538134719	2955.34173143584	810999.5885	1513722.98529012	1121967.40434096	1714083.88336399	1989.30390840596	3039.15582156736	843159.29168	1554908.7095243	1168208.93360211	1761448.67471118	2071.29243546474	3123.13594806946
A01-0191	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	active	03/02/2022	03/03/2022	03/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9.3	106424.8529	100816.8022	103620.82755	3746613.83247056	3549186.26030789	3647900.04638922	77.5247027079655	73.4395435422093	75.4821231250874	82685.638732	55375.1980417176	3264893.42757716	1739127.87152126	67.5569737538728	35.9859268233996	68835.296201	47153.1554272037	2738431.89965266	1627340.27434807	56.6634642371432	33.6728247464838	54984.95367	64690.9633325774	2211970.37172815	2507313.33739571	45.7699547204136	51.8811731790205
H01-0197	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	active	04/23/2022	04/24/2022	04/29/2022	24-hr flow-weighted composite	Moundsville	26041	NA	-80.75493	39.92986	12000	Marshall	2.34	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2	23192.51072	17393.17959	20292.845155	175586.32400919	131680.631903564	153633.477956377	14.6321936674325	10.9733859919636	12.8027898296981	16746.3505066	21439.2769682108	133003.257844553	174431.953700816	11.0836048203794	14.5359961417347	14135.183981	17803.4684432559	112517.146295155	145053.901583059	9.37642885792961	12.0878251319215	11524.0174554	16190.0530971033	92031.0347457576	131598.000270895	7.6692528954798	10.9665000225746
K01-0003	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	active	01/25/2022	01/26/2022	02/02/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6.585	487267.4525	446040.7466	466654.09955	12146079.1703184	11118424.1705361	11632251.6704273	252.780003544609	231.392802716672	242.08640313064	951951.68498	877007.732306275	28579570.2814447	30273748.8231171	594.78814321425	630.046801729804	943613.55227	911259.135553923	28472824.0874997	31721808.2674809	592.566578303843	660.183314619789	935275.41956	946922.216268458	28366077.8935546	33179752.6712056	590.345013393436	690.525549869003
