assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
C01-0630.a1	C01-0630.e1	C01-0630	AB26	C08	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17452	0	0.072077564895153	
C01-0630.a2	C01-0630.e1	C01-0630	AB26	C08	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17452	0	0	
E01-0419.a1	E01-0419.e1	E01-0419	AB26	E08	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	15698	0	0	
E01-0419.a2	E01-0419.e1	E01-0419	AB26	E08	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	15698	0	0	
N03-0492.a1	N03-0492.e1	N03-0492	AB26	E10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18715	0	0	
N03-0492.a2	N03-0492.e1	N03-0492	AB26	E10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18715	0	0	
A01-0830.a1	A01-0830.e1	A01-0830	AB26	C07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17816	0	0	
A01-0830.a2	A01-0830.e1	A01-0830	AB26	C07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17816	0	0.353064119815826	
A01-0832.a1	A01-0832.e1	A01-0832	AB26	E07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17502	0	0.215627253055573	
A01-0832.a2	A01-0832.e1	A01-0832	AB26	E07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17502	0	0	
G01-0528.a1	G01-0528.e1	G01-0528	AB26	D09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17708	0	0	
G01-0528.a2	G01-0528.e1	G01-0528	AB26	D09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17708	0	0	
O01-0469.a1	O01-0469.e1	O01-0469	AB26	C10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18144	0	1.10971474647522	
O01-0469.a2	O01-0469.e1	O01-0469	AB26	C10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18144	0	0	
AB26.HE1	NA	NA	AB26	C11	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	HEX	17873	0	0	
AB26.FA2	NA	NA	AB26	C11	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	FAM	17873	0	0	
E01-0418.a1	E01-0418.e1	E01-0418	AB26	D08	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17146	0	0	
E01-0418.a2	E01-0418.e1	E01-0418	AB26	D08	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17146	0	0	
M03-0287.a1	M03-0287.e1	M03-0287	AB26	D10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17114	0	0	
M03-0287.a2	M03-0287.e1	M03-0287	AB26	D10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17114	0	0	
N02-0448.a1	N02-0448.e1	N02-0448	AB26	C09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17357	0	0.144948333501816	
N02-0448.a2	N02-0448.e1	N02-0448	AB26	C09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17357	0	0	
T01-0258.a1	T01-0258.e1	T01-0258	AB26	E09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	16126	0	1.17057573795319	
T01-0258.a2	T01-0258.e1	T01-0258	AB26	E09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	16126	0	0	
A01-0831.a1	A01-0831.e1	A01-0831	AB26	D07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18745	0	0	
A01-0831.a2	A01-0831.e1	A01-0831	AB26	D07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18745	0	0.268444031476974	
A01-0833.a1	A01-0833.e1	A01-0833	AB26	F07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18465	0	1.4313633441925	
A01-0833.a2	A01-0833.e1	A01-0833	AB26	F07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18465	0	0	
H01-0910.a1	H01-0910.e1	H01-0910	AB26	H08	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	19178	0	0.13118439912796	
H01-0910.a2	H01-0910.e1	H01-0910	AB26	H08	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	19178	0	0.0655904933810234	
J01-0398.a1	J01-0398.e1	J01-0398	AB26	F10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	16298	0	0	
J01-0398.a2	J01-0398.e1	J01-0398	AB26	F10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	16298	0	0.0771812573075294	
