assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
E01-0550.a1	E01-0550.e1	E01-0550	AB47	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20883	0	0	
E01-0550.a2	E01-0550.e1	E01-0550	AB47	G02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20883	0	0	
E01-0550.a3	E01-0550.e1	E01-0550	AB47	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20883	0	39.4634017944336	
E01-0550.a4	E01-0550.e1	E01-0550	AB47	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20883	0	11.8615684509277	
E01-0550.a5	E01-0550.e1	E01-0550	AB47	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20883	0	0.542220652103424	
C01-0702.a1	C01-0702.e1	C01-0702	AB47	H01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19438	0	0	
C01-0702.a2	C01-0702.e1	C01-0702	AB47	H01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19438	0	0	
C01-0702.a3	C01-0702.e1	C01-0702	AB47	H01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19438	0	47.8803520202637	
C01-0702.a4	C01-0702.e1	C01-0702	AB47	H01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19438	0	20.2880039215088	
C01-0702.a5	C01-0702.e1	C01-0702	AB47	H01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19438	0	2.2021164894104	
D01-0417.a1	D01-0417.e1	D01-0417	AB47	H02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19090	0	0	
D01-0417.a2	D01-0417.e1	D01-0417	AB47	H02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19090	0	7.40153980255127	
D01-0417.a3	D01-0417.e1	D01-0417	AB47	H02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19090	0	31.4915504455566	
D01-0417.a4	D01-0417.e1	D01-0417	AB47	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19090	0	68.9318923950195	
D01-0417.a5	D01-0417.e1	D01-0417	AB47	H02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19090	0	0	
C01-0701.a1	C01-0701.e1	C01-0701	AB47	G01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18890	0	10.9682369232178	
C01-0701.a2	C01-0701.e1	C01-0701	AB47	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18890	0	42.1154556274414	
C01-0701.a3	C01-0701.e1	C01-0701	AB47	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18890	0	2.06594705581665	
C01-0701.a4	C01-0701.e1	C01-0701	AB47	G01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18890	0	0	
C01-0701.a5	C01-0701.e1	C01-0701	AB47	G01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18890	0	0	
O01-0489.a1	O01-0489.e1	O01-0489	AB47	D04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20010	0	0	
O01-0489.a2	O01-0489.e1	O01-0489	AB47	D04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20010	0	23.9890060424805	
O01-0489.a3	O01-0489.e1	O01-0489	AB47	D04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20010	0	29.9618625640869	
O01-0489.a4	O01-0489.e1	O01-0489	AB47	D04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20010	0	0	
O01-0489.a5	O01-0489.e1	O01-0489	AB47	D04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20010	0	0.0628632232546806	
E01-0549.a1	E01-0549.e1	E01-0549	AB47	F02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20838	0	0	
E01-0549.a2	E01-0549.e1	E01-0549	AB47	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20838	0	1.2682797908783	
E01-0549.a3	E01-0549.e1	E01-0549	AB47	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20838	0	40.048412322998	
E01-0549.a4	E01-0549.e1	E01-0549	AB47	F02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20838	0	13.2896375656128	
E01-0549.a5	E01-0549.e1	E01-0549	AB47	F02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20838	0	0	
A01-0960.a1	A01-0960.e1	A01-0960	AB47	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20606	0	0	
A01-0960.a2	A01-0960.e1	A01-0960	AB47	F01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20606	0	12.7615575790405	
A01-0960.a3	A01-0960.e1	A01-0960	AB47	F01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20606	0	9.98964786529541	
A01-0960.a4	A01-0960.e1	A01-0960	AB47	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20606	0	64.5648498535156	
A01-0960.a5	A01-0960.e1	A01-0960	AB47	F01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20606	0	0.0610449463129044	
A01-0955.a1	A01-0955.e1	A01-0955	AB47	A01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19846	0	0	
A01-0955.a2	A01-0955.e1	A01-0955	AB47	A01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19846	0	1.5220673084259	
A01-0955.a3	A01-0955.e1	A01-0955	AB47	A01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19846	0	74.6145095825195	
A01-0955.a4	A01-0955.e1	A01-0955	AB47	A01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19846	0	14.4063158035278	
A01-0955.a5	A01-0955.e1	A01-0955	AB47	A01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19846	0	0.190157726407051	
R01-0480.a1	R01-0480.e1	R01-0480	AB47	D03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21922	0	0	
R01-0480.a2	R01-0480.e1	R01-0480	AB47	D03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21922	0	0	
R01-0480.a3	R01-0480.e1	R01-0480	AB47	D03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21922	0	18.846019744873	
R01-0480.a4	R01-0480.e1	R01-0480	AB47	D03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21922	0	4.31080055236816	
R01-0480.a5	R01-0480.e1	R01-0480	AB47	D03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21922	0	19.4868793487549	
A01-0959.a1	A01-0959.e1	A01-0959	AB47	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18456	0	0	
A01-0959.a2	A01-0959.e1	A01-0959	AB47	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	18456	0	0.0681564658880234	
A01-0959.a3	A01-0959.e1	A01-0959	AB47	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	18456	0	9.99014091491699	
A01-0959.a4	A01-0959.e1	A01-0959	AB47	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	18456	0	7.03958702087402	
A01-0959.a5	A01-0959.e1	A01-0959	AB47	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18456	0	81.7986068725586	
C01-0703.a1	C01-0703.e1	C01-0703	AB47	A02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19655	0	0	
C01-0703.a2	C01-0703.e1	C01-0703	AB47	A02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19655	0	0	
C01-0703.a3	C01-0703.e1	C01-0703	AB47	A02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19655	0	2.17778325080872	
C01-0703.a4	C01-0703.e1	C01-0703	AB47	A02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19655	0	49.4033470153809	
C01-0703.a5	C01-0703.e1	C01-0703	AB47	A02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19655	0	1.6650242805481	
E01-0548.a1	E01-0548.e1	E01-0548	AB47	E02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	26622	0	0	
E01-0548.a2	E01-0548.e1	E01-0548	AB47	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	26622	0	18.7072601318359	
E01-0548.a3	E01-0548.e1	E01-0548	AB47	E02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	26622	0	6.15740966796875	
E01-0548.a4	E01-0548.e1	E01-0548	AB47	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	26622	0	0	
E01-0548.a5	E01-0548.e1	E01-0548	AB47	E02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	26622	0	0	
A01-0956.a1	A01-0956.e1	A01-0956	AB47	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19368	0	1.29957818984985	
A01-0956.a2	A01-0956.e1	A01-0956	AB47	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19368	0	47.3821868896484	
A01-0956.a3	A01-0956.e1	A01-0956	AB47	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19368	0	10.8929033279419	
A01-0956.a4	A01-0956.e1	A01-0956	AB47	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19368	0	0	
A01-0956.a5	A01-0956.e1	A01-0956	AB47	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19368	0	0	
C01-0704.a1	C01-0704.e1	C01-0704	AB47	B02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20515	0	0	
C01-0704.a2	C01-0704.e1	C01-0704	AB47	B02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20515	0	0	
C01-0704.a3	C01-0704.e1	C01-0704	AB47	B02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20515	0	1.5337907075882	
