assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
AB124.RO1	NA	NA	AB124	C05	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	20944	0	0	
AB124.CY2	NA	NA	AB124	C05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	20944	0	0	
AB124.HE3	NA	NA	AB124	C05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	20944	0	0	
AB124.CZ4	NA	NA	AB124	C05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	20944	0	0	
AB124.FA5	NA	NA	AB124	C05	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	20944	0	0	
Q01-0639.a1	Q01-0639.e1	Q01-0639	AB124	A04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21291	0	0.0590808838605881	
Q01-0639.a2	Q01-0639.e1	Q01-0639	AB124	A04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21291	0	0	
Q01-0639.a3	Q01-0639.e1	Q01-0639	AB124	A04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21291	0	0.0590808838605881	
Q01-0639.a4	Q01-0639.e1	Q01-0639	AB124	A04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21291	0	4.26093244552612	
Q01-0639.a5	Q01-0639.e1	Q01-0639	AB124	A04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21291	0	0.118164554238319	
A01-1400.a1	A01-1400.e1	A01-1400	AB124	D01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21786	0	0.981914758682251	
A01-1400.a2	A01-1400.e1	A01-1400	AB124	D01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21786	0	2.2537670135498	
A01-1400.a3	A01-1400.e1	A01-1400	AB124	D01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21786	0	0	
A01-1400.a4	A01-1400.e1	A01-1400	AB124	D01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21786	0	0	
A01-1400.a5	A01-1400.e1	A01-1400	AB124	D01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21786	0	0	
D01-0612.a1	D01-0612.e1	D01-0612	AB124	H02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21330	0	0	
D01-0612.a2	D01-0612.e1	D01-0612	AB124	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21330	0	8.04579830169678	
D01-0612.a3	D01-0612.e1	D01-0612	AB124	H02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21330	0	1.47515153884888	
D01-0612.a4	D01-0612.e1	D01-0612	AB124	H02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21330	0	0	
D01-0612.a5	D01-0612.e1	D01-0612	AB124	H02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21330	0	0	
AB124.CY6	NA	NA	AB124	F05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	22804	0	0	
AB124.HE7	NA	NA	AB124	F05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	22804	0	0	
AB124.RO8	NA	NA	AB124	F05	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	22804	0	0	
AB124.FA9	NA	NA	AB124	F05	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	22804	0	0	
AB124.CZ10	NA	NA	AB124	F05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	22804	0	0	
C01-1115.a1	C01-1115.e1	C01-1115	AB124	E02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21490	0	0	
C01-1115.a2	C01-1115.e1	C01-1115	AB124	E02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21490	0	0	
C01-1115.a3	C01-1115.e1	C01-1115	AB124	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21490	0	0.468346506357193	
C01-1115.a4	C01-1115.e1	C01-1115	AB124	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21490	0	2.16756582260132	
C01-1115.a5	C01-1115.e1	C01-1115	AB124	E02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21490	0	0	
A02-1292.a1	A02-1292.e1	A02-1292	AB124	C04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21016	0	0	
A02-1292.a2	A02-1292.e1	A02-1292	AB124	C04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21016	0	2.15654015541077	
A02-1292.a3	A02-1292.e1	A02-1292	AB124	C04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21016	0	0.119710832834244	
A02-1292.a4	A02-1292.e1	A02-1292	AB124	C04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21016	0	0	
A02-1292.a5	A02-1292.e1	A02-1292	AB124	C04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21016	0	0	
A02-1401.a1	A02-1401.e1	A02-1401	AB124	A05	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20756	0	0	
A02-1401.a2	A02-1401.e1	A02-1401	AB124	A05	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20756	0	5.52693510055542	
A02-1401.a3	A02-1401.e1	A02-1401	AB124	A05	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20756	0	0	
A02-1401.a4	A02-1401.e1	A02-1401	AB124	A05	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20756	0	0	
A02-1401.a5	A02-1401.e1	A02-1401	AB124	A05	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20756	0	0	
A02-1398.a1	A02-1398.e1	A02-1398	AB124	F04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21882	0	2.58943653106689	
A02-1398.a2	A02-1398.e1	A02-1398	AB124	F04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21882	0	0	
A02-1398.a3	A02-1398.e1	A02-1398	AB124	F04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21882	0	0.0574851632118225	
A02-1398.a4	A02-1398.e1	A02-1398	AB124	F04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21882	0	0	
A02-1398.a5	A02-1398.e1	A02-1398	AB124	F04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21882	0	0	
R02-0558.a1	R02-0558.e1	R02-0558	AB124	B03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20882	0	0	
R02-0558.a2	R02-0558.e1	R02-0558	AB124	B03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20882	0	1.56712853908539	
R02-0558.a3	R02-0558.e1	R02-0558	AB124	B03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20882	0	0	
R02-0558.a4	R02-0558.e1	R02-0558	AB124	B03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20882	0	0	
R02-0558.a5	R02-0558.e1	R02-0558	AB124	B03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20882	0	0	
A01-1403.a1	A01-1403.e1	A01-1403	AB124	G01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21683	0	0	
A01-1403.a2	A01-1403.e1	A01-1403	AB124	G01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21683	0	0	
A01-1403.a3	A01-1403.e1	A01-1403	AB124	G01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21683	0	1.21883010864258	
A01-1403.a4	A01-1403.e1	A01-1403	AB124	G01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21683	0	0	
A01-1403.a5	A01-1403.e1	A01-1403	AB124	G01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21683	0	2.67136001586914	
AB124.FA11	NA	NA	AB124	E05	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	21353	0	0	
AB124.CZ12	NA	NA	AB124	E05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	21353	0	0	
