assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
M03-1008.a1	M03-1008.e1	M03-1008	AB134	G03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	19826	0	0.444193780422211	
M03-1008.a2	M03-1008.e1	M03-1008	AB134	G03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	19826	0	14.0359315872192	
M03-1008.a3	M03-1008.e1	M03-1008	AB134	G03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	19826	0	0.507662892341614	
M03-1008.a4	M03-1008.e1	M03-1008	AB134	G03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19826	0	0.444193780422211	
M03-1008.a5	M03-1008.e1	M03-1008	AB134	G03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	19826	0	0.126896500587463	
P01-1008.a1	P01-1008.e1	P01-1008	AB134	H03	5	unknown	sample	Influenza Virus B	NEP/NS1	sample	RNA	Cy5.5	21077	0	0.358127057552338	
P01-1008.a2	P01-1008.e1	P01-1008	AB134	H03	5	unknown	sample	Respiratory Syncitial Virus, Bovine	Unk	sample	RNA	HEX	21077	0	18.9408874511719	
P01-1008.a3	P01-1008.e1	P01-1008	AB134	H03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	21077	0	0.776070892810822	
P01-1008.a4	P01-1008.e1	P01-1008	AB134	H03	5	unknown	sample	Respiratory Syncitial Virus, Human	G	sample	RNA	Cy5	21077	0	0.119364358484745	
P01-1008.a5	P01-1008.e1	P01-1008	AB134	H03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21077	0	3.88515138626099	
Q01-1011.a1	Q01-1011.e1	Q01-1011	AB134	A03	5	unknown	sample	Influenza Virus A	M	sample	RNA	FAM	15651	0	0.482308894395828	
