extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-0887.e1	A01-0887.c1	EB53	A04	G4	
E01-0526.e1	E01-0526.c1	EB53	B05	H5	
E01-0528.e1	E01-0528.c1	EB53	B07	H7	
Q01-0509.e1	Q01-0509.c1	EB53	D03	J3	
MP3-01.e1	MP3-01.c1	EB53	F03	A3	
T01-0266.e1	T01-0266.c1	EB53	D06	J6	
N02-0360.e1	N02-0360.c1	EB53	C07	I7	
A01-0884.e1	A01-0884.c1	EB53	A01	NAB133 G1	
MP2-01.e1	MP2-01.c1	EB53	F02	A2	
Q01-0504.e1	Q01-0504.c1	EB53	D02	J2	
M03-0376.e1	M03-0376.c1	EB53	C05	I5	
C01-0647.e1	C01-0647.c1	EB53	A07	G7	
H01-0920.e1	H01-0920.c1	EB53	C01	I1	
E01-0450.e1	E01-0450.c1	EB53	B04	H4	
A04-0536.e1	A04-0536.c1	EB53	A05	G5	
L01-0527.e1	L01-0527.c1	EB53	C04	I4	
C01-0649.e1	C01-0649.c1	EB53	B01	H1	
K01-0377.e1	K01-0377.c1	EB53	C03	I3	
E01-0527.e1	E01-0527.c1	EB53	B06	H6	
C01-0650.e1	C01-0650.c1	EB53	B02	H2	
C01-0648.e1	C01-0648.c1	EB53	A08	G8	
R02-0469.e1	R02-0469.c1	EB53	D05	J5	
J01-0403.e1	J01-0403.c1	EB53	C02	I2	
E01-0449.e1	E01-0449.c1	EB53	B03	H3	
M04-0215.e1	M04-0215.c1	EB53	C06	I6	
A01-0885.e1	A01-0885.c1	EB53	A02	G2	
E01-0529.e1	E01-0529.c1	EB53	B08	H8	
P01-0112.e1	P01-0112.c1	EB53	D01	J1	
MP1-01.e1	MP1-01.c1	EB53	F01	MILK_NAB1 A1	
C01-0646.e1	C01-0646.c1	EB53	A06	G6	
A01-0886.e1	A01-0886.c1	EB53	A03	G3	
MP4-01.e1	MP4-01.c1	EB53	F04	A4	
R01-0486.e1	R01-0486.c1	EB53	D04	J4	
O01-0488.e1	O01-0488.c1	EB53	C08	I8	
