extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
H01-0982.e1	H01-0982.c1	EB149	B08	G8	
A04-0675.e1	A04-0675.c1	EB149	C03	H3	
A01-1242.e1	A01-1242.c1	EB149	A03	F3	
R02-0533.e1	R02-0533.c1	EB149	C05	H5	
A01-1244.e1	A01-1244.c1	EB149	A05	F5	
E01-0733.e1	E01-0733.c1	EB149	B06	G6	
A01-1240.e1	A01-1240.c1	EB149	A01	NAB 150F1	
G01-0638.e1	G01-0638.c1	EB149	D02	I2	
U01-0079.e1	U01-0079.c1	EB149	C01	H1	
C01-0894.e1	C01-0894.c1	EB149	B02	G2	
C01-0896.e1	C01-0896.c1	EB149	B04	G4	
Q01-0612.e1	Q01-0612.c1	EB149	C07	H7	
A01-1246.e1	A01-1246.c1	EB149	A07	F7	
C01-0893.e1	C01-0893.c1	EB149	B01	G1	
A01-1241.e1	A01-1241.c1	EB149	A02	F2	
A01-1243.e1	A01-1243.c1	EB149	A04	F4	
Q01-0611.e1	Q01-0611.c1	EB149	D01	I1	
J01-0553.e1	J01-0553.c1	EB149	C02	H2	
D01-0585.e1	D01-0585.c1	EB149	C04	H4	
E01-0734.e1	E01-0734.c1	EB149	B07	G7	
F01-0128.e1	F01-0128.c1	EB149	C08	H8	
C01-0895.e1	C01-0895.c1	EB149	B03	G3	
C01-0892.e1	C01-0892.c1	EB149	A08	F8	
E01-0732.e1	E01-0732.c1	EB149	B05	G5	
K01-0525.e1	K01-0525.c1	EB149	D03	I3	
T01-0306.e1	T01-0306.c1	EB149	C06	H6	
A01-1245.e1	A01-1245.c1	EB149	A06	F6	
