assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
C01-0638.a1	C01-0638.e1	C01-0638	AB31	G09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17483	0	0	
C01-0638.a2	C01-0638.e1	C01-0638	AB31	G09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17483	0	0.0719497576355934	
R02-0388.a1	R02-0388.e1	R02-0388	AB31	D10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17175	0	0	
R02-0388.a2	R02-0388.e1	R02-0388	AB31	D10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17175	0	0	
E01-0426.a1	E01-0426.e1	E01-0426	AB31	D07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	7717	0	0	
E01-0426.a2	E01-0426.e1	E01-0426	AB31	D07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	7717	0	0	
T01-0260.a1	T01-0260.e1	T01-0260	AB31	B10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	19482	0	0	
T01-0260.a2	T01-0260.e1	T01-0260	AB31	B10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	19482	0	0.0645669773221016	
A01-0847.a1	A01-0847.e1	A01-0847	AB31	B07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18928	0	0	
A01-0847.a2	A01-0847.e1	A01-0847	AB31	B07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18928	0	0	
A01-0849.a1	A01-0849.e1	A01-0849	AB31	A09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18265	0	0	
A01-0849.a2	A01-0849.e1	A01-0849	AB31	A09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18265	0	0	
G01-0535.a1	G01-0535.e1	G01-0535	AB31	E10	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	19739	0	0	
G01-0535.a2	G01-0535.e1	G01-0535	AB31	E10	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	19739	0	0	
E01-0427.a1	E01-0427.e1	E01-0427	AB31	E07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	19584	0	0	
E01-0427.a2	E01-0427.e1	E01-0427	AB31	E07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	19584	0	0	
E01-0428.a1	E01-0428.e1	E01-0428	AB31	F07	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	19420	0	0	
E01-0428.a2	E01-0428.e1	E01-0428	AB31	F07	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	19420	0	0	
C01-0639.a1	C01-0639.e1	C01-0639	AB31	H09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	16738	0	0.150309085845947	
C01-0639.a2	C01-0639.e1	C01-0639	AB31	H09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	16738	0	0	
D01-0402.a1	D01-0402.e1	D01-0402	AB31	D11	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	17446	0	0	
D01-0402.a2	D01-0402.e1	D01-0402	AB31	D11	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17446	0	0.072102352976799	
O01-0478.a1	O01-0478.e1	O01-0478	AB31	D08	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	13311	0	0	
O01-0478.a2	O01-0478.e1	O01-0478	AB31	D08	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	13311	0	0	
A01-0851.a1	A01-0851.e1	A01-0851	AB31	C09	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	FAM	18823	0	0	
A01-0851.a2	A01-0851.e1	A01-0851	AB31	C09	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	18823	0	0	
U01-0058.a1	U01-0058.e1	U01-0058	AB31	B11	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	HEX	17728	0	0	
