extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1314.e1	A01-1314.c1	EB168	A01	NAB 154 D1	
N02-0557.e1	N02-0557.c1	EB168	D03	G3	
M04-0416.e1	M04-0416.c1	EB168	D02	G2	
Q01-0623.e1	Q01-0623.c1	EB168	D07	G7	
C01-0951.e1	C01-0951.c1	EB168	B04	E4	
H01-0993.e1	H01-0993.c1	EB168	C05	F5	
J01-0545.e1	J01-0545.c1	EB168	C06	F6	
C01-0946.e1	C01-0946.c1	EB168	A07	D7	
M03-0526.e1	M03-0526.c1	EB168	D01	G1	
L01-0640.e1	L01-0640.c1	EB168	C08	F8	
A01-1316.e1	A01-1316.c1	EB168	A03	D3	
A01-1315.e1	A01-1315.c1	EB168	A02	D2	
C01-0955.e1	C01-0955.c1	EB168	B08	E8	
C01-0953.e1	C01-0953.c1	EB168	B06	E6	
C01-0952.e1	C01-0952.c1	EB168	B05	E5	
G01-0642.e1	G01-0642.c1	EB168	C04	F4	
C01-0947.e1	C01-0947.c1	EB168	A08	D8	
D01-0598.e1	D01-0598.c1	EB168	C02	F2	
F01-0144.e1	F01-0144.c1	EB168	C03	F3	
A01-1319.e1	A01-1319.c1	EB168	A06	D6	
K01-0547.e1	K01-0547.c1	EB168	C07	F7	
A01-1318.e1	A01-1318.c1	EB168	A05	D5	
A01-1317.e1	A01-1317.c1	EB168	A04	D4	
C01-0954.e1	C01-0954.c1	EB168	B07	E7	
C01-0949.e1	C01-0949.c1	EB168	B02	E2	
C01-0950.e1	C01-0950.c1	EB168	B03	E3	
U01-0150.e1	U01-0150.c1	EB168	E02	H2	
P01-0190.e1	P01-0190.c1	EB168	D06	G6	
O01-0568.e1	O01-0568.c1	EB168	D05	G5	
R02-0546.e1	R02-0546.c1	EB168	D08	G8	
A04-0684.e1	A04-0684.c1	EB168	C01	F1	
T01-0405.e1	T01-0405.c1	EB168	E01	H1	
C01-0948.e1	C01-0948.c1	EB168	B01	E1	
O01-0559.e1	O01-0559.c1	EB168	D04	G4	
