extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
D01-0553.e1	D01-0553.c1	EB90	D03	D3	
E01-0657.e1	E01-0657.c1	EB90	B06	B6	
A01-1064.e1	A01-1064.c1	EB90	A07	A7	
O01-0535.e1	O01-0535.c1	EB90	D05	D5	
M04-0379.e1	M04-0379.c1	EB90	D04	D4	
H01-0953.e1	H01-0953.c1	EB90	C07	C7	
P01-0152.e1	P01-0152.c1	EB90	D02	D2	
T01-0377.e1	T01-0377.c1	EB90	C06	C6	
R02-0504.e1	R02-0504.c1	EB90	D08	D8	
A01-1063.e1	A01-1063.c1	EB90	A06	A6	
K01-0501.e1	K01-0501.c1	EB90	D01	D1	
E01-0658.e1	E01-0658.c1	EB90	B07	B7	
E01-0652.e1	E01-0652.c1	EB90	B01	B1	
A01-1059.e1	A01-1059.c1	EB90	A02	A2	
G01-0601.e1	G01-0601.c1	EB90	E01	E1	
A01-1062.e1	A01-1062.c1	EB90	A05	A5	
A01-1061.e1	A01-1061.c1	EB90	A04	A4	
N02-0535.e1	N02-0535.c1	EB90	D07	D7	
A04-0570.e1	A04-0570.c1	EB90	C05	C5	
C01-0748.e1	C01-0748.c1	EB90	C02	C2	
C01-0750.e1	C01-0750.c1	EB90	C04	C4	
C01-0749.e1	C01-0749.c1	EB90	C03	C3	
A01-1060.e1	A01-1060.c1	EB90	A03	A3	
C01-0746.e1	C01-0746.c1	EB90	B08	B8	
E01-0653.e1	E01-0653.c1	EB90	B02	B2	
E01-0656.e1	E01-0656.c1	EB90	B05	B5	
E01-0655.e1	E01-0655.c1	EB90	B04	B4	
C01-0747.e1	C01-0747.c1	EB90	C01	C1	
A01-1058.e1	A01-1058.c1	EB90	A01	NAB 140 A1	
Q01-0581.e1	Q01-0581.c1	EB90	E02	E2	
R02-0502.e1	R02-0502.c1	EB90	E03	E3	
E01-0654.e1	E01-0654.c1	EB90	B03	B3	
M03-0478.e1	M03-0478.c1	EB90	D06	D6	
E01-0651.e1	E01-0651.c1	EB90	A08	A8	
J01-0502.e1	J01-0502.c1	EB90	C08	C8	
