assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
E01-0540.a1	E01-0540.e1	E01-0540	AB42	D02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	18359	0	0	
E01-0540.a2	E01-0540.e1	E01-0540	AB42	D02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	18359	0	1436.01147460938	
E01-0540.a3	E01-0540.e1	E01-0540	AB42	D02	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	18359	0	0	
E01-0540.a4	E01-0540.e1	E01-0540	AB42	D02	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	18359	0	2.81224465370178	
E01-0540.a5	E01-0540.e1	E01-0540	AB42	D02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	18359	0	3.77396512031555	
AB42.HE1	NA	NA	AB42	D05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	16848	0	0	
AB42.CY2	NA	NA	AB42	D05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	16848	0	0	
AB42.FA3	NA	NA	AB42	D05	5	control	PCR Negative	Influenza Virus A (FluA)	M:FLUA	NA	RNA	FAM	16848	0	0	
AB42.RO4	NA	NA	AB42	D05	5	control	PCR Negative	SARS-CoV-2	SC2:SARS	NA	RNA	ROX	16848	0	2757.10302734375	
AB42.CZ5	NA	NA	AB42	D05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1:FLUB	NA	RNA	Cy5.5	16848	0	4.18789052963257	
AB42.FA6	NA	NA	AB42	C05	5	control	PCR Positive	Influenza Virus A (FluA)	M:FLUA	LV-SARS_N	RNA	FAM	20695	0	10.0690498352051	
AB42.CZ7	NA	NA	AB42	C05	5	control	PCR Positive	Influenza Virus B (FluB)	NEP/NS1:FLUB	GBlock	RNA	Cy5.5	20695	0	13.504825592041	
AB42.RO8	NA	NA	AB42	C05	5	control	PCR Positive	SARS-CoV-2	SC2:SARS	GBlock	RNA	ROX	20695	0	7.98761081695557	
AB42.CY9	NA	NA	AB42	C05	5	control	PCR Positive	Respiratory Syncitial Virus, Human (RSV)	G	GBlock	RNA	Cy5	20695	0	14.1193466186523	
AB42.HE10	NA	NA	AB42	C05	5	control	PCR Positive	Respiratory Syncitial Virus, Bovine (BRSV)	Other	BRSV	RNA	HEX	20695	0	31.4489459991455	
C01-0680.a1	C01-0680.e1	C01-0680	AB42	C02	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	20848	0	0.90534895658493	
C01-0680.a2	C01-0680.e1	C01-0680	AB42	C02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	20848	0	3.32280325889587	
C01-0680.a3	C01-0680.e1	C01-0680	AB42	C02	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	20848	0	0	
C01-0680.a4	C01-0680.e1	C01-0680	AB42	C02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20848	0	1501.10766601563	
C01-0680.a5	C01-0680.e1	C01-0680	AB42	C02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20848	0	0	
E01-0542.a1	E01-0542.e1	E01-0542	AB42	F02	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	21043	0	2.33341813087463	
E01-0542.a2	E01-0542.e1	E01-0542	AB42	F02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	21043	0	4.13130521774292	
E01-0542.a3	E01-0542.e1	E01-0542	AB42	F02	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	21043	0	0	
E01-0542.a4	E01-0542.e1	E01-0542	AB42	F02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21043	0	0	
E01-0542.a5	E01-0542.e1	E01-0542	AB42	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21043	0	1064.30981445313	
H01-0931.a1	H01-0931.e1	H01-0931	AB42	H02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	20873	0	4.04408931732178	
H01-0931.a2	H01-0931.e1	H01-0931	AB42	H02	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	20873	0	0.723359346389771	
H01-0931.a3	H01-0931.e1	H01-0931	AB42	H02	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	20873	0	0	
H01-0931.a4	H01-0931.e1	H01-0931	AB42	H02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20873	0	0	
H01-0931.a5	H01-0931.e1	H01-0931	AB42	H02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20873	0	1425.24609375	
AB42.FA11	NA	NA	AB42	B05	5	control	PCR Negative	Influenza Virus A (FluA)	M:FLUA	NA	RNA	FAM	20911	0	0	
AB42.RO12	NA	NA	AB42	B05	5	control	PCR Negative	SARS-CoV-2	SC2:SARS	NA	RNA	ROX	20911	0	0	
AB42.CZ13	NA	NA	AB42	B05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1:FLUB	NA	RNA	Cy5.5	20911	0	4.94225120544434	
AB42.HE14	NA	NA	AB42	B05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	20911	0	0	
AB42.CY15	NA	NA	AB42	B05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	20911	0	0	
C01-0679.a1	C01-0679.e1	C01-0679	AB42	B02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21116	0	1556.58984375	
C01-0679.a2	C01-0679.e1	C01-0679	AB42	B02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21116	0	0	
C01-0679.a3	C01-0679.e1	C01-0679	AB42	B02	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	21116	0	1.311203956604	
C01-0679.a4	C01-0679.e1	C01-0679	AB42	B02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	21116	0	3.45976281166077	
C01-0679.a5	C01-0679.e1	C01-0679	AB42	B02	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	21116	0	0	
G01-0487.a1	G01-0487.e1	G01-0487	AB42	G02	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	20608	0	2.93321919441223	
G01-0487.a2	G01-0487.e1	G01-0487	AB42	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	20608	0	4.46365118026733	
G01-0487.a3	G01-0487.e1	G01-0487	AB42	G02	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	20608	0	0	
G01-0487.a4	G01-0487.e1	G01-0487	AB42	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20608	0	0	
G01-0487.a5	G01-0487.e1	G01-0487	AB42	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20608	0	1723.42321777344	
Q01-0513.a1	Q01-0513.e1	Q01-0513	AB42	H03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1:FLUB	sample	RNA	Cy5.5	21489	0	3.6931300163269	
Q01-0513.a2	Q01-0513.e1	Q01-0513	AB42	H03	5	unknown	sample	SARS-CoV-2	SC2:SARS	sample	RNA	ROX	21489	0	3.45832300186157	
Q01-0513.a3	Q01-0513.e1	Q01-0513	AB42	H03	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	21489	0	0	
Q01-0513.a4	Q01-0513.e1	Q01-0513	AB42	H03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21489	0	0	
Q01-0513.a5	Q01-0513.e1	Q01-0513	AB42	H03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21489	0	1477.45886230469	
A04-0549.a1	A04-0549.e1	A04-0549	AB42	F01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21931	0	0	
A04-0549.a2	A04-0549.e1	A04-0549	AB42	F01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21931	0	1150.04577636719	
A04-0549.a3	A04-0549.e1	A04-0549	AB42	F01	5	unknown	sample	Influenza Virus A (FluA)	M:FLUA	sample	RNA	FAM	21931	0	0	
