assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
M03-1001.a1	M03-1001.e1	M03-1001	AB128	C03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	19443	0	0	
M03-1001.a2	M03-1001.e1	M03-1001	AB128	C03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	19443	0	0	
M03-1001.a3	M03-1001.e1	M03-1001	AB128	C03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	19443	0	0	
M03-1001.a4	M03-1001.e1	M03-1001	AB128	C03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	19443	0	0	
M03-1001.a5	M03-1001.e1	M03-1001	AB128	C03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	19443	0	2.72012209892273	
AB128.FA1	NA	NA	AB128	H05	5	control	PCR Negative	Influenza Virus A (FluA)	M	NA	RNA	FAM	21581	0	0	
AB128.CZ2	NA	NA	AB128	H05	5	control	PCR Negative	Influenza Virus B (FluB)	NEP/NS1	NA	RNA	Cy5.5	21581	0	0	
AB128.HE3	NA	NA	AB128	H05	5	control	PCR Negative	Respiratory Syncitial Virus, Bovine (BRSV)	Other	NA	RNA	HEX	21581	0	0	
AB128.RO4	NA	NA	AB128	H05	5	control	PCR Negative	SARS-CoV-2	SC2	NA	RNA	ROX	21581	0	0	
AB128.CY5	NA	NA	AB128	H05	5	control	PCR Negative	Respiratory Syncitial Virus, Human (RSV)	G	NA	RNA	Cy5	21581	0	0	
A01-1427.a1	A01-1427.e1	A01-1427	AB128	E01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21722	0	6.09500598907471	
A01-1427.a2	A01-1427.e1	A01-1427	AB128	E01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21722	0	0	
A01-1427.a3	A01-1427.e1	A01-1427	AB128	E01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21722	0	0.231650397181511	
A01-1427.a4	A01-1427.e1	A01-1427	AB128	E01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21722	0	0.0579085983335972	
A01-1427.a5	A01-1427.e1	A01-1427	AB128	E01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21722	0	2.49248003959656	
K01-0544.a1	K01-0544.e1	K01-0544	AB128	A03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21566	0	0	
K01-0544.a2	K01-0544.e1	K01-0544	AB128	A03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21566	0	0	
K01-0544.a3	K01-0544.e1	K01-0544	AB128	A03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21566	0	6.43229389190674	
K01-0544.a4	K01-0544.e1	K01-0544	AB128	A03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21566	0	2.91969299316406	
K01-0544.a5	K01-0544.e1	K01-0544	AB128	A03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21566	0	0	
P01-1004.a1	P01-1004.e1	P01-1004	AB128	A04	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	20951	0	1.56196415424347	
P01-1004.a2	P01-1004.e1	P01-1004	AB128	A04	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	20951	0	0	
P01-1004.a3	P01-1004.e1	P01-1004	AB128	A04	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	20951	0	0	
P01-1004.a4	P01-1004.e1	P01-1004	AB128	A04	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	20951	0	0	
P01-1004.a5	P01-1004.e1	P01-1004	AB128	A04	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	20951	0	6.44055461883545	
C01-1135.a1	C01-1135.e1	C01-1135	AB128	C02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21593	0	0	
