Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1.loadcap.day5.mean	n1.loadcap.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n1n2.loadcap.day5.mean	n1n2.loadcap.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci	n2.loadcap.day5.mean	n2.loadcap.day5.ci
A03-0042	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	10/11/2021 06:00 AM	10/11/2021 02:00 PM	NA	10/18/2021	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1395	504	949.5	NA	NA	NA	NA	NA	NA	69690.29345	346488.238640106	NA	NA	NA	NA	43374.02655875	211770.393396864	NA	NA	NA	NA	17057.7596675	77084.5671292008	NA	NA	NA	NA
A02-0320	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	01/29/2022 09:00 AM	01/31/2022 09:00 AM	NA	01/31/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	40534.93112	27018.933	33776.93206	NA	NA	NA	NA	NA	NA	212099.135564	325390.829006277	NA	NA	NA	NA	220911.4630317	342641.741391367	NA	NA	NA	NA	229723.7904994	361327.091869553	NA	NA	NA	NA
E01-0095	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	04/18/2022 09:00 AM	04/19/2022 09:00 AM	3.705	04/21/2022	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	58353.50409	25361.1061	41857.305095	818404.629983696	355688.094098614	587046.362041155	22.7334619439916	9.88022483607261	16.3068433900321	33425.628698	45413.6842555515	416398.167304345	623065.300734321	11.566615758454	17.3073694648422	27150.9241872	40468.7097097149	325982.867738326	478686.892960722	9.05507965939796	13.2968581377978	20876.2196764	41294.8731488898	235567.568172308	410704.725614864	6.54354356034188	11.4084646004129
M03-0047	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	04/07/2022 11:00 AM	04/08/2022 11:00 AM	0.786	04/13/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2722	1254	1988	8098.85441172	3731.06665404	5914.96053288	7.42333126647113	3.41985944458295	5.42159535552704	3711.2104456	4200.36235306873	3975.24726996488	5096.37823516262	3.64367302471575	4.67129077466785	3711.0225973	4997.11597462862	3984.3811662423	3165.69734812138	3.6520450653	2.90164743182528	3710.834749	7375.44531658075	3993.51506251971	4801.06986706118	3.66041710588425	4.40061399363995
A0043	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/17/2020 12:00 PM	12/17/2020 11:59 AM	11.864	12/18/2020	24-hr flow-weighted composite	Morgantown Star City	26505		-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	60100.8	44072.4	52086.6	2699133.19290739	1979296.07810698	2339214.63550718	55.8502978171535	40.9554725647032	48.4028851909283	81571.92	32729.9048591364	2542522.63561074	637367.276573434	52.6097218095253	13.1883644382849	80079.48	34320.8484092669	2475719.07298769	533660.854630139	51.2274266054397	11.0424775415937	78587.04	38043.0055591314	2408915.51036464	625974.000096436	49.8451314013541	12.9526154630118
Q01-0008	not institution specific	wwtp	WWTP	WWTP	21809	MadisonWWTP-01	05/11/2022 08:00 AM	05/12/2022 08:00 AM	0.473	05/19/2022	24-hr time-weighted composite	Danville	25053	NA	-81.8472888	38.102484	4555	Boone	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	127473.27670455	121799.561530352	124636.419117451	228240.765543091	218081.984594564	223161.375068828	50.107742160942	47.8774938736695	48.9926180173057	201978.81353991	455749.082835946	504647.691715331	1180176.20758097	110.789833526966	259.094666867393	202518.39591449	472311.319515151	504700.9976039	1222964.51627566	110.80153624674	268.488368007828	203057.97828907	489018.105279445	504754.303492468	1266503.74104946	110.813238966513	278.046924489454
M03-0011	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	03/10/2022 11:00 AM	03/11/2022 11:00 AM	0.508	03/16/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	886	6863.468047	3874.7340235	1703.76761608	13198.3686145355	7451.06811530775	1.56165684333639	12.097496438621	6.82957664097869	18410.3942134	49407.0609001417	19372.0438051432	37219.6274744694	17.7562271357866	34.11514892252	19007.2212724	52723.2135776975	19665.8644819203	36071.5397308404	18.0255403134008	33.0628228513661	19604.0483314	56607.1607988652	19959.6851586974	37782.593112157	18.2948534910151	34.6311577563309
E01-0005	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	11/03/2021 08:00 AM	11/04/2021 08:00 AM	NA	11/05/2021	24-hr time-weighted composite	Princeton	24740		-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	36041.60815	43771.5739	39906.591025	NA	NA	NA	NA	NA	NA	37037.4186938	43446.8050652705	NA	NA	NA	NA	33225.1360153	44746.7957627487	NA	NA	NA	NA	29412.8533368	53597.959454576	NA	NA	NA	NA
A03-0226	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/31/2022 06:00 AM	01/31/2022 02:00 PM	NA	02/01/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2620.877568	2620.877568	2620.877568	NA	NA	NA	NA	NA	NA	10828.0775276	23299.2714613379	NA	NA	NA	NA	10027.7088106	21392.2390958867	NA	NA	NA	NA	9227.3400936	19607.6480040727	NA	NA	NA	NA
L01-0077	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	04/15/2022 09:00 AM	04/16/2022 09:00 AM	0.276	04/20/2022	24-hr time-weighted composite	West Union	26456		-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10752.1202	2687.771525	6719.9458625	11233.5265980538	2808.11154953227	7020.81907379305	19.9176003511593	4.97892118711395	12.4482607691366	15897.6630646	34687.680171671	18437.3392465116	41084.97910815	32.6903178129638	72.8457076385638	14036.3508002	32381.0014270299	16325.8641992467	38349.7263336786	28.9465677291608	67.9959686767352	12175.0385358	30348.1332004218	14214.3891519817	35870.2320424652	25.2028176453577	63.5997022029525
