extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
R01-0481.e1	R01-0481.c1	EB44	A08	B8	
A01-0843.e1	A01-0843.c1	EB44	A01	NAB 132 B1	
D01-0416.e1	D01-0416.c1	EB44	A04	B4	
A01-0857.e1	A01-0857.c1	EB44	A02	B2	
A01-0858.e1	A01-0858.c1	EB44	A03	B3	
J01-0418.e1	J01-0418.c1	EB44	A05	B5	
U01-0071.e1	U01-0071.c1	EB44	A07	B7	
K01-0384.e1	K01-0384.c1	EB44	A06	B6	
C01-0643.e1	C01-0643.c1	EB43	A05	K5	
N02-0426.e1	N02-0426.c1	EB43	B05	L5	
N03-0486.e2	N03-0486.c1	EB43	B02	L2	
A01-0856.e1	A01-0856.c1	EB43	A02	K2	
M03-0299.e1	M03-0299.c1	EB43	B03	L3	
C01-0641.e1	C01-0641.c1	EB43	A03	K3	
G01-0533.e1	G01-0533.c1	EB43	B07	L7	
A04-0543.e1	A04-0543.c1	EB43	A07	K7	
R01-0382.e2	R01-0382.c1	EB43	C01	NAB 132 A1	
C01-0642.e1	C01-0642.c1	EB43	A04	K4	
M04-0221.e1	M04-0221.c1	EB43	B04	L4	
P01-0104.e1	P01-0104.c1	EB43	A08	K8	
T01-0261.e1	T01-0261.c1	EB43	B08	L8	
A01-0855.e1	A01-0855.c1	EB43	A01	NAB 131 K1	
O01-0466.e1	O01-0466.c1	EB43	B01	L1	
H01-0915.e1	H01-0915.c1	EB43	B06	L6	
C01-0644.e1	C01-0644.c1	EB43	A06	K6	
