assay_id	extraction_id	sample_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_class	assay_type	assay_target	assay_target_genetic_locus	assay_template	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_predicted_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
J01-0544.a1	J01-0544.e1	J01-0544	AB103	G02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21547	0	0	
J01-0544.a2	J01-0544.e1	J01-0544	AB103	G02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21547	0	0	
J01-0544.a3	J01-0544.e1	J01-0544	AB103	G02	5	unknown	sample			sample			21547		0	
J01-0544.a4	J01-0544.e1	J01-0544	AB103	G02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21547	0	0.116760566830635	
J01-0544.a5	J01-0544.e1	J01-0544	AB103	G02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21547	0	0.0583789274096489	
J01-0544.a6	J01-0544.e1	J01-0544	AB103	G02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21547	0	3.09782314300537	
L01-0644.a1	L01-0644.e1	L01-0644	AB103	F02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21955	0	0.0572940222918987	
L01-0644.a2	L01-0644.e1	L01-0644	AB103	F02	5	unknown	sample			sample			21955		0	
L01-0644.a3	L01-0644.e1	L01-0644	AB103	F02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21955	0	0.0572940222918987	
L01-0644.a4	L01-0644.e1	L01-0644	AB103	F02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21955	0	0	
L01-0644.a5	L01-0644.e1	L01-0644	AB103	F02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21955	0	2.40859866142273	
L01-0644.a6	L01-0644.e1	L01-0644	AB103	F02	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21955	0	0	
D01-0605.a1	D01-0605.e1	D01-0605	AB103	E03	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21356	0	0.0589010640978813	
D01-0605.a2	D01-0605.e1	D01-0605	AB103	E03	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21356	0	1.41438722610474	
D01-0605.a3	D01-0605.e1	D01-0605	AB103	E03	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21356	0	0	
D01-0605.a4	D01-0605.e1	D01-0605	AB103	E03	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21356	0	2.41720795631409	
D01-0605.a5	D01-0605.e1	D01-0605	AB103	E03	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21356	0	0.176711469888687	
D01-0605.a6	D01-0605.e1	D01-0605	AB103	E03	5	unknown	sample			sample			21356		0	
A01-1304.a1	A01-1304.e1	A01-1304	AB103	B01	5	unknown	sample	Influenza Virus B (FluB)	NEP/NS1	sample	RNA	Cy5.5	21869	0	0.0575193352997303	
A01-1304.a2	A01-1304.e1	A01-1304	AB103	B01	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21869	0	2.76389932632446	
A01-1304.a3	A01-1304.e1	A01-1304	AB103	B01	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21869	0	3.22514009475708	
A01-1304.a4	A01-1304.e1	A01-1304	AB103	B01	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21869	0	0	
A01-1304.a5	A01-1304.e1	A01-1304	AB103	B01	5	unknown	sample			sample			21869		0	
A01-1304.a6	A01-1304.e1	A01-1304	AB103	B01	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21869	0	0.0575193352997303	
M03-0521.a1	M03-0521.e1	M03-0521	AB103	E02	5	unknown	sample			sample			21599		0	
M03-0521.a2	M03-0521.e1	M03-0521	AB103	E02	5	unknown	sample	Influenza Virus A (FluA)	M	sample	RNA	FAM	21599	0	0	
M03-0521.a3	M03-0521.e1	M03-0521	AB103	E02	5	unknown	sample	SARS-CoV-2	SC2	sample	RNA	ROX	21599	0	0.232969701290131	
M03-0521.a4	M03-0521.e1	M03-0521	AB103	E02	5	unknown	sample	Respiratory Syncitial Virus, Human (RSV)	G	sample	RNA	Cy5	21599	0	0	
M03-0521.a5	M03-0521.e1	M03-0521	AB103	E02	5	unknown	sample	Respiratory Syncitial Virus, Bovine (BRSV)	Other	sample	RNA	HEX	21599	0	2.44833636283875	
